Step 50: {'loss': 1.5921, 'grad_norm': 6.361019134521484, 'learning_rate': 9.84974958263773e-05, 'rewards/chosen': -1.5244029760360718, 'rewards/rejected': -14.055320739746094, 'rewards/accuracies': 0.612500011920929, 'rewards/margins': 12.530917167663574, 'logps/rejected': -7.027660369873047, 'logps/chosen': -0.7622014880180359, 'logits/rejected': 0.9448184967041016, 'logits/chosen': 1.12009596824646, 'nll_loss': 0.9995685815811157, 'log_odds_ratio': -0.2962512969970703, 'log_odds_chosen': 6.950476169586182, 'epoch': 0.00747887218607434}
Step 600: {'loss': 1.6292, 'grad_norm': 7.268039703369141, 'learning_rate': 8.013355592654425e-05, 'rewards/chosen': -1.5948805809020996, 'rewards/rejected': -15.597249984741211, 'rewards/accuracies': 0.6225000023841858, 'rewards/margins': 14.002368927001953, 'logps/rejected': -7.7986249923706055, 'logps/chosen': -0.7974402904510498, 'logits/rejected': 0.7708059549331665, 'logits/chosen': 0.9685672521591187, 'nll_loss': 1.056930661201477, 'log_odds_ratio': -0.2861299514770508, 'log_odds_chosen': 7.622313976287842, 'epoch': 0.08974646623289208}
Step 650: {'loss': 1.6687, 'grad_norm': 11.112946510314941, 'learning_rate': 7.846410684474124e-05, 'rewards/chosen': -1.5526318550109863, 'rewards/rejected': -14.514033317565918, 'rewards/accuracies': 0.5799999833106995, 'rewards/margins': 12.961402893066406, 'logps/rejected': -7.257016658782959, 'logps/chosen': -0.7763159275054932, 'logits/rejected': 0.7566953301429749, 'logits/chosen': 0.9558655023574829, 'nll_loss': 1.031972885131836, 'log_odds_ratio': -0.3183460533618927, 'log_odds_chosen': 7.047961235046387, 'epoch': 0.09722533841896643}
Step 700: {'loss': 1.5711, 'grad_norm': 10.005369186401367, 'learning_rate': 7.679465776293824e-05, 'rewards/chosen': -1.4629725217819214, 'rewards/rejected': -16.87174415588379, 'rewards/accuracies': 0.6299999952316284, 'rewards/margins': 15.408770561218262, 'logps/rejected': -8.435872077941895, 'logps/chosen': -0.7314862608909607, 'logits/rejected': 0.7231736183166504, 'logits/chosen': 0.9566100835800171, 'nll_loss': 1.004054069519043, 'log_odds_ratio': -0.2835165858268738, 'log_odds_chosen': 8.347002983093262, 'epoch': 0.10470421060504076}
Step 750: {'loss': 1.6442, 'grad_norm': 6.822237968444824, 'learning_rate': 7.512520868113523e-05, 'rewards/chosen': -1.55958890914917, 'rewards/rejected': -14.835297584533691, 'rewards/accuracies': 0.5975000262260437, 'rewards/margins': 13.275708198547363, 'logps/rejected': -7.417648792266846, 'logps/chosen': -0.779794454574585, 'logits/rejected': 0.7427580952644348, 'logits/chosen': 0.9517449736595154, 'nll_loss': 1.0295042991638184, 'log_odds_ratio': -0.3073275685310364, 'log_odds_chosen': 7.243354320526123, 'epoch': 0.1121830827911151}
Step 800: {'loss': 1.6213, 'grad_norm': 19.756559371948242, 'learning_rate': 7.345575959933221e-05, 'rewards/chosen': -1.6039177179336548, 'rewards/rejected': -15.525508880615234, 'rewards/accuracies': 0.6225000023841858, 'rewards/margins': 13.921591758728027, 'logps/rejected': -7.762754440307617, 'logps/chosen': -0.8019588589668274, 'logits/rejected': 0.6391798853874207, 'logits/chosen': 0.8781433701515198, 'nll_loss': 1.0519627332687378, 'log_odds_ratio': -0.28467944264411926, 'log_odds_chosen': 7.551068305969238, 'epoch': 0.11966195497718944}
Step 850: {'loss': 1.6697, 'grad_norm': 6.209344387054443, 'learning_rate': 7.178631051752922e-05, 'rewards/chosen': -1.5496248006820679, 'rewards/rejected': -13.885449409484863, 'rewards/accuracies': 0.6025000214576721, 'rewards/margins': 12.335823059082031, 'logps/rejected': -6.942724704742432, 'logps/chosen': -0.7748124003410339, 'logits/rejected': 0.8387988209724426, 'logits/chosen': 1.0353764295578003, 'nll_loss': 1.063344120979309, 'log_odds_ratio': -0.30319517850875854, 'log_odds_chosen': 6.775424003601074, 'epoch': 0.12714082716326378}
Step 900: {'loss': 1.589, 'grad_norm': 6.751156806945801, 'learning_rate': 7.011686143572621e-05, 'rewards/chosen': -1.5500609874725342, 'rewards/rejected': -16.31473159790039, 'rewards/accuracies': 0.6399999856948853, 'rewards/margins': 14.764670372009277, 'logps/rejected': -8.157365798950195, 'logps/chosen': -0.7750304937362671, 'logits/rejected': 0.7616310119628906, 'logits/chosen': 1.007664442062378, 'nll_loss': 1.0307732820510864, 'log_odds_ratio': -0.2791365385055542, 'log_odds_chosen': 7.999522686004639, 'epoch': 0.13461969934933812}
Step 950: {'loss': 1.6004, 'grad_norm': 7.233165264129639, 'learning_rate': 6.844741235392321e-05, 'rewards/chosen': -1.5456358194351196, 'rewards/rejected': -17.216588973999023, 'rewards/accuracies': 0.625, 'rewards/margins': 15.670951843261719, 'logps/rejected': -8.608294486999512, 'logps/chosen': -0.7728179097175598, 'logits/rejected': 0.8353497982025146, 'logits/chosen': 1.1422039270401, 'nll_loss': 1.0433415174484253, 'log_odds_ratio': -0.27851131558418274, 'log_odds_chosen': 8.408378601074219, 'epoch': 0.14209857153541247}
Step 1000: {'loss': 1.6718, 'grad_norm': 6.362617015838623, 'learning_rate': 6.67779632721202e-05, 'rewards/chosen': -1.6112730503082275, 'rewards/rejected': -16.58100128173828, 'rewards/accuracies': 0.6225000023841858, 'rewards/margins': 14.969727516174316, 'logps/rejected': -8.29050064086914, 'logps/chosen': -0.8056365251541138, 'logits/rejected': 0.9727590084075928, 'logits/chosen': 1.2643921375274658, 'nll_loss': 1.0841798782348633, 'log_odds_ratio': -0.2937937080860138, 'log_odds_chosen': 8.050883293151855, 'epoch': 0.1495774437214868}
Step 1050: {'loss': 1.71, 'grad_norm': 6.7086615562438965, 'learning_rate': 6.51085141903172e-05, 'rewards/chosen': -1.609990119934082, 'rewards/rejected': -16.708580017089844, 'rewards/accuracies': 0.5874999761581421, 'rewards/margins': 15.098589897155762, 'logps/rejected': -8.354290008544922, 'logps/chosen': -0.804995059967041, 'logits/rejected': 0.9221895337104797, 'logits/chosen': 1.1895430088043213, 'nll_loss': 1.098273515701294, 'log_odds_ratio': -0.30584394931793213, 'log_odds_chosen': 8.099187850952148, 'epoch': 0.15705631590756114}
Step 1100: {'loss': 1.6424, 'grad_norm': 6.538558006286621, 'learning_rate': 6.343906510851419e-05, 'rewards/chosen': -1.5909816026687622, 'rewards/rejected': -17.379886627197266, 'rewards/accuracies': 0.6075000166893005, 'rewards/margins': 15.788904190063477, 'logps/rejected': -8.689943313598633, 'logps/chosen': -0.7954908013343811, 'logits/rejected': 0.8630354404449463, 'logits/chosen': 1.160146951675415, 'nll_loss': 1.052833914756775, 'log_odds_ratio': -0.2947736084461212, 'log_odds_chosen': 8.464435577392578, 'epoch': 0.1645351880936355}
Step 1150: {'loss': 1.7088, 'grad_norm': 7.793117523193359, 'learning_rate': 6.176961602671118e-05, 'rewards/chosen': -1.7787820100784302, 'rewards/rejected': -17.95516586303711, 'rewards/accuracies': 0.6050000190734863, 'rewards/margins': 16.17638397216797, 'logps/rejected': -8.977582931518555, 'logps/chosen': -0.8893910050392151, 'logits/rejected': 0.8495044112205505, 'logits/chosen': 1.15415358543396, 'nll_loss': 1.0986860990524292, 'log_odds_ratio': -0.3050726056098938, 'log_odds_chosen': 8.60757064819336, 'epoch': 0.1720140602797098}
Step 1200: {'loss': 1.663, 'grad_norm': 8.441625595092773, 'learning_rate': 6.0100166944908185e-05, 'rewards/chosen': -1.6422410011291504, 'rewards/rejected': -18.097320556640625, 'rewards/accuracies': 0.6075000166893005, 'rewards/margins': 16.455078125, 'logps/rejected': -9.048660278320312, 'logps/chosen': -0.8211205005645752, 'logits/rejected': 0.9088619351387024, 'logits/chosen': 1.2064611911773682, 'nll_loss': 1.065649390220642, 'log_odds_ratio': -0.29868996143341064, 'log_odds_chosen': 8.78006362915039, 'epoch': 0.17949293246578416}
Step 1250: {'loss': 1.7459, 'grad_norm': 7.375988006591797, 'learning_rate': 5.8430717863105176e-05, 'rewards/chosen': -1.7309014797210693, 'rewards/rejected': -17.838716506958008, 'rewards/accuracies': 0.6075000166893005, 'rewards/margins': 16.107816696166992, 'logps/rejected': -8.919358253479004, 'logps/chosen': -0.8654507398605347, 'logits/rejected': 0.9414808750152588, 'logits/chosen': 1.242133617401123, 'nll_loss': 1.1544607877731323, 'log_odds_ratio': -0.2957287132740021, 'log_odds_chosen': 8.58760929107666, 'epoch': 0.1869718046518585}
Step 1300: {'loss': 1.7548, 'grad_norm': 13.652383804321289, 'learning_rate': 5.676126878130217e-05, 'rewards/chosen': -1.7420388460159302, 'rewards/rejected': -18.877412796020508, 'rewards/accuracies': 0.5975000262260437, 'rewards/margins': 17.135374069213867, 'logps/rejected': -9.438706398010254, 'logps/chosen': -0.8710194230079651, 'logits/rejected': 0.9555805921554565, 'logits/chosen': 1.283925175666809, 'nll_loss': 1.1389745473861694, 'log_odds_ratio': -0.30790945887565613, 'log_odds_chosen': 9.117886543273926, 'epoch': 0.19445067683793285}
Step 1350: {'loss': 1.7115, 'grad_norm': 8.782706260681152, 'learning_rate': 5.509181969949917e-05, 'rewards/chosen': -1.6698863506317139, 'rewards/rejected': -18.724929809570312, 'rewards/accuracies': 0.6075000166893005, 'rewards/margins': 17.055042266845703, 'logps/rejected': -9.362464904785156, 'logps/chosen': -0.8349431753158569, 'logits/rejected': 0.9496335387229919, 'logits/chosen': 1.2709347009658813, 'nll_loss': 1.1170740127563477, 'log_odds_ratio': -0.29722926020622253, 'log_odds_chosen': 9.113916397094727, 'epoch': 0.20192954902400717}
Step 1400: {'loss': 1.7784, 'grad_norm': 7.961883544921875, 'learning_rate': 5.342237061769616e-05, 'rewards/chosen': -1.7415802478790283, 'rewards/rejected': -17.468446731567383, 'rewards/accuracies': 0.6025000214576721, 'rewards/margins': 15.7268648147583, 'logps/rejected': -8.734223365783691, 'logps/chosen': -0.8707901239395142, 'logits/rejected': 1.0060080289840698, 'logits/chosen': 1.3011566400527954, 'nll_loss': 1.1733181476593018, 'log_odds_ratio': -0.3025488555431366, 'log_odds_chosen': 8.384285926818848, 'epoch': 0.20940842121008152}
Step 1450: {'loss': 1.7225, 'grad_norm': 6.827656269073486, 'learning_rate': 5.175292153589316e-05, 'rewards/chosen': -1.6757694482803345, 'rewards/rejected': -18.424518585205078, 'rewards/accuracies': 0.5950000286102295, 'rewards/margins': 16.748746871948242, 'logps/rejected': -9.212259292602539, 'logps/chosen': -0.8378847241401672, 'logits/rejected': 1.1083191633224487, 'logits/chosen': 1.4029561281204224, 'nll_loss': 1.1122055053710938, 'log_odds_ratio': -0.3051380515098572, 'log_odds_chosen': 8.913106918334961, 'epoch': 0.21688729339615587}
Step 1500: {'loss': 1.7086, 'grad_norm': 6.387792587280273, 'learning_rate': 5.0083472454090154e-05, 'rewards/chosen': -1.7249932289123535, 'rewards/rejected': -18.8645076751709, 'rewards/accuracies': 0.6175000071525574, 'rewards/margins': 17.139514923095703, 'logps/rejected': -9.43225383758545, 'logps/chosen': -0.8624966144561768, 'logits/rejected': 1.0467346906661987, 'logits/chosen': 1.377036690711975, 'nll_loss': 1.1254714727401733, 'log_odds_ratio': -0.29158270359039307, 'log_odds_chosen': 9.138150215148926, 'epoch': 0.2243661655822302}
Step 1550: {'loss': 1.7192, 'grad_norm': 6.564861297607422, 'learning_rate': 4.8414023372287146e-05, 'rewards/chosen': -1.7243455648422241, 'rewards/rejected': -18.061443328857422, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 16.337099075317383, 'logps/rejected': -9.030721664428711, 'logps/chosen': -0.8621727824211121, 'logits/rejected': 1.0755802392959595, 'logits/chosen': 1.3842780590057373, 'nll_loss': 1.1164332628250122, 'log_odds_ratio': -0.30136939883232117, 'log_odds_chosen': 8.703749656677246, 'epoch': 0.23184503776830453}
Step 1600: {'loss': 1.7263, 'grad_norm': 7.357254505157471, 'learning_rate': 4.6744574290484144e-05, 'rewards/chosen': -1.695381760597229, 'rewards/rejected': -19.6634521484375, 'rewards/accuracies': 0.6225000023841858, 'rewards/margins': 17.96807098388672, 'logps/rejected': -9.83172607421875, 'logps/chosen': -0.8476908802986145, 'logits/rejected': 1.0732144117355347, 'logits/chosen': 1.414576768875122, 'nll_loss': 1.1427150964736938, 'log_odds_ratio': -0.2918037474155426, 'log_odds_chosen': 9.557167053222656, 'epoch': 0.23932390995437888}
Step 1650: {'loss': 1.6793, 'grad_norm': 9.03040599822998, 'learning_rate': 4.5075125208681135e-05, 'rewards/chosen': -1.6324191093444824, 'rewards/rejected': -19.413713455200195, 'rewards/accuracies': 0.6200000047683716, 'rewards/margins': 17.781293869018555, 'logps/rejected': -9.706856727600098, 'logps/chosen': -0.8162095546722412, 'logits/rejected': 1.1296303272247314, 'logits/chosen': 1.4577447175979614, 'nll_loss': 1.1044206619262695, 'log_odds_ratio': -0.2874208390712738, 'log_odds_chosen': 9.45919418334961, 'epoch': 0.24680278214045323}
Step 1700: {'loss': 1.7757, 'grad_norm': 7.6733622550964355, 'learning_rate': 4.3405676126878134e-05, 'rewards/chosen': -1.7551140785217285, 'rewards/rejected': -18.652545928955078, 'rewards/accuracies': 0.5824999809265137, 'rewards/margins': 16.897430419921875, 'logps/rejected': -9.326272964477539, 'logps/chosen': -0.8775570392608643, 'logits/rejected': 1.1689223051071167, 'logits/chosen': 1.4908843040466309, 'nll_loss': 1.1642708778381348, 'log_odds_ratio': -0.30571210384368896, 'log_odds_chosen': 8.971467971801758, 'epoch': 0.25428165432652755}
Step 1750: {'loss': 1.7691, 'grad_norm': 7.587772369384766, 'learning_rate': 4.1736227045075125e-05, 'rewards/chosen': -1.7222609519958496, 'rewards/rejected': -17.31397247314453, 'rewards/accuracies': 0.5899999737739563, 'rewards/margins': 15.59170913696289, 'logps/rejected': -8.656986236572266, 'logps/chosen': -0.8611304759979248, 'logits/rejected': 1.1632577180862427, 'logits/chosen': 1.4617635011672974, 'nll_loss': 1.1338763236999512, 'log_odds_ratio': -0.3175918459892273, 'log_odds_chosen': 8.319440841674805, 'epoch': 0.2617605265126019}
Step 1800: {'loss': 1.819, 'grad_norm': 6.91853666305542, 'learning_rate': 4.006677796327212e-05, 'rewards/chosen': -1.8858864307403564, 'rewards/rejected': -19.510414123535156, 'rewards/accuracies': 0.5824999809265137, 'rewards/margins': 17.624528884887695, 'logps/rejected': -9.755207061767578, 'logps/chosen': -0.9429432153701782, 'logits/rejected': 1.2321597337722778, 'logits/chosen': 1.577569842338562, 'nll_loss': 1.201053261756897, 'log_odds_ratio': -0.3089947998523712, 'log_odds_chosen': 9.261238098144531, 'epoch': 0.26923939869867625}
Step 1850: {'loss': 1.7651, 'grad_norm': 12.196680068969727, 'learning_rate': 3.839732888146912e-05, 'rewards/chosen': -1.807395339012146, 'rewards/rejected': -20.996057510375977, 'rewards/accuracies': 0.625, 'rewards/margins': 19.188661575317383, 'logps/rejected': -10.498028755187988, 'logps/chosen': -0.903697669506073, 'logits/rejected': 1.1265202760696411, 'logits/chosen': 1.4926543235778809, 'nll_loss': 1.1866570711135864, 'log_odds_ratio': -0.2892359495162964, 'log_odds_chosen': 10.118524551391602, 'epoch': 0.2767182708847506}
Step 1900: {'loss': 1.8071, 'grad_norm': 7.126779079437256, 'learning_rate': 3.6727879799666106e-05, 'rewards/chosen': -1.7484517097473145, 'rewards/rejected': -16.22787857055664, 'rewards/accuracies': 0.5525000095367432, 'rewards/margins': 14.479426383972168, 'logps/rejected': -8.11393928527832, 'logps/chosen': -0.8742258548736572, 'logits/rejected': 1.3324321508407593, 'logits/chosen': 1.588003396987915, 'nll_loss': 1.1402428150177002, 'log_odds_ratio': -0.33343827724456787, 'log_odds_chosen': 7.747622013092041, 'epoch': 0.28419714307082494}
Step 1950: {'loss': 1.7847, 'grad_norm': 6.822839736938477, 'learning_rate': 3.5058430717863105e-05, 'rewards/chosen': -1.7952672243118286, 'rewards/rejected': -18.586870193481445, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 16.791603088378906, 'logps/rejected': -9.293435096740723, 'logps/chosen': -0.8976336121559143, 'logits/rejected': 1.2747535705566406, 'logits/chosen': 1.5499475002288818, 'nll_loss': 1.184147596359253, 'log_odds_ratio': -0.30025193095207214, 'log_odds_chosen': 8.919960021972656, 'epoch': 0.29167601525689923}
Step 2000: {'loss': 1.817, 'grad_norm': 20.492509841918945, 'learning_rate': 3.33889816360601e-05, 'rewards/chosen': -1.856175422668457, 'rewards/rejected': -19.234172821044922, 'rewards/accuracies': 0.6150000095367432, 'rewards/margins': 17.37799644470215, 'logps/rejected': -9.617086410522461, 'logps/chosen': -0.9280877113342285, 'logits/rejected': 1.3541122674942017, 'logits/chosen': 1.6325125694274902, 'nll_loss': 1.222969651222229, 'log_odds_ratio': -0.2970244288444519, 'log_odds_chosen': 9.218111991882324, 'epoch': 0.2991548874429736}
Step 2050: {'loss': 1.7554, 'grad_norm': 9.107320785522461, 'learning_rate': 3.1719532554257094e-05, 'rewards/chosen': -1.8206470012664795, 'rewards/rejected': -18.930721282958984, 'rewards/accuracies': 0.6449999809265137, 'rewards/margins': 17.110074996948242, 'logps/rejected': -9.465360641479492, 'logps/chosen': -0.9103235006332397, 'logits/rejected': 1.265881061553955, 'logits/chosen': 1.572477102279663, 'nll_loss': 1.182896375656128, 'log_odds_ratio': -0.2862304449081421, 'log_odds_chosen': 9.054837226867676, 'epoch': 0.30663375962904793}
Step 2100: {'loss': 1.8022, 'grad_norm': 6.711240291595459, 'learning_rate': 3.0050083472454093e-05, 'rewards/chosen': -1.8084875345230103, 'rewards/rejected': -18.49318504333496, 'rewards/accuracies': 0.6100000143051147, 'rewards/margins': 16.6846981048584, 'logps/rejected': -9.24659252166748, 'logps/chosen': -0.9042437672615051, 'logits/rejected': 1.377719521522522, 'logits/chosen': 1.6573991775512695, 'nll_loss': 1.194789171218872, 'log_odds_ratio': -0.30368778109550476, 'log_odds_chosen': 8.853792190551758, 'epoch': 0.3141126318151223}
Step 2150: {'loss': 1.7754, 'grad_norm': 7.1974992752075195, 'learning_rate': 2.8380634390651084e-05, 'rewards/chosen': -1.8212785720825195, 'rewards/rejected': -19.68817901611328, 'rewards/accuracies': 0.6549999713897705, 'rewards/margins': 17.866901397705078, 'logps/rejected': -9.84408950805664, 'logps/chosen': -0.9106392860412598, 'logits/rejected': 1.3178006410598755, 'logits/chosen': 1.6328102350234985, 'nll_loss': 1.2260631322860718, 'log_odds_ratio': -0.2746444344520569, 'log_odds_chosen': 9.434893608093262, 'epoch': 0.3215915040011966}
Step 2200: {'loss': 1.8128, 'grad_norm': 12.119731903076172, 'learning_rate': 2.671118530884808e-05, 'rewards/chosen': -1.8317348957061768, 'rewards/rejected': -19.058704376220703, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 17.226970672607422, 'logps/rejected': -9.529352188110352, 'logps/chosen': -0.9158674478530884, 'logits/rejected': 1.3169302940368652, 'logits/chosen': 1.6323933601379395, 'nll_loss': 1.1912038326263428, 'log_odds_ratio': -0.3108046352863312, 'log_odds_chosen': 9.079102516174316, 'epoch': 0.329070376187271}
Step 2250: {'loss': 1.7644, 'grad_norm': 6.46505069732666, 'learning_rate': 2.5041736227045077e-05, 'rewards/chosen': -1.8463619947433472, 'rewards/rejected': -19.45355796813965, 'rewards/accuracies': 0.6474999785423279, 'rewards/margins': 17.607196807861328, 'logps/rejected': -9.726778984069824, 'logps/chosen': -0.9231809973716736, 'logits/rejected': 1.3481625318527222, 'logits/chosen': 1.6918537616729736, 'nll_loss': 1.2261652946472168, 'log_odds_ratio': -0.2691366374492645, 'log_odds_chosen': 9.314168930053711, 'epoch': 0.3365492483733453}
Step 2300: {'loss': 1.9107, 'grad_norm': 5.3890299797058105, 'learning_rate': 2.3372287145242072e-05, 'rewards/chosen': -1.954807996749878, 'rewards/rejected': -18.162796020507812, 'rewards/accuracies': 0.5774999856948853, 'rewards/margins': 16.207988739013672, 'logps/rejected': -9.081398010253906, 'logps/chosen': -0.977403998374939, 'logits/rejected': 1.3852485418319702, 'logits/chosen': 1.702606201171875, 'nll_loss': 1.254936933517456, 'log_odds_ratio': -0.3278757929801941, 'log_odds_chosen': 8.570040702819824, 'epoch': 0.3440281205594196}
Step 2350: {'loss': 1.9782, 'grad_norm': 9.335721015930176, 'learning_rate': 2.1702838063439067e-05, 'rewards/chosen': -2.0009124279022217, 'rewards/rejected': -18.425861358642578, 'rewards/accuracies': 0.5874999761581421, 'rewards/margins': 16.424949645996094, 'logps/rejected': -9.212930679321289, 'logps/chosen': -1.0004562139511108, 'logits/rejected': 1.4838018417358398, 'logits/chosen': 1.8063044548034668, 'nll_loss': 1.3220385313034058, 'log_odds_ratio': -0.32806700468063354, 'log_odds_chosen': 8.65471363067627, 'epoch': 0.35150699274549396}
Step 2400: {'loss': 1.8854, 'grad_norm': 30.957717895507812, 'learning_rate': 2.003338898163606e-05, 'rewards/chosen': -1.9330517053604126, 'rewards/rejected': -18.728111267089844, 'rewards/accuracies': 0.6075000166893005, 'rewards/margins': 16.79505729675293, 'logps/rejected': -9.364055633544922, 'logps/chosen': -0.9665258526802063, 'logits/rejected': 1.4896266460418701, 'logits/chosen': 1.805107593536377, 'nll_loss': 1.2727084159851074, 'log_odds_ratio': -0.30632665753364563, 'log_odds_chosen': 8.87869644165039, 'epoch': 0.3589858649315683}
