Step 50: {'loss': 0.6108, 'grad_norm': 16.018281936645508, 'learning_rate': 9.84974958263773e-05, 'rewards/chosen': -0.043418895453214645, 'rewards/rejected': -0.4947723150253296, 'rewards/accuracies': 0.6200000047683716, 'rewards/margins': 0.45135337114334106, 'logps/rejected': -4.947722434997559, 'logps/chosen': -0.43418896198272705, 'logits/rejected': 0.20500114560127258, 'logits/chosen': 0.297087162733078, 'nll_loss': 0.5820653438568115, 'log_odds_ratio': -0.28760597109794617, 'log_odds_chosen': 5.578948497772217, 'epoch': 0.007479012022511826}
Step 600: {'loss': 0.7143, 'grad_norm': 20.11412239074707, 'learning_rate': 8.013355592654425e-05, 'rewards/chosen': -0.05162476375699043, 'rewards/rejected': -0.6067766547203064, 'rewards/accuracies': 0.6299999952316284, 'rewards/margins': 0.5551519393920898, 'logps/rejected': -6.067767143249512, 'logps/chosen': -0.5162476897239685, 'logits/rejected': -0.1388036012649536, 'logits/chosen': -0.029266543686389923, 'nll_loss': 0.6864790320396423, 'log_odds_ratio': -0.2779374420642853, 'log_odds_chosen': 6.476210117340088, 'epoch': 0.08974814427014191}
Step 650: {'loss': 0.6913, 'grad_norm': 20.92263412475586, 'learning_rate': 7.846410684474124e-05, 'rewards/chosen': -0.048987358808517456, 'rewards/rejected': -0.5589409470558167, 'rewards/accuracies': 0.5799999833106995, 'rewards/margins': 0.5099535584449768, 'logps/rejected': -5.589409351348877, 'logps/chosen': -0.48987358808517456, 'logits/rejected': -0.1467466652393341, 'logits/chosen': -0.03559361770749092, 'nll_loss': 0.6603802442550659, 'log_odds_ratio': -0.30904942750930786, 'log_odds_chosen': 5.955808639526367, 'epoch': 0.09722715629265374}
Step 700: {'loss': 0.6929, 'grad_norm': 16.93586540222168, 'learning_rate': 7.679465776293824e-05, 'rewards/chosen': -0.0474080853164196, 'rewards/rejected': -0.6516830325126648, 'rewards/accuracies': 0.6349999904632568, 'rewards/margins': 0.6042748689651489, 'logps/rejected': -6.516829967498779, 'logps/chosen': -0.474080890417099, 'logits/rejected': -0.11097251623868942, 'logits/chosen': 0.016341444104909897, 'nll_loss': 0.6655481457710266, 'log_odds_ratio': -0.27346986532211304, 'log_odds_chosen': 7.006240367889404, 'epoch': 0.10470616831516556}
Step 750: {'loss': 0.7185, 'grad_norm': 19.483869552612305, 'learning_rate': 7.512520868113523e-05, 'rewards/chosen': -0.050471045076847076, 'rewards/rejected': -0.614989161491394, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 0.56451815366745, 'logps/rejected': -6.149891376495361, 'logps/chosen': -0.5047104358673096, 'logits/rejected': -0.0799240991473198, 'logits/chosen': 0.0450630709528923, 'nll_loss': 0.6889215707778931, 'log_odds_ratio': -0.29539188742637634, 'log_odds_chosen': 6.540517807006836, 'epoch': 0.1121851803376774}
Step 800: {'loss': 0.7318, 'grad_norm': 20.783348083496094, 'learning_rate': 7.345575959933221e-05, 'rewards/chosen': -0.05193611606955528, 'rewards/rejected': -0.5944193005561829, 'rewards/accuracies': 0.625, 'rewards/margins': 0.5424831509590149, 'logps/rejected': -5.944192409515381, 'logps/chosen': -0.5193611979484558, 'logits/rejected': -0.14261482656002045, 'logits/chosen': -0.02110624499619007, 'nll_loss': 0.7038455009460449, 'log_odds_ratio': -0.2796199321746826, 'log_odds_chosen': 6.2879719734191895, 'epoch': 0.11966419236018921}
Step 850: {'loss': 0.7627, 'grad_norm': 18.64603614807129, 'learning_rate': 7.178631051752922e-05, 'rewards/chosen': -0.053264766931533813, 'rewards/rejected': -0.5741220712661743, 'rewards/accuracies': 0.6025000214576721, 'rewards/margins': 0.5208573341369629, 'logps/rejected': -5.741220474243164, 'logps/chosen': -0.5326477289199829, 'logits/rejected': 0.040886349976062775, 'logits/chosen': 0.157046377658844, 'nll_loss': 0.7334238290786743, 'log_odds_ratio': -0.29238224029541016, 'log_odds_chosen': 6.073049545288086, 'epoch': 0.12714320438270105}
Step 900: {'loss': 0.7234, 'grad_norm': 20.869495391845703, 'learning_rate': 7.011686143572621e-05, 'rewards/chosen': -0.051308032125234604, 'rewards/rejected': -0.6275279521942139, 'rewards/accuracies': 0.6399999856948853, 'rewards/margins': 0.5762198567390442, 'logps/rejected': -6.2752790451049805, 'logps/chosen': -0.5130802989006042, 'logits/rejected': 0.011156830936670303, 'logits/chosen': 0.14177639782428741, 'nll_loss': 0.6956795454025269, 'log_odds_ratio': -0.27693650126457214, 'log_odds_chosen': 6.661760330200195, 'epoch': 0.13462221640521288}
Step 950: {'loss': 0.7525, 'grad_norm': 20.0045223236084, 'learning_rate': 6.844741235392321e-05, 'rewards/chosen': -0.05373802036046982, 'rewards/rejected': -0.6692014336585999, 'rewards/accuracies': 0.6274999976158142, 'rewards/margins': 0.6154634356498718, 'logps/rejected': -6.692014694213867, 'logps/chosen': -0.5373802781105042, 'logits/rejected': 0.07251109182834625, 'logits/chosen': 0.24247661232948303, 'nll_loss': 0.7250520586967468, 'log_odds_ratio': -0.2741003930568695, 'log_odds_chosen': 6.975533962249756, 'epoch': 0.14210122842772469}
Step 1000: {'loss': 0.7962, 'grad_norm': 17.978595733642578, 'learning_rate': 6.67779632721202e-05, 'rewards/chosen': -0.05677420645952225, 'rewards/rejected': -0.6347892880439758, 'rewards/accuracies': 0.6274999976158142, 'rewards/margins': 0.578015148639679, 'logps/rejected': -6.347893238067627, 'logps/chosen': -0.567742109298706, 'logits/rejected': 0.21433047950267792, 'logits/chosen': 0.37917032837867737, 'nll_loss': 0.7679798007011414, 'log_odds_ratio': -0.282342791557312, 'log_odds_chosen': 6.589507579803467, 'epoch': 0.14958024045023652}
Step 1050: {'loss': 0.8207, 'grad_norm': 20.21024513244629, 'learning_rate': 6.51085141903172e-05, 'rewards/chosen': -0.05756781995296478, 'rewards/rejected': -0.6117306351661682, 'rewards/accuracies': 0.5899999737739563, 'rewards/margins': 0.5541628003120422, 'logps/rejected': -6.117306709289551, 'logps/chosen': -0.5756781697273254, 'logits/rejected': 0.1241573914885521, 'logits/chosen': 0.2800866365432739, 'nll_loss': 0.790759801864624, 'log_odds_ratio': -0.29948386549949646, 'log_odds_chosen': 6.318793296813965, 'epoch': 0.15705925247274835}
Step 1100: {'loss': 0.7901, 'grad_norm': 19.01770782470703, 'learning_rate': 6.343906510851419e-05, 'rewards/chosen': -0.05745875835418701, 'rewards/rejected': -0.6343615651130676, 'rewards/accuracies': 0.6075000166893005, 'rewards/margins': 0.5769028067588806, 'logps/rejected': -6.343615531921387, 'logps/chosen': -0.5745875835418701, 'logits/rejected': 0.18602240085601807, 'logits/chosen': 0.372341513633728, 'nll_loss': 0.7611410617828369, 'log_odds_ratio': -0.2900038957595825, 'log_odds_chosen': 6.552919387817383, 'epoch': 0.16453826449526018}
Step 1150: {'loss': 0.8378, 'grad_norm': 17.576356887817383, 'learning_rate': 6.176961602671118e-05, 'rewards/chosen': -0.06479151546955109, 'rewards/rejected': -0.619107186794281, 'rewards/accuracies': 0.6050000190734863, 'rewards/margins': 0.5543156266212463, 'logps/rejected': -6.1910719871521, 'logps/chosen': -0.6479151248931885, 'logits/rejected': 0.17609934508800507, 'logits/chosen': 0.3585961163043976, 'nll_loss': 0.807959794998169, 'log_odds_ratio': -0.2980579137802124, 'log_odds_chosen': 6.27879524230957, 'epoch': 0.172017276517772}
Step 1200: {'loss': 0.81, 'grad_norm': 19.060428619384766, 'learning_rate': 6.0100166944908185e-05, 'rewards/chosen': -0.05928640812635422, 'rewards/rejected': -0.6867679357528687, 'rewards/accuracies': 0.612500011920929, 'rewards/margins': 0.6274815201759338, 'logps/rejected': -6.867678642272949, 'logps/chosen': -0.5928640961647034, 'logits/rejected': 0.19494348764419556, 'logits/chosen': 0.3908582627773285, 'nll_loss': 0.7810631394386292, 'log_odds_ratio': -0.28941211104393005, 'log_odds_chosen': 7.04731559753418, 'epoch': 0.17949628854028382}
Step 1250: {'loss': 0.9015, 'grad_norm': 21.742942810058594, 'learning_rate': 5.8430717863105176e-05, 'rewards/chosen': -0.06486423313617706, 'rewards/rejected': -0.6941253542900085, 'rewards/accuracies': 0.6075000166893005, 'rewards/margins': 0.6292611956596375, 'logps/rejected': -6.941253662109375, 'logps/chosen': -0.648642361164093, 'logits/rejected': 0.2947988212108612, 'logits/chosen': 0.4962281286716461, 'nll_loss': 0.8724803328514099, 'log_odds_ratio': -0.29013174772262573, 'log_odds_chosen': 7.015365123748779, 'epoch': 0.18697530056279565}
Step 1300: {'loss': 0.8996, 'grad_norm': 19.774829864501953, 'learning_rate': 5.676126878130217e-05, 'rewards/chosen': -0.06622776389122009, 'rewards/rejected': -0.6839779615402222, 'rewards/accuracies': 0.5975000262260437, 'rewards/margins': 0.6177501678466797, 'logps/rejected': -6.839779853820801, 'logps/chosen': -0.6622775197029114, 'logits/rejected': 0.3261805474758148, 'logits/chosen': 0.531566321849823, 'nll_loss': 0.8694815039634705, 'log_odds_ratio': -0.3014249801635742, 'log_odds_chosen': 6.909711837768555, 'epoch': 0.1944543125853075}
Step 1350: {'loss': 0.8809, 'grad_norm': 25.128673553466797, 'learning_rate': 5.509181969949917e-05, 'rewards/chosen': -0.06359298527240753, 'rewards/rejected': -0.6118977069854736, 'rewards/accuracies': 0.6100000143051147, 'rewards/margins': 0.5483047962188721, 'logps/rejected': -6.118977069854736, 'logps/chosen': -0.6359298825263977, 'logits/rejected': 0.37947317957878113, 'logits/chosen': 0.555856466293335, 'nll_loss': 0.8509989976882935, 'log_odds_ratio': -0.298522412776947, 'log_odds_chosen': 6.253878593444824, 'epoch': 0.20193332460781932}
Step 1400: {'loss': 0.9388, 'grad_norm': 22.49745750427246, 'learning_rate': 5.342237061769616e-05, 'rewards/chosen': -0.06638278812170029, 'rewards/rejected': -0.6452172994613647, 'rewards/accuracies': 0.6100000143051147, 'rewards/margins': 0.5788344740867615, 'logps/rejected': -6.452172756195068, 'logps/chosen': -0.6638278365135193, 'logits/rejected': 0.4075967073440552, 'logits/chosen': 0.6070998311042786, 'nll_loss': 0.9091805815696716, 'log_odds_ratio': -0.29580679535865784, 'log_odds_chosen': 6.487720966339111, 'epoch': 0.20941233663033113}
Step 1450: {'loss': 0.8961, 'grad_norm': 19.817312240600586, 'learning_rate': 5.175292153589316e-05, 'rewards/chosen': -0.06414449959993362, 'rewards/rejected': -0.7035090923309326, 'rewards/accuracies': 0.5924999713897705, 'rewards/margins': 0.6393647193908691, 'logps/rejected': -7.035090923309326, 'logps/chosen': -0.6414448618888855, 'logits/rejected': 0.49910077452659607, 'logits/chosen': 0.7235366106033325, 'nll_loss': 0.8659062385559082, 'log_odds_ratio': -0.3015921115875244, 'log_odds_chosen': 7.099459171295166, 'epoch': 0.21689134865284296}
Step 1500: {'loss': 0.9207, 'grad_norm': 18.646129608154297, 'learning_rate': 5.0083472454090154e-05, 'rewards/chosen': -0.06772580742835999, 'rewards/rejected': -0.6657659411430359, 'rewards/accuracies': 0.6200000047683716, 'rewards/margins': 0.5980401039123535, 'logps/rejected': -6.657658576965332, 'logps/chosen': -0.6772580742835999, 'logits/rejected': 0.5011528730392456, 'logits/chosen': 0.727549135684967, 'nll_loss': 0.8914948105812073, 'log_odds_ratio': -0.2919190227985382, 'log_odds_chosen': 6.700254917144775, 'epoch': 0.2243703606753548}
Step 1550: {'loss': 0.9159, 'grad_norm': 17.502473831176758, 'learning_rate': 4.8414023372287146e-05, 'rewards/chosen': -0.06678205728530884, 'rewards/rejected': -0.6576645374298096, 'rewards/accuracies': 0.5975000262260437, 'rewards/margins': 0.5908825397491455, 'logps/rejected': -6.576646327972412, 'logps/chosen': -0.6678205132484436, 'logits/rejected': 0.4951302409172058, 'logits/chosen': 0.7347148060798645, 'nll_loss': 0.885612964630127, 'log_odds_ratio': -0.3025130331516266, 'log_odds_chosen': 6.587606906890869, 'epoch': 0.23184937269786662}
Step 1600: {'loss': 0.9548, 'grad_norm': 19.812705993652344, 'learning_rate': 4.6744574290484144e-05, 'rewards/chosen': -0.06888660788536072, 'rewards/rejected': -0.722429633140564, 'rewards/accuracies': 0.6225000023841858, 'rewards/margins': 0.6535429358482361, 'logps/rejected': -7.2242960929870605, 'logps/chosen': -0.6888660192489624, 'logits/rejected': 0.5400317907333374, 'logits/chosen': 0.7838060259819031, 'nll_loss': 0.9256599545478821, 'log_odds_ratio': -0.2909294366836548, 'log_odds_chosen': 7.2499566078186035, 'epoch': 0.23932838472037843}
Step 1650: {'loss': 0.9237, 'grad_norm': 21.997234344482422, 'learning_rate': 4.5075125208681135e-05, 'rewards/chosen': -0.06511891633272171, 'rewards/rejected': -0.7062099575996399, 'rewards/accuracies': 0.6200000047683716, 'rewards/margins': 0.641090989112854, 'logps/rejected': -7.062099456787109, 'logps/chosen': -0.6511890292167664, 'logits/rejected': 0.5952106714248657, 'logits/chosen': 0.8216571807861328, 'nll_loss': 0.8954015970230103, 'log_odds_ratio': -0.2834547758102417, 'log_odds_chosen': 7.135707855224609, 'epoch': 0.24680739674289026}
Step 1700: {'loss': 0.9854, 'grad_norm': 21.476869583129883, 'learning_rate': 4.3405676126878134e-05, 'rewards/chosen': -0.07069864869117737, 'rewards/rejected': -0.6506616473197937, 'rewards/accuracies': 0.5874999761581421, 'rewards/margins': 0.579962968826294, 'logps/rejected': -6.50661563873291, 'logps/chosen': -0.7069864869117737, 'logits/rejected': 0.6686505675315857, 'logits/chosen': 0.9062820672988892, 'nll_loss': 0.9548236131668091, 'log_odds_ratio': -0.3053797483444214, 'log_odds_chosen': 6.448390960693359, 'epoch': 0.2542864087654021}
Step 1750: {'loss': 0.9798, 'grad_norm': 19.04007339477539, 'learning_rate': 4.1736227045075125e-05, 'rewards/chosen': -0.0709114521741867, 'rewards/rejected': -0.6393808722496033, 'rewards/accuracies': 0.5899999737739563, 'rewards/margins': 0.5684694051742554, 'logps/rejected': -6.393807888031006, 'logps/chosen': -0.7091144323348999, 'logits/rejected': 0.7069949507713318, 'logits/chosen': 0.9377304315567017, 'nll_loss': 0.9486656785011292, 'log_odds_ratio': -0.31112390756607056, 'log_odds_chosen': 6.344686985015869, 'epoch': 0.2617654207879139}
Step 1800: {'loss': 1.0524, 'grad_norm': 20.26906967163086, 'learning_rate': 4.006677796327212e-05, 'rewards/chosen': -0.07928876578807831, 'rewards/rejected': -0.7106974124908447, 'rewards/accuracies': 0.5849999785423279, 'rewards/margins': 0.63140869140625, 'logps/rejected': -7.106975078582764, 'logps/chosen': -0.7928876280784607, 'logits/rejected': 0.8140642046928406, 'logits/chosen': 1.0839953422546387, 'nll_loss': 1.0215297937393188, 'log_odds_ratio': -0.30835580825805664, 'log_odds_chosen': 6.864261627197266, 'epoch': 0.26924443281042576}
Step 1850: {'loss': 1.0319, 'grad_norm': 19.254919052124023, 'learning_rate': 3.839732888146912e-05, 'rewards/chosen': -0.0742984414100647, 'rewards/rejected': -0.7562797665596008, 'rewards/accuracies': 0.6274999976158142, 'rewards/margins': 0.6819813251495361, 'logps/rejected': -7.5627970695495605, 'logps/chosen': -0.7429842948913574, 'logits/rejected': 0.7853764295578003, 'logits/chosen': 1.0676349401474, 'nll_loss': 1.0030741691589355, 'log_odds_ratio': -0.28867384791374207, 'log_odds_chosen': 7.463739395141602, 'epoch': 0.2767234448329376}
Step 1900: {'loss': 1.0072, 'grad_norm': 16.22446060180664, 'learning_rate': 3.6727879799666106e-05, 'rewards/chosen': -0.07325191050767899, 'rewards/rejected': -0.6316549777984619, 'rewards/accuracies': 0.5550000071525574, 'rewards/margins': 0.5584030747413635, 'logps/rejected': -6.316549777984619, 'logps/chosen': -0.7325190901756287, 'logits/rejected': 0.8616207838058472, 'logits/chosen': 1.1088839769363403, 'nll_loss': 0.9736728668212891, 'log_odds_ratio': -0.33560067415237427, 'log_odds_chosen': 6.193586349487305, 'epoch': 0.28420245685544937}
Step 1950: {'loss': 1.0594, 'grad_norm': 16.140268325805664, 'learning_rate': 3.5058430717863105e-05, 'rewards/chosen': -0.07714558392763138, 'rewards/rejected': -0.7254132628440857, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 0.6482677459716797, 'logps/rejected': -7.254133224487305, 'logps/chosen': -0.771455705165863, 'logits/rejected': 0.8775054216384888, 'logits/chosen': 1.1688541173934937, 'nll_loss': 1.0293827056884766, 'log_odds_ratio': -0.30053475499153137, 'log_odds_chosen': 7.114105224609375, 'epoch': 0.2916814688779612}
Step 2000: {'loss': 1.1121, 'grad_norm': 18.60283088684082, 'learning_rate': 3.33889816360601e-05, 'rewards/chosen': -0.08110649138689041, 'rewards/rejected': -0.7006599307060242, 'rewards/accuracies': 0.6150000095367432, 'rewards/margins': 0.6195535063743591, 'logps/rejected': -7.0065999031066895, 'logps/chosen': -0.8110648989677429, 'logits/rejected': 1.0532655715942383, 'logits/chosen': 1.3317196369171143, 'nll_loss': 1.0818119049072266, 'log_odds_ratio': -0.3026677966117859, 'log_odds_chosen': 6.799727916717529, 'epoch': 0.29916048090047304}
Step 2050: {'loss': 1.0669, 'grad_norm': 21.01882553100586, 'learning_rate': 3.1719532554257094e-05, 'rewards/chosen': -0.0776386484503746, 'rewards/rejected': -0.72225022315979, 'rewards/accuracies': 0.6449999809265137, 'rewards/margins': 0.6446115374565125, 'logps/rejected': -7.222501277923584, 'logps/chosen': -0.7763864398002625, 'logits/rejected': 0.9769113063812256, 'logits/chosen': 1.2724602222442627, 'nll_loss': 1.038276195526123, 'log_odds_ratio': -0.2858891487121582, 'log_odds_chosen': 7.0230793952941895, 'epoch': 0.30663949292298487}
Step 2100: {'loss': 1.0941, 'grad_norm': 16.546037673950195, 'learning_rate': 3.0050083472454093e-05, 'rewards/chosen': -0.07886980473995209, 'rewards/rejected': -0.7216148972511292, 'rewards/accuracies': 0.612500011920929, 'rewards/margins': 0.6427450776100159, 'logps/rejected': -7.216148853302002, 'logps/chosen': -0.7886979579925537, 'logits/rejected': 1.1368135213851929, 'logits/chosen': 1.4324390888214111, 'nll_loss': 1.0636433362960815, 'log_odds_ratio': -0.3048877716064453, 'log_odds_chosen': 7.012737274169922, 'epoch': 0.3141185049454967}
Step 2150: {'loss': 1.1342, 'grad_norm': 17.983291625976562, 'learning_rate': 2.8380634390651084e-05, 'rewards/chosen': -0.08179865032434464, 'rewards/rejected': -0.7990825176239014, 'rewards/accuracies': 0.6549999713897705, 'rewards/margins': 0.7172837853431702, 'logps/rejected': -7.990823745727539, 'logps/chosen': -0.8179863691329956, 'logits/rejected': 1.09995436668396, 'logits/chosen': 1.4321788549423218, 'nll_loss': 1.106829047203064, 'log_odds_ratio': -0.2740037143230438, 'log_odds_chosen': 7.753450870513916, 'epoch': 0.32159751696800853}
Step 2200: {'loss': 1.1042, 'grad_norm': 19.941585540771484, 'learning_rate': 2.671118530884808e-05, 'rewards/chosen': -0.08156759291887283, 'rewards/rejected': -0.7164089679718018, 'rewards/accuracies': 0.6050000190734863, 'rewards/margins': 0.6348414421081543, 'logps/rejected': -7.164090156555176, 'logps/chosen': -0.8156759738922119, 'logits/rejected': 1.1540939807891846, 'logits/chosen': 1.4591209888458252, 'nll_loss': 1.0729469060897827, 'log_odds_ratio': -0.3130079507827759, 'log_odds_chosen': 6.881474494934082, 'epoch': 0.32907652899052037}
Step 2250: {'loss': 1.147, 'grad_norm': 15.654784202575684, 'learning_rate': 2.5041736227045077e-05, 'rewards/chosen': -0.08344130218029022, 'rewards/rejected': -0.7272181510925293, 'rewards/accuracies': 0.6449999809265137, 'rewards/margins': 0.6437769532203674, 'logps/rejected': -7.272181987762451, 'logps/chosen': -0.8344129920005798, 'logits/rejected': 1.2054469585418701, 'logits/chosen': 1.5290963649749756, 'nll_loss': 1.1194372177124023, 'log_odds_ratio': -0.27518752217292786, 'log_odds_chosen': 7.01491641998291, 'epoch': 0.3365555410130322}
Step 2300: {'loss': 1.1884, 'grad_norm': 14.66836166381836, 'learning_rate': 2.3372287145242072e-05, 'rewards/chosen': -0.0896843746304512, 'rewards/rejected': -0.6878103017807007, 'rewards/accuracies': 0.5774999856948853, 'rewards/margins': 0.5981259346008301, 'logps/rejected': -6.8781023025512695, 'logps/chosen': -0.896843671798706, 'logits/rejected': 1.270664095878601, 'logits/chosen': 1.580544114112854, 'nll_loss': 1.1555100679397583, 'log_odds_ratio': -0.3293570578098297, 'log_odds_chosen': 6.502280235290527, 'epoch': 0.344034553035544}
Step 2350: {'loss': 1.2665, 'grad_norm': 14.516358375549316, 'learning_rate': 2.1702838063439067e-05, 'rewards/chosen': -0.09243648499250412, 'rewards/rejected': -0.7122015357017517, 'rewards/accuracies': 0.5899999737739563, 'rewards/margins': 0.6197651028633118, 'logps/rejected': -7.122015953063965, 'logps/chosen': -0.9243649244308472, 'logits/rejected': 1.4490962028503418, 'logits/chosen': 1.7762422561645508, 'nll_loss': 1.233783483505249, 'log_odds_ratio': -0.32706671953201294, 'log_odds_chosen': 6.69602108001709, 'epoch': 0.3515135650580558}
Step 2400: {'loss': 1.2159, 'grad_norm': 15.438895225524902, 'learning_rate': 2.003338898163606e-05, 'rewards/chosen': -0.08826622366905212, 'rewards/rejected': -0.7089459896087646, 'rewards/accuracies': 0.6025000214576721, 'rewards/margins': 0.6206797957420349, 'logps/rejected': -7.089460849761963, 'logps/chosen': -0.882662296295166, 'logits/rejected': 1.44904363155365, 'logits/chosen': 1.786723017692566, 'nll_loss': 1.185024619102478, 'log_odds_ratio': -0.308449923992157, 'log_odds_chosen': 6.734968185424805, 'epoch': 0.35899257708056764}
