Step 50: {'loss': 0.295, 'grad_norm': 9.46595573425293, 'learning_rate': 9.84974958263773e-05, 'rewards/chosen': -0.0022957620676606894, 'rewards/rejected': -0.0636017769575119, 'rewards/accuracies': 0.6200000047683716, 'rewards/margins': 0.06130601465702057, 'logps/rejected': -6.360177993774414, 'logps/chosen': -0.2295762449502945, 'logits/rejected': -0.44096553325653076, 'logits/chosen': -0.3270786702632904, 'nll_loss': 0.2923296093940735, 'log_odds_ratio': -0.27188640832901, 'log_odds_chosen': 7.651483058929443, 'epoch': 0.00747887218607434}
Step 600: {'loss': 0.3482, 'grad_norm': 11.078925132751465, 'learning_rate': 8.013355592654425e-05, 'rewards/chosen': -0.002582778688520193, 'rewards/rejected': -0.06597541272640228, 'rewards/accuracies': 0.6299999952316284, 'rewards/margins': 0.06339263170957565, 'logps/rejected': -6.597540855407715, 'logps/chosen': -0.25827789306640625, 'logits/rejected': -0.8885712623596191, 'logits/chosen': -0.7860300540924072, 'nll_loss': 0.34555310010910034, 'log_odds_ratio': -0.26561883091926575, 'log_odds_chosen': 7.720444202423096, 'epoch': 0.08974646623289208}
Step 650: {'loss': 0.3448, 'grad_norm': 14.657465934753418, 'learning_rate': 7.846410684474124e-05, 'rewards/chosen': -0.0025029927492141724, 'rewards/rejected': -0.059334851801395416, 'rewards/accuracies': 0.5799999833106995, 'rewards/margins': 0.056831859052181244, 'logps/rejected': -5.93348503112793, 'logps/chosen': -0.25029927492141724, 'logits/rejected': -0.9182643294334412, 'logits/chosen': -0.8201417326927185, 'nll_loss': 0.34185874462127686, 'log_odds_ratio': -0.2989712059497833, 'log_odds_chosen': 6.927799224853516, 'epoch': 0.09722533841896643}
Step 700: {'loss': 0.3502, 'grad_norm': 12.74027156829834, 'learning_rate': 7.679465776293824e-05, 'rewards/chosen': -0.0024241807404905558, 'rewards/rejected': -0.06985171139240265, 'rewards/accuracies': 0.6349999904632568, 'rewards/margins': 0.06742753833532333, 'logps/rejected': -6.985172271728516, 'logps/chosen': -0.2424180954694748, 'logits/rejected': -0.9527778625488281, 'logits/chosen': -0.8382060527801514, 'nll_loss': 0.3475416600704193, 'log_odds_ratio': -0.26211923360824585, 'log_odds_chosen': 8.123836517333984, 'epoch': 0.10470421060504076}
Step 750: {'loss': 0.3644, 'grad_norm': 14.6481351852417, 'learning_rate': 7.512520868113523e-05, 'rewards/chosen': -0.0026170453056693077, 'rewards/rejected': -0.06957224756479263, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 0.06695520132780075, 'logps/rejected': -6.957225799560547, 'logps/chosen': -0.26170453429222107, 'logits/rejected': -0.9066870212554932, 'logits/chosen': -0.7968172430992126, 'nll_loss': 0.3615323007106781, 'log_odds_ratio': -0.2835782468318939, 'log_odds_chosen': 7.994138717651367, 'epoch': 0.1121830827911151}
Step 800: {'loss': 0.3858, 'grad_norm': 15.446526527404785, 'learning_rate': 7.345575959933221e-05, 'rewards/chosen': -0.002767015714198351, 'rewards/rejected': -0.07352164387702942, 'rewards/accuracies': 0.625, 'rewards/margins': 0.07075463235378265, 'logps/rejected': -7.352164268493652, 'logps/chosen': -0.27670156955718994, 'logits/rejected': -0.9813788533210754, 'logits/chosen': -0.862010657787323, 'nll_loss': 0.3831408619880676, 'log_odds_ratio': -0.2673622667789459, 'log_odds_chosen': 8.344487190246582, 'epoch': 0.11966195497718944}
Step 850: {'loss': 0.4083, 'grad_norm': 12.836106300354004, 'learning_rate': 7.178631051752922e-05, 'rewards/chosen': -0.002969522261992097, 'rewards/rejected': -0.06827425211668015, 'rewards/accuracies': 0.6025000214576721, 'rewards/margins': 0.0653047263622284, 'logps/rejected': -6.827425003051758, 'logps/chosen': -0.2969522476196289, 'logits/rejected': -0.8572484850883484, 'logits/chosen': -0.7420972585678101, 'nll_loss': 0.40548011660575867, 'log_odds_ratio': -0.2807233929634094, 'log_odds_chosen': 7.787353515625, 'epoch': 0.12714082716326378}
Step 900: {'loss': 0.3897, 'grad_norm': 13.427934646606445, 'learning_rate': 7.011686143572621e-05, 'rewards/chosen': -0.0028525071684271097, 'rewards/rejected': -0.07284636050462723, 'rewards/accuracies': 0.6424999833106995, 'rewards/margins': 0.06999384611845016, 'logps/rejected': -7.2846360206604, 'logps/chosen': -0.2852507531642914, 'logits/rejected': -0.7997608780860901, 'logits/chosen': -0.6841404438018799, 'nll_loss': 0.3871694803237915, 'log_odds_ratio': -0.2569819986820221, 'log_odds_chosen': 8.31406307220459, 'epoch': 0.13461969934933812}
Step 950: {'loss': 0.4091, 'grad_norm': 15.275385856628418, 'learning_rate': 6.844741235392321e-05, 'rewards/chosen': -0.0030467859469354153, 'rewards/rejected': -0.07547228783369064, 'rewards/accuracies': 0.6274999976158142, 'rewards/margins': 0.07242550700902939, 'logps/rejected': -7.5472283363342285, 'logps/chosen': -0.3046785593032837, 'logits/rejected': -0.8258843421936035, 'logits/chosen': -0.7019442915916443, 'nll_loss': 0.4064648747444153, 'log_odds_ratio': -0.26466450095176697, 'log_odds_chosen': 8.443402290344238, 'epoch': 0.14209857153541247}
Step 1000: {'loss': 0.4426, 'grad_norm': 12.415633201599121, 'learning_rate': 6.67779632721202e-05, 'rewards/chosen': -0.0033003855496644974, 'rewards/rejected': -0.07133149355649948, 'rewards/accuracies': 0.6324999928474426, 'rewards/margins': 0.06803111732006073, 'logps/rejected': -7.133151054382324, 'logps/chosen': -0.33003857731819153, 'logits/rejected': -0.7608963847160339, 'logits/chosen': -0.6375633478164673, 'nll_loss': 0.4399031400680542, 'log_odds_ratio': -0.2672422230243683, 'log_odds_chosen': 8.00651741027832, 'epoch': 0.1495774437214868}
Step 1050: {'loss': 0.4586, 'grad_norm': 12.67723560333252, 'learning_rate': 6.51085141903172e-05, 'rewards/chosen': -0.003351522609591484, 'rewards/rejected': -0.0700971707701683, 'rewards/accuracies': 0.5899999737739563, 'rewards/margins': 0.06674564629793167, 'logps/rejected': -7.009716987609863, 'logps/chosen': -0.335152268409729, 'logits/rejected': -0.8438355922698975, 'logits/chosen': -0.7250301837921143, 'nll_loss': 0.4556778073310852, 'log_odds_ratio': -0.29018303751945496, 'log_odds_chosen': 7.821541786193848, 'epoch': 0.15705631590756114}
Step 1100: {'loss': 0.4474, 'grad_norm': 14.361350059509277, 'learning_rate': 6.343906510851419e-05, 'rewards/chosen': -0.003374772146344185, 'rewards/rejected': -0.07024965435266495, 'rewards/accuracies': 0.6100000143051147, 'rewards/margins': 0.06687488406896591, 'logps/rejected': -7.024965286254883, 'logps/chosen': -0.3374772369861603, 'logits/rejected': -0.7981134057044983, 'logits/chosen': -0.6529359221458435, 'nll_loss': 0.444619357585907, 'log_odds_ratio': -0.2772930860519409, 'log_odds_chosen': 7.8442792892456055, 'epoch': 0.1645351880936355}
Step 1150: {'loss': 0.4854, 'grad_norm': 11.020265579223633, 'learning_rate': 6.176961602671118e-05, 'rewards/chosen': -0.003942182287573814, 'rewards/rejected': -0.06827417016029358, 'rewards/accuracies': 0.6050000190734863, 'rewards/margins': 0.06433198601007462, 'logps/rejected': -6.827417373657227, 'logps/chosen': -0.39421820640563965, 'logits/rejected': -0.8298768401145935, 'logits/chosen': -0.6857943534851074, 'nll_loss': 0.4825817048549652, 'log_odds_ratio': -0.28464579582214355, 'log_odds_chosen': 7.515332221984863, 'epoch': 0.1720140602797098}
Step 1200: {'loss': 0.4621, 'grad_norm': 12.994665145874023, 'learning_rate': 6.0100166944908185e-05, 'rewards/chosen': -0.003488578600808978, 'rewards/rejected': -0.07107807695865631, 'rewards/accuracies': 0.612500011920929, 'rewards/margins': 0.06758949905633926, 'logps/rejected': -7.107809066772461, 'logps/chosen': -0.3488578498363495, 'logits/rejected': -0.7497924566268921, 'logits/chosen': -0.6051933765411377, 'nll_loss': 0.45930758118629456, 'log_odds_ratio': -0.277953565120697, 'log_odds_chosen': 7.89816951751709, 'epoch': 0.17949293246578416}
Step 1250: {'loss': 0.5372, 'grad_norm': 16.634841918945312, 'learning_rate': 5.8430717863105176e-05, 'rewards/chosen': -0.004006430972367525, 'rewards/rejected': -0.07086057215929031, 'rewards/accuracies': 0.6075000166893005, 'rewards/margins': 0.06685413420200348, 'logps/rejected': -7.086057186126709, 'logps/chosen': -0.40064311027526855, 'logits/rejected': -0.7297449707984924, 'logits/chosen': -0.5844290256500244, 'nll_loss': 0.5344326496124268, 'log_odds_ratio': -0.28079989552497864, 'log_odds_chosen': 7.747648239135742, 'epoch': 0.1869718046518585}
Step 1300: {'loss': 0.5442, 'grad_norm': 11.92182731628418, 'learning_rate': 5.676126878130217e-05, 'rewards/chosen': -0.004198332317173481, 'rewards/rejected': -0.07550132274627686, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 0.07130298763513565, 'logps/rejected': -7.5501322746276855, 'logps/chosen': -0.4198332130908966, 'logits/rejected': -0.776783287525177, 'logits/chosen': -0.6141904592514038, 'nll_loss': 0.541293740272522, 'log_odds_ratio': -0.2859087288379669, 'log_odds_chosen': 8.20168685913086, 'epoch': 0.19445067683793285}
Step 1350: {'loss': 0.5381, 'grad_norm': 14.208853721618652, 'learning_rate': 5.509181969949917e-05, 'rewards/chosen': -0.004050112795084715, 'rewards/rejected': -0.06875573098659515, 'rewards/accuracies': 0.612500011920929, 'rewards/margins': 0.06470561772584915, 'logps/rejected': -6.875573635101318, 'logps/chosen': -0.40501129627227783, 'logits/rejected': -0.6687188148498535, 'logits/chosen': -0.5233942270278931, 'nll_loss': 0.5353180766105652, 'log_odds_ratio': -0.2799622416496277, 'log_odds_chosen': 7.5822954177856445, 'epoch': 0.20192954902400717}
Step 1400: {'loss': 0.6003, 'grad_norm': 13.460966110229492, 'learning_rate': 5.342237061769616e-05, 'rewards/chosen': -0.0044075604528188705, 'rewards/rejected': -0.06911840289831161, 'rewards/accuracies': 0.612500011920929, 'rewards/margins': 0.064710833132267, 'logps/rejected': -6.911839485168457, 'logps/chosen': -0.44075608253479004, 'logits/rejected': -0.5902749300003052, 'logits/chosen': -0.4450141489505768, 'nll_loss': 0.5974768996238708, 'log_odds_ratio': -0.2807478606700897, 'log_odds_chosen': 7.482647895812988, 'epoch': 0.20940842121008152}
Step 1450: {'loss': 0.5636, 'grad_norm': 13.555520057678223, 'learning_rate': 5.175292153589316e-05, 'rewards/chosen': -0.004246564116328955, 'rewards/rejected': -0.07627081125974655, 'rewards/accuracies': 0.5975000262260437, 'rewards/margins': 0.07202424108982086, 'logps/rejected': -7.627080917358398, 'logps/chosen': -0.4246564209461212, 'logits/rejected': -0.5968215465545654, 'logits/chosen': -0.4256775677204132, 'nll_loss': 0.560728132724762, 'log_odds_ratio': -0.2886403799057007, 'log_odds_chosen': 8.201665878295898, 'epoch': 0.21688729339615587}
Step 1500: {'loss': 0.5946, 'grad_norm': 11.895779609680176, 'learning_rate': 5.0083472454090154e-05, 'rewards/chosen': -0.004548822063952684, 'rewards/rejected': -0.07489096373319626, 'rewards/accuracies': 0.6200000047683716, 'rewards/margins': 0.07034215331077576, 'logps/rejected': -7.489096641540527, 'logps/chosen': -0.4548822045326233, 'logits/rejected': -0.5247880816459656, 'logits/chosen': -0.35890987515449524, 'nll_loss': 0.5918875336647034, 'log_odds_ratio': -0.27444779872894287, 'log_odds_chosen': 8.050638198852539, 'epoch': 0.2243661655822302}
Step 1550: {'loss': 0.6056, 'grad_norm': 9.293846130371094, 'learning_rate': 4.8414023372287146e-05, 'rewards/chosen': -0.004583618137985468, 'rewards/rejected': -0.07237564772367477, 'rewards/accuracies': 0.6025000214576721, 'rewards/margins': 0.06779203563928604, 'logps/rejected': -7.237564563751221, 'logps/chosen': -0.4583618640899658, 'logits/rejected': -0.5256149768829346, 'logits/chosen': -0.35864776372909546, 'nll_loss': 0.6027387976646423, 'log_odds_ratio': -0.28607499599456787, 'log_odds_chosen': 7.7377705574035645, 'epoch': 0.23184503776830453}
Step 1600: {'loss': 0.65, 'grad_norm': 15.097818374633789, 'learning_rate': 4.6744574290484144e-05, 'rewards/chosen': -0.004977031610906124, 'rewards/rejected': -0.0758623257279396, 'rewards/accuracies': 0.6299999952316284, 'rewards/margins': 0.07088529318571091, 'logps/rejected': -7.586231708526611, 'logps/chosen': -0.4977031648159027, 'logits/rejected': -0.430518239736557, 'logits/chosen': -0.2628817558288574, 'nll_loss': 0.6472247838973999, 'log_odds_ratio': -0.27281343936920166, 'log_odds_chosen': 8.077489852905273, 'epoch': 0.23932390995437888}
Step 1650: {'loss': 0.6241, 'grad_norm': 13.885496139526367, 'learning_rate': 4.5075125208681135e-05, 'rewards/chosen': -0.004578439984470606, 'rewards/rejected': -0.07454592734575272, 'rewards/accuracies': 0.625, 'rewards/margins': 0.06996748596429825, 'logps/rejected': -7.454592227935791, 'logps/chosen': -0.4578440189361572, 'logits/rejected': -0.4336678683757782, 'logits/chosen': -0.27484288811683655, 'nll_loss': 0.6213860511779785, 'log_odds_ratio': -0.2723240852355957, 'log_odds_chosen': 7.993565559387207, 'epoch': 0.24680278214045323}
Step 1700: {'loss': 0.6907, 'grad_norm': 15.005764961242676, 'learning_rate': 4.3405676126878134e-05, 'rewards/chosen': -0.005187077913433313, 'rewards/rejected': -0.06841501593589783, 'rewards/accuracies': 0.5899999737739563, 'rewards/margins': 0.06322793662548065, 'logps/rejected': -6.841501235961914, 'logps/chosen': -0.518707811832428, 'logits/rejected': -0.3836962878704071, 'logits/chosen': -0.21068626642227173, 'nll_loss': 0.6877443790435791, 'log_odds_ratio': -0.2957186996936798, 'log_odds_chosen': 7.203385829925537, 'epoch': 0.25428165432652755}
Step 1750: {'loss': 0.7062, 'grad_norm': 13.029524803161621, 'learning_rate': 4.1736227045075125e-05, 'rewards/chosen': -0.0053085447289049625, 'rewards/rejected': -0.06900254637002945, 'rewards/accuracies': 0.5924999713897705, 'rewards/margins': 0.06369401514530182, 'logps/rejected': -6.9002556800842285, 'logps/chosen': -0.5308544635772705, 'logits/rejected': -0.2939664423465729, 'logits/chosen': -0.132847398519516, 'nll_loss': 0.703278660774231, 'log_odds_ratio': -0.29660752415657043, 'log_odds_chosen': 7.271265983581543, 'epoch': 0.2617605265126019}
Step 1800: {'loss': 0.7708, 'grad_norm': 13.3635835647583, 'learning_rate': 4.006677796327212e-05, 'rewards/chosen': -0.006011920049786568, 'rewards/rejected': -0.07325620204210281, 'rewards/accuracies': 0.5849999785423279, 'rewards/margins': 0.06724429130554199, 'logps/rejected': -7.325620174407959, 'logps/chosen': -0.6011919379234314, 'logits/rejected': -0.21146810054779053, 'logits/chosen': -0.022918695583939552, 'nll_loss': 0.767754077911377, 'log_odds_ratio': -0.3007333278656006, 'log_odds_chosen': 7.474041938781738, 'epoch': 0.26923939869867625}
Step 1850: {'loss': 0.7699, 'grad_norm': 13.168519020080566, 'learning_rate': 3.839732888146912e-05, 'rewards/chosen': -0.0057220165617764, 'rewards/rejected': -0.07889200001955032, 'rewards/accuracies': 0.6274999976158142, 'rewards/margins': 0.07316998392343521, 'logps/rejected': -7.889200210571289, 'logps/chosen': -0.572201669216156, 'logits/rejected': -0.14371848106384277, 'logits/chosen': 0.05701885372400284, 'nll_loss': 0.7672016620635986, 'log_odds_ratio': -0.272754967212677, 'log_odds_chosen': 8.200238227844238, 'epoch': 0.2767182708847506}
Step 1900: {'loss': 0.7684, 'grad_norm': 10.437810897827148, 'learning_rate': 3.6727879799666106e-05, 'rewards/chosen': -0.005842508748173714, 'rewards/rejected': -0.06688910722732544, 'rewards/accuracies': 0.5600000023841858, 'rewards/margins': 0.06104658916592598, 'logps/rejected': -6.688910484313965, 'logps/chosen': -0.5842509269714355, 'logits/rejected': -0.04200136289000511, 'logits/chosen': 0.14334969222545624, 'nll_loss': 0.765220046043396, 'log_odds_ratio': -0.32230931520462036, 'log_odds_chosen': 6.883019924163818, 'epoch': 0.28419714307082494}
Step 1950: {'loss': 0.8262, 'grad_norm': 10.025785446166992, 'learning_rate': 3.5058430717863105e-05, 'rewards/chosen': -0.006250907201319933, 'rewards/rejected': -0.07494841516017914, 'rewards/accuracies': 0.6050000190734863, 'rewards/margins': 0.06869751214981079, 'logps/rejected': -7.494842052459717, 'logps/chosen': -0.6250907182693481, 'logits/rejected': -0.022898929193615913, 'logits/chosen': 0.1927076280117035, 'nll_loss': 0.8233388662338257, 'log_odds_ratio': -0.2877971827983856, 'log_odds_chosen': 7.671298027038574, 'epoch': 0.29167601525689923}
Step 2000: {'loss': 0.8942, 'grad_norm': 13.43550968170166, 'learning_rate': 3.33889816360601e-05, 'rewards/chosen': -0.006667902693152428, 'rewards/rejected': -0.07310125976800919, 'rewards/accuracies': 0.6225000023841858, 'rewards/margins': 0.06643335521221161, 'logps/rejected': -7.310126304626465, 'logps/chosen': -0.666790246963501, 'logits/rejected': 0.1761522740125656, 'logits/chosen': 0.3836902678012848, 'nll_loss': 0.8913789391517639, 'log_odds_ratio': -0.28476816415786743, 'log_odds_chosen': 7.403289794921875, 'epoch': 0.2991548874429736}
Step 2050: {'loss': 0.8662, 'grad_norm': 13.247993469238281, 'learning_rate': 3.1719532554257094e-05, 'rewards/chosen': -0.006473504472523928, 'rewards/rejected': -0.07276854664087296, 'rewards/accuracies': 0.6449999809265137, 'rewards/margins': 0.06629503518342972, 'logps/rejected': -7.276854991912842, 'logps/chosen': -0.6473504900932312, 'logits/rejected': 0.1709417700767517, 'logits/chosen': 0.3877943456172943, 'nll_loss': 0.8634727001190186, 'log_odds_ratio': -0.2709341049194336, 'log_odds_chosen': 7.356184005737305, 'epoch': 0.30663375962904793}
Step 2100: {'loss': 0.9021, 'grad_norm': 11.774906158447266, 'learning_rate': 3.0050083472454093e-05, 'rewards/chosen': -0.006719574797898531, 'rewards/rejected': -0.0717511922121048, 'rewards/accuracies': 0.612500011920929, 'rewards/margins': 0.06503161787986755, 'logps/rejected': -7.175118923187256, 'logps/chosen': -0.6719574928283691, 'logits/rejected': 0.34763163328170776, 'logits/chosen': 0.5674553513526917, 'nll_loss': 0.8991255164146423, 'log_odds_ratio': -0.29422080516815186, 'log_odds_chosen': 7.225872993469238, 'epoch': 0.3141126318151223}
Step 2150: {'loss': 0.953, 'grad_norm': 12.090737342834473, 'learning_rate': 2.8380634390651084e-05, 'rewards/chosen': -0.006998059805482626, 'rewards/rejected': -0.07779338955879211, 'rewards/accuracies': 0.6600000262260437, 'rewards/margins': 0.07079532742500305, 'logps/rejected': -7.779338836669922, 'logps/chosen': -0.6998060345649719, 'logits/rejected': 0.3933672308921814, 'logits/chosen': 0.635220468044281, 'nll_loss': 0.9503457546234131, 'log_odds_ratio': -0.2627403140068054, 'log_odds_chosen': 7.798202037811279, 'epoch': 0.3215915040011966}
Step 2200: {'loss': 0.932, 'grad_norm': 12.74062442779541, 'learning_rate': 2.671118530884808e-05, 'rewards/chosen': -0.006999315693974495, 'rewards/rejected': -0.0729554146528244, 'rewards/accuracies': 0.612500011920929, 'rewards/margins': 0.06595609337091446, 'logps/rejected': -7.295540809631348, 'logps/chosen': -0.6999315023422241, 'logits/rejected': 0.4858803153038025, 'logits/chosen': 0.7160475850105286, 'nll_loss': 0.9290360808372498, 'log_odds_ratio': -0.2985030710697174, 'log_odds_chosen': 7.248779296875, 'epoch': 0.329070376187271}
Step 2250: {'loss': 0.9865, 'grad_norm': 10.061419486999512, 'learning_rate': 2.5041736227045077e-05, 'rewards/chosen': -0.0073366123251616955, 'rewards/rejected': -0.07303495705127716, 'rewards/accuracies': 0.6524999737739563, 'rewards/margins': 0.06569834798574448, 'logps/rejected': -7.30349588394165, 'logps/chosen': -0.7336611747741699, 'logits/rejected': 0.5255098938941956, 'logits/chosen': 0.7674113512039185, 'nll_loss': 0.9838186502456665, 'log_odds_ratio': -0.2637735605239868, 'log_odds_chosen': 7.276899337768555, 'epoch': 0.3365492483733453}
Step 2300: {'loss': 1.041, 'grad_norm': 9.364253044128418, 'learning_rate': 2.3372287145242072e-05, 'rewards/chosen': -0.008115079253911972, 'rewards/rejected': -0.0664641261100769, 'rewards/accuracies': 0.5824999809265137, 'rewards/margins': 0.05834905058145523, 'logps/rejected': -6.646413803100586, 'logps/chosen': -0.8115079402923584, 'logits/rejected': 0.6847997903823853, 'logits/chosen': 0.9165754914283752, 'nll_loss': 1.0377528667449951, 'log_odds_ratio': -0.32130908966064453, 'log_odds_chosen': 6.447322845458984, 'epoch': 0.3440281205594196}
Step 2350: {'loss': 1.1331, 'grad_norm': 9.281587600708008, 'learning_rate': 2.1702838063439067e-05, 'rewards/chosen': -0.008458751253783703, 'rewards/rejected': -0.06777218729257584, 'rewards/accuracies': 0.5924999713897705, 'rewards/margins': 0.05931343510746956, 'logps/rejected': -6.777218818664551, 'logps/chosen': -0.8458752632141113, 'logits/rejected': 0.9297109246253967, 'logits/chosen': 1.1800330877304077, 'nll_loss': 1.1298850774765015, 'log_odds_ratio': -0.3199332356452942, 'log_odds_chosen': 6.510888576507568, 'epoch': 0.35150699274549396}
Step 2400: {'loss': 1.0997, 'grad_norm': 9.470020294189453, 'learning_rate': 2.003338898163606e-05, 'rewards/chosen': -0.008179417811334133, 'rewards/rejected': -0.06671861559152603, 'rewards/accuracies': 0.6100000143051147, 'rewards/margins': 0.05853920429944992, 'logps/rejected': -6.6718621253967285, 'logps/chosen': -0.8179418444633484, 'logits/rejected': 0.9910038113594055, 'logits/chosen': 1.2460557222366333, 'nll_loss': 1.0967183113098145, 'log_odds_ratio': -0.3021535575389862, 'log_odds_chosen': 6.455687999725342, 'epoch': 0.3589858649315683}
