Step 50: {'loss': 1.2772, 'grad_norm': 4.297329902648926, 'learning_rate': 9.84974958263773e-05, 'rewards/chosen': -0.09011956304311752, 'rewards/rejected': -0.11957196891307831, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 0.02945242077112198, 'logps/rejected': -1.1957197189331055, 'logps/chosen': -0.9011955261230469, 'logits/rejected': 2.029740571975708, 'logits/chosen': 2.0505762100219727, 'nll_loss': 1.2275147438049316, 'log_odds_ratio': -0.49718981981277466, 'log_odds_chosen': 0.5630249977111816, 'epoch': 0.00747887218607434}
Step 600: {'loss': 1.3009, 'grad_norm': 4.897716522216797, 'learning_rate': 8.013355592654425e-05, 'rewards/chosen': -0.09328470379114151, 'rewards/rejected': -0.13432800769805908, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 0.04104330390691757, 'logps/rejected': -1.3432801961898804, 'logps/chosen': -0.9328470826148987, 'logits/rejected': 1.8457818031311035, 'logits/chosen': 1.8724621534347534, 'nll_loss': 1.2544429302215576, 'log_odds_ratio': -0.4650569558143616, 'log_odds_chosen': 0.719656765460968, 'epoch': 0.08974646623289208}
Step 650: {'loss': 1.2698, 'grad_norm': 4.700930118560791, 'learning_rate': 7.846410684474124e-05, 'rewards/chosen': -0.09048518538475037, 'rewards/rejected': -0.1280599981546402, 'rewards/accuracies': 0.5575000047683716, 'rewards/margins': 0.037574831396341324, 'logps/rejected': -1.2806000709533691, 'logps/chosen': -0.9048518538475037, 'logits/rejected': 1.7695444822311401, 'logits/chosen': 1.7937731742858887, 'nll_loss': 1.2216269969940186, 'log_odds_ratio': -0.48157158493995667, 'log_odds_chosen': 0.6586961150169373, 'epoch': 0.09722533841896643}
Step 700: {'loss': 1.2379, 'grad_norm': 4.329152584075928, 'learning_rate': 7.679465776293824e-05, 'rewards/chosen': -0.08575326949357986, 'rewards/rejected': -0.1304149031639099, 'rewards/accuracies': 0.6150000095367432, 'rewards/margins': 0.04466162994503975, 'logps/rejected': -1.3041490316390991, 'logps/chosen': -0.8575326800346375, 'logits/rejected': 1.7438023090362549, 'logits/chosen': 1.7803759574890137, 'nll_loss': 1.1927862167358398, 'log_odds_ratio': -0.4508093297481537, 'log_odds_chosen': 0.7828672528266907, 'epoch': 0.10470421060504076}
Step 750: {'loss': 1.2509, 'grad_norm': 4.549862384796143, 'learning_rate': 7.512520868113523e-05, 'rewards/chosen': -0.08915509283542633, 'rewards/rejected': -0.13174313306808472, 'rewards/accuracies': 0.5849999785423279, 'rewards/margins': 0.04258805140852928, 'logps/rejected': -1.3174313306808472, 'logps/chosen': -0.8915508389472961, 'logits/rejected': 1.7349437475204468, 'logits/chosen': 1.7695297002792358, 'nll_loss': 1.204854965209961, 'log_odds_ratio': -0.46004894375801086, 'log_odds_chosen': 0.7402814626693726, 'epoch': 0.1121830827911151}
Step 800: {'loss': 1.2721, 'grad_norm': 4.44672155380249, 'learning_rate': 7.345575959933221e-05, 'rewards/chosen': -0.08980897068977356, 'rewards/rejected': -0.13415290415287018, 'rewards/accuracies': 0.6050000190734863, 'rewards/margins': 0.04434393346309662, 'logps/rejected': -1.341529130935669, 'logps/chosen': -0.8980897665023804, 'logits/rejected': 1.7297532558441162, 'logits/chosen': 1.7638438940048218, 'nll_loss': 1.2265549898147583, 'log_odds_ratio': -0.45593395829200745, 'log_odds_chosen': 0.7478212714195251, 'epoch': 0.11966195497718944}
Step 850: {'loss': 1.2927, 'grad_norm': 4.471334934234619, 'learning_rate': 7.178631051752922e-05, 'rewards/chosen': -0.08947328478097916, 'rewards/rejected': -0.1311965435743332, 'rewards/accuracies': 0.5899999737739563, 'rewards/margins': 0.04172324016690254, 'logps/rejected': -1.3119653463363647, 'logps/chosen': -0.8947328925132751, 'logits/rejected': 1.7614569664001465, 'logits/chosen': 1.7925615310668945, 'nll_loss': 1.2463083267211914, 'log_odds_ratio': -0.46439796686172485, 'log_odds_chosen': 0.7280774712562561, 'epoch': 0.12714082716326378}
Step 900: {'loss': 1.25, 'grad_norm': 4.575624942779541, 'learning_rate': 7.011686143572621e-05, 'rewards/chosen': -0.0888308733701706, 'rewards/rejected': -0.13668227195739746, 'rewards/accuracies': 0.6225000023841858, 'rewards/margins': 0.04785139113664627, 'logps/rejected': -1.3668227195739746, 'logps/chosen': -0.8883087635040283, 'logits/rejected': 1.7573531866073608, 'logits/chosen': 1.7980531454086304, 'nll_loss': 1.205503225326538, 'log_odds_ratio': -0.44493457674980164, 'log_odds_chosen': 0.8120798468589783, 'epoch': 0.13461969934933812}
Step 950: {'loss': 1.2736, 'grad_norm': 4.660238265991211, 'learning_rate': 6.844741235392321e-05, 'rewards/chosen': -0.08994575589895248, 'rewards/rejected': -0.13633066415786743, 'rewards/accuracies': 0.6075000166893005, 'rewards/margins': 0.04638491943478584, 'logps/rejected': -1.3633067607879639, 'logps/chosen': -0.8994576334953308, 'logits/rejected': 1.924523115158081, 'logits/chosen': 1.96000337600708, 'nll_loss': 1.2286757230758667, 'log_odds_ratio': -0.4495537579059601, 'log_odds_chosen': 0.7704064249992371, 'epoch': 0.14209857153541247}
Step 1000: {'loss': 1.2978, 'grad_norm': 4.43121337890625, 'learning_rate': 6.67779632721202e-05, 'rewards/chosen': -0.09175458550453186, 'rewards/rejected': -0.13770510256290436, 'rewards/accuracies': 0.6175000071525574, 'rewards/margins': 0.0459505096077919, 'logps/rejected': -1.3770511150360107, 'logps/chosen': -0.9175460338592529, 'logits/rejected': 1.9666833877563477, 'logits/chosen': 2.006284475326538, 'nll_loss': 1.2521628141403198, 'log_odds_ratio': -0.45624789595603943, 'log_odds_chosen': 0.7632491588592529, 'epoch': 0.1495774437214868}
Step 1050: {'loss': 1.3186, 'grad_norm': 4.677558898925781, 'learning_rate': 6.51085141903172e-05, 'rewards/chosen': -0.09294945001602173, 'rewards/rejected': -0.13764069974422455, 'rewards/accuracies': 0.5724999904632568, 'rewards/margins': 0.04469124227762222, 'logps/rejected': -1.3764070272445679, 'logps/chosen': -0.9294945597648621, 'logits/rejected': 1.8870186805725098, 'logits/chosen': 1.9215599298477173, 'nll_loss': 1.272310733795166, 'log_odds_ratio': -0.46296748518943787, 'log_odds_chosen': 0.7364667654037476, 'epoch': 0.15705631590756114}
Step 1100: {'loss': 1.258, 'grad_norm': 4.515804290771484, 'learning_rate': 6.343906510851419e-05, 'rewards/chosen': -0.0906076654791832, 'rewards/rejected': -0.13726219534873962, 'rewards/accuracies': 0.5874999761581421, 'rewards/margins': 0.046654537320137024, 'logps/rejected': -1.372622013092041, 'logps/chosen': -0.9060766696929932, 'logits/rejected': 1.8263598680496216, 'logits/chosen': 1.8726459741592407, 'nll_loss': 1.2122448682785034, 'log_odds_ratio': -0.45760974287986755, 'log_odds_chosen': 0.7791975140571594, 'epoch': 0.1645351880936355}
Step 1150: {'loss': 1.296, 'grad_norm': 4.727879047393799, 'learning_rate': 6.176961602671118e-05, 'rewards/chosen': -0.09876639395952225, 'rewards/rejected': -0.1422303467988968, 'rewards/accuracies': 0.5874999761581421, 'rewards/margins': 0.043463967740535736, 'logps/rejected': -1.4223036766052246, 'logps/chosen': -0.9876638054847717, 'logits/rejected': 1.8751753568649292, 'logits/chosen': 1.9082809686660767, 'nll_loss': 1.2487422227859497, 'log_odds_ratio': -0.47269946336746216, 'log_odds_chosen': 0.7070930600166321, 'epoch': 0.1720140602797098}
Step 1200: {'loss': 1.2501, 'grad_norm': 4.546566963195801, 'learning_rate': 6.0100166944908185e-05, 'rewards/chosen': -0.09149625152349472, 'rewards/rejected': -0.13748659193515778, 'rewards/accuracies': 0.5924999713897705, 'rewards/margins': 0.04599035158753395, 'logps/rejected': -1.3748658895492554, 'logps/chosen': -0.9149622917175293, 'logits/rejected': 1.8814929723739624, 'logits/chosen': 1.9210455417633057, 'nll_loss': 1.2042518854141235, 'log_odds_ratio': -0.4584690034389496, 'log_odds_chosen': 0.7590144276618958, 'epoch': 0.17949293246578416}
Step 1250: {'loss': 1.3535, 'grad_norm': 5.147133827209473, 'learning_rate': 5.8430717863105176e-05, 'rewards/chosen': -0.0968279093503952, 'rewards/rejected': -0.14433935284614563, 'rewards/accuracies': 0.5874999761581421, 'rewards/margins': 0.04751142859458923, 'logps/rejected': -1.443393349647522, 'logps/chosen': -0.9682791233062744, 'logits/rejected': 1.8565049171447754, 'logits/chosen': 1.900132417678833, 'nll_loss': 1.3078771829605103, 'log_odds_ratio': -0.45623934268951416, 'log_odds_chosen': 0.770363986492157, 'epoch': 0.1869718046518585}
Step 1300: {'loss': 1.3313, 'grad_norm': 4.932628154754639, 'learning_rate': 5.676126878130217e-05, 'rewards/chosen': -0.09677744656801224, 'rewards/rejected': -0.14619745314121246, 'rewards/accuracies': 0.5799999833106995, 'rewards/margins': 0.04942000284790993, 'logps/rejected': -1.4619745016098022, 'logps/chosen': -0.9677744507789612, 'logits/rejected': 1.8999476432800293, 'logits/chosen': 1.9452911615371704, 'nll_loss': 1.2857542037963867, 'log_odds_ratio': -0.45531409978866577, 'log_odds_chosen': 0.8098417520523071, 'epoch': 0.19445067683793285}
Step 1350: {'loss': 1.3062, 'grad_norm': 4.964049816131592, 'learning_rate': 5.509181969949917e-05, 'rewards/chosen': -0.09224999696016312, 'rewards/rejected': -0.13866055011749268, 'rewards/accuracies': 0.5899999737739563, 'rewards/margins': 0.04641054570674896, 'logps/rejected': -1.3866053819656372, 'logps/chosen': -0.9224998950958252, 'logits/rejected': 1.9107627868652344, 'logits/chosen': 1.9527173042297363, 'nll_loss': 1.2609367370605469, 'log_odds_ratio': -0.4530849754810333, 'log_odds_chosen': 0.7942425012588501, 'epoch': 0.20192954902400717}
Step 1400: {'loss': 1.3537, 'grad_norm': 5.240234851837158, 'learning_rate': 5.342237061769616e-05, 'rewards/chosen': -0.09495143592357635, 'rewards/rejected': -0.14129431545734406, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 0.0463428720831871, 'logps/rejected': -1.4129430055618286, 'logps/chosen': -0.9495143294334412, 'logits/rejected': 1.9286842346191406, 'logits/chosen': 1.975043535232544, 'nll_loss': 1.3080178499221802, 'log_odds_ratio': -0.45705416798591614, 'log_odds_chosen': 0.7520272135734558, 'epoch': 0.20940842121008152}
Step 1450: {'loss': 1.2908, 'grad_norm': 4.95103645324707, 'learning_rate': 5.175292153589316e-05, 'rewards/chosen': -0.09244182705879211, 'rewards/rejected': -0.1418912559747696, 'rewards/accuracies': 0.5799999833106995, 'rewards/margins': 0.04944942891597748, 'logps/rejected': -1.4189125299453735, 'logps/chosen': -0.9244182705879211, 'logits/rejected': 1.9987668991088867, 'logits/chosen': 2.041066884994507, 'nll_loss': 1.24550461769104, 'log_odds_ratio': -0.4529625177383423, 'log_odds_chosen': 0.7989904880523682, 'epoch': 0.21688729339615587}
Step 1500: {'loss': 1.2975, 'grad_norm': 4.839376449584961, 'learning_rate': 5.0083472454090154e-05, 'rewards/chosen': -0.09395997226238251, 'rewards/rejected': -0.14330311119556427, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 0.04934313893318176, 'logps/rejected': -1.4330309629440308, 'logps/chosen': -0.9395997524261475, 'logits/rejected': 1.9578487873077393, 'logits/chosen': 1.9987640380859375, 'nll_loss': 1.252551555633545, 'log_odds_ratio': -0.44926756620407104, 'log_odds_chosen': 0.8244932293891907, 'epoch': 0.2243661655822302}
Step 1550: {'loss': 1.2696, 'grad_norm': 4.815664291381836, 'learning_rate': 4.8414023372287146e-05, 'rewards/chosen': -0.09191781282424927, 'rewards/rejected': -0.1415157914161682, 'rewards/accuracies': 0.5849999785423279, 'rewards/margins': 0.04959798976778984, 'logps/rejected': -1.4151580333709717, 'logps/chosen': -0.9191781878471375, 'logits/rejected': 1.8944790363311768, 'logits/chosen': 1.9423778057098389, 'nll_loss': 1.2239514589309692, 'log_odds_ratio': -0.45654675364494324, 'log_odds_chosen': 0.8021376132965088, 'epoch': 0.23184503776830453}
Step 1600: {'loss': 1.3111, 'grad_norm': 4.979977607727051, 'learning_rate': 4.6744574290484144e-05, 'rewards/chosen': -0.09332041442394257, 'rewards/rejected': -0.1439005583524704, 'rewards/accuracies': 0.6100000143051147, 'rewards/margins': 0.05058013275265694, 'logps/rejected': -1.4390053749084473, 'logps/chosen': -0.933204174041748, 'logits/rejected': 1.9460393190383911, 'logits/chosen': 1.9977549314498901, 'nll_loss': 1.2666796445846558, 'log_odds_ratio': -0.4443845748901367, 'log_odds_chosen': 0.8392603397369385, 'epoch': 0.23932390995437888}
Step 1650: {'loss': 1.2601, 'grad_norm': 5.663524150848389, 'learning_rate': 4.5075125208681135e-05, 'rewards/chosen': -0.08839071542024612, 'rewards/rejected': -0.1383575052022934, 'rewards/accuracies': 0.6150000095367432, 'rewards/margins': 0.04996680095791817, 'logps/rejected': -1.3835750818252563, 'logps/chosen': -0.8839070200920105, 'logits/rejected': 1.9918615818023682, 'logits/chosen': 2.026508331298828, 'nll_loss': 1.2155158519744873, 'log_odds_ratio': -0.44544556736946106, 'log_odds_chosen': 0.8283056020736694, 'epoch': 0.24680278214045323}
Step 1700: {'loss': 1.3132, 'grad_norm': 5.518066883087158, 'learning_rate': 4.3405676126878134e-05, 'rewards/chosen': -0.09347118437290192, 'rewards/rejected': -0.1391974240541458, 'rewards/accuracies': 0.574999988079071, 'rewards/margins': 0.045726228505373, 'logps/rejected': -1.3919742107391357, 'logps/chosen': -0.9347119331359863, 'logits/rejected': 1.9964321851730347, 'logits/chosen': 2.0309481620788574, 'nll_loss': 1.2671349048614502, 'log_odds_ratio': -0.460477739572525, 'log_odds_chosen': 0.7644644975662231, 'epoch': 0.25428165432652755}
Step 1750: {'loss': 1.2774, 'grad_norm': 5.459758281707764, 'learning_rate': 4.1736227045075125e-05, 'rewards/chosen': -0.09189902991056442, 'rewards/rejected': -0.13864463567733765, 'rewards/accuracies': 0.5774999856948853, 'rewards/margins': 0.046745605766773224, 'logps/rejected': -1.3864463567733765, 'logps/chosen': -0.9189903140068054, 'logits/rejected': 1.9582263231277466, 'logits/chosen': 1.9936290979385376, 'nll_loss': 1.2313379049301147, 'log_odds_ratio': -0.460124671459198, 'log_odds_chosen': 0.7796171307563782, 'epoch': 0.2617605265126019}
Step 1800: {'loss': 1.345, 'grad_norm': 4.852149486541748, 'learning_rate': 4.006677796327212e-05, 'rewards/chosen': -0.10081005096435547, 'rewards/rejected': -0.14831134676933289, 'rewards/accuracies': 0.5649999976158142, 'rewards/margins': 0.047501303255558014, 'logps/rejected': -1.4831132888793945, 'logps/chosen': -1.0081003904342651, 'logits/rejected': 2.0414693355560303, 'logits/chosen': 2.0811307430267334, 'nll_loss': 1.298141598701477, 'log_odds_ratio': -0.4685801565647125, 'log_odds_chosen': 0.7369078993797302, 'epoch': 0.26923939869867625}
Step 1850: {'loss': 1.3062, 'grad_norm': 4.69931697845459, 'learning_rate': 3.839732888146912e-05, 'rewards/chosen': -0.09297110885381699, 'rewards/rejected': -0.14447364211082458, 'rewards/accuracies': 0.6100000143051147, 'rewards/margins': 0.05150255188345909, 'logps/rejected': -1.4447364807128906, 'logps/chosen': -0.9297109246253967, 'logits/rejected': 1.8998565673828125, 'logits/chosen': 1.935457468032837, 'nll_loss': 1.2613860368728638, 'log_odds_ratio': -0.44828441739082336, 'log_odds_chosen': 0.8286330699920654, 'epoch': 0.2767182708847506}
Step 1900: {'loss': 1.2659, 'grad_norm': 4.459588050842285, 'learning_rate': 3.6727879799666106e-05, 'rewards/chosen': -0.09171485155820847, 'rewards/rejected': -0.1396942287683487, 'rewards/accuracies': 0.5450000166893005, 'rewards/margins': 0.04797935485839844, 'logps/rejected': -1.396942138671875, 'logps/chosen': -0.9171485304832458, 'logits/rejected': 1.985692024230957, 'logits/chosen': 2.019745349884033, 'nll_loss': 1.2199257612228394, 'log_odds_ratio': -0.4599422812461853, 'log_odds_chosen': 0.8026366233825684, 'epoch': 0.28419714307082494}
Step 1950: {'loss': 1.3148, 'grad_norm': 4.55694055557251, 'learning_rate': 3.5058430717863105e-05, 'rewards/chosen': -0.09466734528541565, 'rewards/rejected': -0.14802001416683197, 'rewards/accuracies': 0.5899999737739563, 'rewards/margins': 0.05335266888141632, 'logps/rejected': -1.480200171470642, 'logps/chosen': -0.9466734528541565, 'logits/rejected': 1.9299043416976929, 'logits/chosen': 1.970213770866394, 'nll_loss': 1.2704719305038452, 'log_odds_ratio': -0.4434159994125366, 'log_odds_chosen': 0.861499547958374, 'epoch': 0.29167601525689923}
Step 2000: {'loss': 1.3462, 'grad_norm': 5.317586421966553, 'learning_rate': 3.33889816360601e-05, 'rewards/chosen': -0.0978478267788887, 'rewards/rejected': -0.14823465049266815, 'rewards/accuracies': 0.5899999737739563, 'rewards/margins': 0.05038683861494064, 'logps/rejected': -1.482346534729004, 'logps/chosen': -0.978478193283081, 'logits/rejected': 1.997546672821045, 'logits/chosen': 2.0306286811828613, 'nll_loss': 1.3013437986373901, 'log_odds_ratio': -0.4484536051750183, 'log_odds_chosen': 0.8380614519119263, 'epoch': 0.2991548874429736}
Step 2050: {'loss': 1.2933, 'grad_norm': 5.551972389221191, 'learning_rate': 3.1719532554257094e-05, 'rewards/chosen': -0.09340695291757584, 'rewards/rejected': -0.14344553649425507, 'rewards/accuracies': 0.6299999952316284, 'rewards/margins': 0.05003856495022774, 'logps/rejected': -1.434455156326294, 'logps/chosen': -0.9340695738792419, 'logits/rejected': 1.9442496299743652, 'logits/chosen': 1.985750675201416, 'nll_loss': 1.2485624551773071, 'log_odds_ratio': -0.44784584641456604, 'log_odds_chosen': 0.8015367984771729, 'epoch': 0.30663375962904793}
Step 2100: {'loss': 1.2974, 'grad_norm': 4.599026203155518, 'learning_rate': 3.0050083472454093e-05, 'rewards/chosen': -0.09239745885133743, 'rewards/rejected': -0.14294995367527008, 'rewards/accuracies': 0.5975000262260437, 'rewards/margins': 0.050552502274513245, 'logps/rejected': -1.4294995069503784, 'logps/chosen': -0.9239745140075684, 'logits/rejected': 1.9954822063446045, 'logits/chosen': 2.040785312652588, 'nll_loss': 1.252681016921997, 'log_odds_ratio': -0.4471624791622162, 'log_odds_chosen': 0.8226437568664551, 'epoch': 0.3141126318151223}
Step 2150: {'loss': 1.3352, 'grad_norm': 5.0281476974487305, 'learning_rate': 2.8380634390651084e-05, 'rewards/chosen': -0.094868965446949, 'rewards/rejected': -0.15187156200408936, 'rewards/accuracies': 0.6299999952316284, 'rewards/margins': 0.057002607733011246, 'logps/rejected': -1.5187158584594727, 'logps/chosen': -0.9486896991729736, 'logits/rejected': 1.9383797645568848, 'logits/chosen': 1.9864736795425415, 'nll_loss': 1.2915860414505005, 'log_odds_ratio': -0.43618956208229065, 'log_odds_chosen': 0.8900620937347412, 'epoch': 0.3215915040011966}
Step 2200: {'loss': 1.2899, 'grad_norm': 5.323657989501953, 'learning_rate': 2.671118530884808e-05, 'rewards/chosen': -0.09324327111244202, 'rewards/rejected': -0.14689144492149353, 'rewards/accuracies': 0.5824999809265137, 'rewards/margins': 0.053648147732019424, 'logps/rejected': -1.4689143896102905, 'logps/chosen': -0.9324327707290649, 'logits/rejected': 1.965968132019043, 'logits/chosen': 2.0172278881073, 'nll_loss': 1.2447917461395264, 'log_odds_ratio': -0.45069313049316406, 'log_odds_chosen': 0.8293845653533936, 'epoch': 0.329070376187271}
Step 2250: {'loss': 1.3229, 'grad_norm': 4.350559711456299, 'learning_rate': 2.5041736227045077e-05, 'rewards/chosen': -0.09515342861413956, 'rewards/rejected': -0.14876899123191833, 'rewards/accuracies': 0.6299999952316284, 'rewards/margins': 0.05361555889248848, 'logps/rejected': -1.4876899719238281, 'logps/chosen': -0.9515342116355896, 'logits/rejected': 1.998969554901123, 'logits/chosen': 2.043499708175659, 'nll_loss': 1.2796297073364258, 'log_odds_ratio': -0.4326949715614319, 'log_odds_chosen': 0.8573929071426392, 'epoch': 0.3365492483733453}
Step 2300: {'loss': 1.3525, 'grad_norm': 4.152502536773682, 'learning_rate': 2.3372287145242072e-05, 'rewards/chosen': -0.10006397217512131, 'rewards/rejected': -0.1501469761133194, 'rewards/accuracies': 0.5674999952316284, 'rewards/margins': 0.05008300393819809, 'logps/rejected': -1.5014697313308716, 'logps/chosen': -1.0006396770477295, 'logits/rejected': 1.9905009269714355, 'logits/chosen': 2.0228424072265625, 'nll_loss': 1.3063538074493408, 'log_odds_ratio': -0.46110519766807556, 'log_odds_chosen': 0.8021226525306702, 'epoch': 0.3440281205594196}
Step 2350: {'loss': 1.4175, 'grad_norm': 4.378382682800293, 'learning_rate': 2.1702838063439067e-05, 'rewards/chosen': -0.10228842496871948, 'rewards/rejected': -0.1515619307756424, 'rewards/accuracies': 0.5699999928474426, 'rewards/margins': 0.04927349463105202, 'logps/rejected': -1.5156193971633911, 'logps/chosen': -1.0228843688964844, 'logits/rejected': 2.0525972843170166, 'logits/chosen': 2.0998198986053467, 'nll_loss': 1.370760440826416, 'log_odds_ratio': -0.4671691060066223, 'log_odds_chosen': 0.7738910913467407, 'epoch': 0.35150699274549396}
Step 2400: {'loss': 1.3487, 'grad_norm': 4.591308116912842, 'learning_rate': 2.003338898163606e-05, 'rewards/chosen': -0.09666868299245834, 'rewards/rejected': -0.14608512818813324, 'rewards/accuracies': 0.6050000190734863, 'rewards/margins': 0.04941645264625549, 'logps/rejected': -1.4608513116836548, 'logps/chosen': -0.9666867852210999, 'logits/rejected': 2.0535411834716797, 'logits/chosen': 2.095935583114624, 'nll_loss': 1.3039462566375732, 'log_odds_ratio': -0.447510689496994, 'log_odds_chosen': 0.7972666025161743, 'epoch': 0.3589858649315683}
