Step 50: {'loss': 0.4657, 'grad_norm': 6.86177921295166, 'learning_rate': 9.84974958263773e-05, 'rewards/chosen': -0.14617133140563965, 'rewards/rejected': -7.923123359680176, 'rewards/accuracies': 0.6200000047683716, 'rewards/margins': 7.776953220367432, 'logps/rejected': -8.803471565246582, 'logps/chosen': -0.1624125987291336, 'logits/rejected': -0.6742379069328308, 'logits/chosen': -0.4812867343425751, 'nll_loss': 0.2227926403284073, 'log_odds_ratio': -0.26992514729499817, 'log_odds_chosen': 10.363086700439453, 'epoch': 0.00747887218607434}
Step 750: {'loss': 0.5306, 'grad_norm': 17.339113235473633, 'learning_rate': 7.512520868113523e-05, 'rewards/chosen': -0.17388588190078735, 'rewards/rejected': -8.278111457824707, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 8.104227066040039, 'logps/rejected': -9.19790267944336, 'logps/chosen': -0.1932065188884735, 'logits/rejected': -1.1952000856399536, 'logits/chosen': -0.9548842906951904, 'nll_loss': 0.2766447961330414, 'log_odds_ratio': -0.28221938014030457, 'log_odds_chosen': 10.44384479522705, 'epoch': 0.1121830827911151}
Step 800: {'loss': 0.5268, 'grad_norm': 18.0913028717041, 'learning_rate': 7.345575959933221e-05, 'rewards/chosen': -0.18054313957691193, 'rewards/rejected': -8.570817947387695, 'rewards/accuracies': 0.625, 'rewards/margins': 8.390274047851562, 'logps/rejected': -9.523131370544434, 'logps/chosen': -0.20060350000858307, 'logits/rejected': -1.2348369359970093, 'logits/chosen': -0.9907540082931519, 'nll_loss': 0.28839436173439026, 'log_odds_ratio': -0.26494738459587097, 'log_odds_chosen': 10.760174751281738, 'epoch': 0.11966195497718944}
Step 850: {'loss': 0.5579, 'grad_norm': 12.560918807983398, 'learning_rate': 7.178631051752922e-05, 'rewards/chosen': -0.19776999950408936, 'rewards/rejected': -7.836342811584473, 'rewards/accuracies': 0.6025000214576721, 'rewards/margins': 7.638573169708252, 'logps/rejected': -8.707047462463379, 'logps/chosen': -0.219744473695755, 'logits/rejected': -1.1407147645950317, 'logits/chosen': -0.9158016443252563, 'nll_loss': 0.30635157227516174, 'log_odds_ratio': -0.2795134484767914, 'log_odds_chosen': 9.87796401977539, 'epoch': 0.12714082716326378}
Step 900: {'loss': 0.521, 'grad_norm': 13.985564231872559, 'learning_rate': 7.011686143572621e-05, 'rewards/chosen': -0.18686360120773315, 'rewards/rejected': -8.718067169189453, 'rewards/accuracies': 0.6424999833106995, 'rewards/margins': 8.531205177307129, 'logps/rejected': -9.686741828918457, 'logps/chosen': -0.20762622356414795, 'logits/rejected': -1.1250550746917725, 'logits/chosen': -0.8725107312202454, 'nll_loss': 0.2923811972141266, 'log_odds_ratio': -0.2540684640407562, 'log_odds_chosen': 10.93967056274414, 'epoch': 0.13461969934933812}
Step 950: {'loss': 0.5436, 'grad_norm': 15.996334075927734, 'learning_rate': 6.844741235392321e-05, 'rewards/chosen': -0.20170627534389496, 'rewards/rejected': -9.337889671325684, 'rewards/accuracies': 0.6274999976158142, 'rewards/margins': 9.136183738708496, 'logps/rejected': -10.375432968139648, 'logps/chosen': -0.22411805391311646, 'logits/rejected': -1.2141273021697998, 'logits/chosen': -0.9379342794418335, 'nll_loss': 0.30717384815216064, 'log_odds_ratio': -0.26264283061027527, 'log_odds_chosen': 11.51005744934082, 'epoch': 0.14209857153541247}
Step 1000: {'loss': 0.5739, 'grad_norm': 12.35824203491211, 'learning_rate': 6.67779632721202e-05, 'rewards/chosen': -0.2239956259727478, 'rewards/rejected': -8.21753978729248, 'rewards/accuracies': 0.6324999928474426, 'rewards/margins': 7.993544101715088, 'logps/rejected': -9.130599975585938, 'logps/chosen': -0.24888405203819275, 'logits/rejected': -1.1118168830871582, 'logits/chosen': -0.8711029291152954, 'nll_loss': 0.33403080701828003, 'log_odds_ratio': -0.2665328085422516, 'log_odds_chosen': 10.197925567626953, 'epoch': 0.1495774437214868}
Step 1050: {'loss': 0.6083, 'grad_norm': 17.121747970581055, 'learning_rate': 6.51085141903172e-05, 'rewards/chosen': -0.2258468121290207, 'rewards/rejected': -8.037293434143066, 'rewards/accuracies': 0.5899999737739563, 'rewards/margins': 7.8114471435546875, 'logps/rejected': -8.930327415466309, 'logps/chosen': -0.25094088912010193, 'logits/rejected': -1.1854065656661987, 'logits/chosen': -0.9527111053466797, 'nll_loss': 0.3483017683029175, 'log_odds_ratio': -0.2889338433742523, 'log_odds_chosen': 9.961514472961426, 'epoch': 0.15705631590756114}
Step 1100: {'loss': 0.5849, 'grad_norm': 13.560173034667969, 'learning_rate': 6.343906510851419e-05, 'rewards/chosen': -0.22427652776241302, 'rewards/rejected': -8.309810638427734, 'rewards/accuracies': 0.6100000143051147, 'rewards/margins': 8.08553409576416, 'logps/rejected': -9.233122825622559, 'logps/chosen': -0.2491961419582367, 'logits/rejected': -1.152513027191162, 'logits/chosen': -0.8861083984375, 'nll_loss': 0.33695149421691895, 'log_odds_ratio': -0.2755378782749176, 'log_odds_chosen': 10.296329498291016, 'epoch': 0.1645351880936355}
Step 1150: {'loss': 0.625, 'grad_norm': 11.38352108001709, 'learning_rate': 6.176961602671118e-05, 'rewards/chosen': -0.2672370672225952, 'rewards/rejected': -8.217721939086914, 'rewards/accuracies': 0.6050000190734863, 'rewards/margins': 7.950484752655029, 'logps/rejected': -9.130802154541016, 'logps/chosen': -0.29693007469177246, 'logits/rejected': -1.2062643766403198, 'logits/chosen': -0.9322329163551331, 'nll_loss': 0.37065720558166504, 'log_odds_ratio': -0.282620906829834, 'log_odds_chosen': 10.057278633117676, 'epoch': 0.1720140602797098}
Step 1200: {'loss': 0.598, 'grad_norm': 14.237885475158691, 'learning_rate': 6.0100166944908185e-05, 'rewards/chosen': -0.23556721210479736, 'rewards/rejected': -8.35551929473877, 'rewards/accuracies': 0.612500011920929, 'rewards/margins': 8.119952201843262, 'logps/rejected': -9.283910751342773, 'logps/chosen': -0.26174136996269226, 'logits/rejected': -1.1518505811691284, 'logits/chosen': -0.8652305603027344, 'nll_loss': 0.35038644075393677, 'log_odds_ratio': -0.27517765760421753, 'log_odds_chosen': 10.323925971984863, 'epoch': 0.17949293246578416}
Step 1250: {'loss': 0.6631, 'grad_norm': 17.347183227539062, 'learning_rate': 5.8430717863105176e-05, 'rewards/chosen': -0.2784091532230377, 'rewards/rejected': -8.870065689086914, 'rewards/accuracies': 0.6075000166893005, 'rewards/margins': 8.591655731201172, 'logps/rejected': -9.855627059936523, 'logps/chosen': -0.30934351682662964, 'logits/rejected': -1.1530559062957764, 'logits/chosen': -0.8473219871520996, 'nll_loss': 0.4128519892692566, 'log_odds_ratio': -0.278077095746994, 'log_odds_chosen': 10.749164581298828, 'epoch': 0.1869718046518585}
Step 1300: {'loss': 0.676, 'grad_norm': 15.463122367858887, 'learning_rate': 5.676126878130217e-05, 'rewards/chosen': -0.29910287261009216, 'rewards/rejected': -9.405438423156738, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 9.10633659362793, 'logps/rejected': -10.450488090515137, 'logps/chosen': -0.33233657479286194, 'logits/rejected': -1.198258399963379, 'logits/chosen': -0.8758278489112854, 'nll_loss': 0.42079243063926697, 'log_odds_ratio': -0.28355923295021057, 'log_odds_chosen': 11.3269681930542, 'epoch': 0.19445067683793285}
Step 1350: {'loss': 0.666, 'grad_norm': 14.334352493286133, 'learning_rate': 5.509181969949917e-05, 'rewards/chosen': -0.28339919447898865, 'rewards/rejected': -8.582195281982422, 'rewards/accuracies': 0.612500011920929, 'rewards/margins': 8.298795700073242, 'logps/rejected': -9.535772323608398, 'logps/chosen': -0.31488803029060364, 'logits/rejected': -1.0413368940353394, 'logits/chosen': -0.7541850805282593, 'nll_loss': 0.4173353314399719, 'log_odds_ratio': -0.2762771546840668, 'log_odds_chosen': 10.495383262634277, 'epoch': 0.20192954902400717}
Step 1400: {'loss': 0.7236, 'grad_norm': 18.57001304626465, 'learning_rate': 5.342237061769616e-05, 'rewards/chosen': -0.31442365050315857, 'rewards/rejected': -8.577445030212402, 'rewards/accuracies': 0.612500011920929, 'rewards/margins': 8.263019561767578, 'logps/rejected': -9.53049373626709, 'logps/chosen': -0.3493596315383911, 'logits/rejected': -1.0456898212432861, 'logits/chosen': -0.75758957862854, 'nll_loss': 0.47294190526008606, 'log_odds_ratio': -0.27849438786506653, 'log_odds_chosen': 10.324479103088379, 'epoch': 0.20940842121008152}
Step 1450: {'loss': 0.6995, 'grad_norm': 14.884320259094238, 'learning_rate': 5.175292153589316e-05, 'rewards/chosen': -0.3036995232105255, 'rewards/rejected': -9.205550193786621, 'rewards/accuracies': 0.5975000262260437, 'rewards/margins': 8.901851654052734, 'logps/rejected': -10.228389739990234, 'logps/chosen': -0.3374439477920532, 'logits/rejected': -1.0756235122680664, 'logits/chosen': -0.754469633102417, 'nll_loss': 0.442046582698822, 'log_odds_ratio': -0.28609341382980347, 'log_odds_chosen': 11.03161907196045, 'epoch': 0.21688729339615587}
Step 1500: {'loss': 0.7182, 'grad_norm': 14.4953031539917, 'learning_rate': 5.0083472454090154e-05, 'rewards/chosen': -0.32856324315071106, 'rewards/rejected': -9.327762603759766, 'rewards/accuracies': 0.6200000047683716, 'rewards/margins': 8.999198913574219, 'logps/rejected': -10.364179611206055, 'logps/chosen': -0.36507031321525574, 'logits/rejected': -0.9950190186500549, 'logits/chosen': -0.6737173199653625, 'nll_loss': 0.47301268577575684, 'log_odds_ratio': -0.2724674642086029, 'log_odds_chosen': 11.146941184997559, 'epoch': 0.2243661655822302}
Step 1550: {'loss': 0.7358, 'grad_norm': 11.526240348815918, 'learning_rate': 4.8414023372287146e-05, 'rewards/chosen': -0.3307323157787323, 'rewards/rejected': -8.112776756286621, 'rewards/accuracies': 0.6025000214576721, 'rewards/margins': 7.782044887542725, 'logps/rejected': -9.014196395874023, 'logps/chosen': -0.3674803674221039, 'logits/rejected': -0.9597914218902588, 'logits/chosen': -0.6801331043243408, 'nll_loss': 0.4809229373931885, 'log_odds_ratio': -0.2832304835319519, 'log_odds_chosen': 9.745333671569824, 'epoch': 0.23184503776830453}
Step 1600: {'loss': 0.7723, 'grad_norm': 15.795917510986328, 'learning_rate': 4.6744574290484144e-05, 'rewards/chosen': -0.3709860146045685, 'rewards/rejected': -8.765251159667969, 'rewards/accuracies': 0.6299999952316284, 'rewards/margins': 8.394265174865723, 'logps/rejected': -9.739169120788574, 'logps/chosen': -0.4122067391872406, 'logits/rejected': -0.8779192566871643, 'logits/chosen': -0.5808898210525513, 'nll_loss': 0.5296709537506104, 'log_odds_ratio': -0.269618958234787, 'log_odds_chosen': 10.453086853027344, 'epoch': 0.23932390995437888}
Step 1650: {'loss': 0.7466, 'grad_norm': 14.522202491760254, 'learning_rate': 4.5075125208681135e-05, 'rewards/chosen': -0.3381166160106659, 'rewards/rejected': -8.857673645019531, 'rewards/accuracies': 0.625, 'rewards/margins': 8.519556999206543, 'logps/rejected': -9.841859817504883, 'logps/chosen': -0.3756851255893707, 'logits/rejected': -0.9053300619125366, 'logits/chosen': -0.6004030704498291, 'nll_loss': 0.5038340091705322, 'log_odds_ratio': -0.26974695920944214, 'log_odds_chosen': 10.595475196838379, 'epoch': 0.24680278214045323}
Step 1700: {'loss': 0.8304, 'grad_norm': 16.4854679107666, 'learning_rate': 4.3405676126878134e-05, 'rewards/chosen': -0.3862018883228302, 'rewards/rejected': -8.119377136230469, 'rewards/accuracies': 0.5899999737739563, 'rewards/margins': 7.733175277709961, 'logps/rejected': -9.021530151367188, 'logps/chosen': -0.4291132688522339, 'logits/rejected': -0.8724550008773804, 'logits/chosen': -0.5801860690116882, 'nll_loss': 0.5675575137138367, 'log_odds_ratio': -0.2920154631137848, 'log_odds_chosen': 9.597696304321289, 'epoch': 0.25428165432652755}
Step 1750: {'loss': 0.8506, 'grad_norm': 14.660792350769043, 'learning_rate': 4.1736227045075125e-05, 'rewards/chosen': -0.4037262797355652, 'rewards/rejected': -7.96523904800415, 'rewards/accuracies': 0.5924999713897705, 'rewards/margins': 7.561513900756836, 'logps/rejected': -8.850266456604004, 'logps/chosen': -0.4485847055912018, 'logits/rejected': -0.7720860838890076, 'logits/chosen': -0.5077713131904602, 'nll_loss': 0.586728036403656, 'log_odds_ratio': -0.2932373881340027, 'log_odds_chosen': 9.415302276611328, 'epoch': 0.2617605265126019}
Step 1800: {'loss': 0.9116, 'grad_norm': 15.555270195007324, 'learning_rate': 4.006677796327212e-05, 'rewards/chosen': -0.46368321776390076, 'rewards/rejected': -8.8358793258667, 'rewards/accuracies': 0.5849999785423279, 'rewards/margins': 8.372197151184082, 'logps/rejected': -9.817644119262695, 'logps/chosen': -0.5152035355567932, 'logits/rejected': -0.7278605103492737, 'logits/chosen': -0.4212283194065094, 'nll_loss': 0.6454170942306519, 'log_odds_ratio': -0.29581233859062195, 'log_odds_chosen': 10.164926528930664, 'epoch': 0.26923939869867625}
Step 1850: {'loss': 0.8964, 'grad_norm': 14.580069541931152, 'learning_rate': 3.839732888146912e-05, 'rewards/chosen': -0.4458216726779938, 'rewards/rejected': -9.63313102722168, 'rewards/accuracies': 0.6274999976158142, 'rewards/margins': 9.187309265136719, 'logps/rejected': -10.703479766845703, 'logps/chosen': -0.4953574240207672, 'logits/rejected': -0.6377859711647034, 'logits/chosen': -0.3046962320804596, 'nll_loss': 0.6546957492828369, 'log_odds_ratio': -0.2685750126838684, 'log_odds_chosen': 11.21080207824707, 'epoch': 0.2767182708847506}
Step 1900: {'loss': 0.9435, 'grad_norm': 12.325878143310547, 'learning_rate': 3.6727879799666106e-05, 'rewards/chosen': -0.456714391708374, 'rewards/rejected': -8.449005126953125, 'rewards/accuracies': 0.5600000023841858, 'rewards/margins': 7.992290019989014, 'logps/rejected': -9.38778305053711, 'logps/chosen': -0.5074604153633118, 'logits/rejected': -0.5608997941017151, 'logits/chosen': -0.25680437684059143, 'nll_loss': 0.657707929611206, 'log_odds_ratio': -0.31750771403312683, 'log_odds_chosen': 9.756668090820312, 'epoch': 0.28419714307082494}
Step 1950: {'loss': 0.9715, 'grad_norm': 11.355567932128906, 'learning_rate': 3.5058430717863105e-05, 'rewards/chosen': -0.4970918893814087, 'rewards/rejected': -9.646122932434082, 'rewards/accuracies': 0.6075000166893005, 'rewards/margins': 9.149031639099121, 'logps/rejected': -10.717914581298828, 'logps/chosen': -0.5523243546485901, 'logits/rejected': -0.5632306337356567, 'logits/chosen': -0.21081332862377167, 'nll_loss': 0.7161709666252136, 'log_odds_ratio': -0.2837068736553192, 'log_odds_chosen': 11.058313369750977, 'epoch': 0.29167601525689923}
Step 2000: {'loss': 1.0364, 'grad_norm': 15.934354782104492, 'learning_rate': 3.33889816360601e-05, 'rewards/chosen': -0.5351371169090271, 'rewards/rejected': -9.727776527404785, 'rewards/accuracies': 0.6200000047683716, 'rewards/margins': 9.192639350891113, 'logps/rejected': -10.80864143371582, 'logps/chosen': -0.594596803188324, 'logits/rejected': -0.39265090227127075, 'logits/chosen': -0.03810539096593857, 'nll_loss': 0.7847830057144165, 'log_odds_ratio': -0.27956485748291016, 'log_odds_chosen': 11.057304382324219, 'epoch': 0.2991548874429736}
Step 2050: {'loss': 1.0016, 'grad_norm': 15.814311981201172, 'learning_rate': 3.1719532554257094e-05, 'rewards/chosen': -0.5231214761734009, 'rewards/rejected': -9.670731544494629, 'rewards/accuracies': 0.6449999809265137, 'rewards/margins': 9.14760971069336, 'logps/rejected': -10.745256423950195, 'logps/chosen': -0.5812461376190186, 'logits/rejected': -0.3557605743408203, 'logits/chosen': 0.008496382273733616, 'nll_loss': 0.7651912569999695, 'log_odds_ratio': -0.262639582157135, 'log_odds_chosen': 10.988879203796387, 'epoch': 0.30663375962904793}
Step 2100: {'loss': 1.0671, 'grad_norm': 14.265729904174805, 'learning_rate': 3.0050083472454093e-05, 'rewards/chosen': -0.5492063760757446, 'rewards/rejected': -9.553062438964844, 'rewards/accuracies': 0.6150000095367432, 'rewards/margins': 9.003856658935547, 'logps/rejected': -10.614514350891113, 'logps/chosen': -0.6102292537689209, 'logits/rejected': -0.1964702010154724, 'logits/chosen': 0.1689189374446869, 'nll_loss': 0.8079927563667297, 'log_odds_ratio': -0.28789716958999634, 'log_odds_chosen': 10.812094688415527, 'epoch': 0.3141126318151223}
Step 2150: {'loss': 1.0937, 'grad_norm': 12.875384330749512, 'learning_rate': 2.8380634390651084e-05, 'rewards/chosen': -0.5777736902236938, 'rewards/rejected': -10.963561058044434, 'rewards/accuracies': 0.6600000262260437, 'rewards/margins': 10.385786056518555, 'logps/rejected': -12.181735038757324, 'logps/chosen': -0.6419707536697388, 'logits/rejected': -0.15356530249118805, 'logits/chosen': 0.2593469023704529, 'nll_loss': 0.8639896512031555, 'log_odds_ratio': -0.255193829536438, 'log_odds_chosen': 12.339481353759766, 'epoch': 0.3215915040011966}
Step 2200: {'loss': 1.1144, 'grad_norm': 16.947914123535156, 'learning_rate': 2.671118530884808e-05, 'rewards/chosen': -0.5840191841125488, 'rewards/rejected': -9.87667465209961, 'rewards/accuracies': 0.6100000143051147, 'rewards/margins': 9.292655944824219, 'logps/rejected': -10.974082946777344, 'logps/chosen': -0.6489102244377136, 'logits/rejected': -0.020948288962244987, 'logits/chosen': 0.3573254644870758, 'nll_loss': 0.8525713086128235, 'log_odds_ratio': -0.2908939719200134, 'log_odds_chosen': 11.046534538269043, 'epoch': 0.329070376187271}
Step 2250: {'loss': 1.1433, 'grad_norm': 10.153533935546875, 'learning_rate': 2.5041736227045077e-05, 'rewards/chosen': -0.6178050637245178, 'rewards/rejected': -10.389010429382324, 'rewards/accuracies': 0.6524999737739563, 'rewards/margins': 9.771204948425293, 'logps/rejected': -11.543344497680664, 'logps/chosen': -0.6864500641822815, 'logits/rejected': 0.03392621874809265, 'logits/chosen': 0.4427153468132019, 'nll_loss': 0.912158727645874, 'log_odds_ratio': -0.25679919123649597, 'log_odds_chosen': 11.626598358154297, 'epoch': 0.3365492483733453}
Step 2300: {'loss': 1.2511, 'grad_norm': 10.47107219696045, 'learning_rate': 2.3372287145242072e-05, 'rewards/chosen': -0.6880864500999451, 'rewards/rejected': -9.137556076049805, 'rewards/accuracies': 0.5824999809265137, 'rewards/margins': 8.449468612670898, 'logps/rejected': -10.152840614318848, 'logps/chosen': -0.7645405530929565, 'logits/rejected': 0.226227805018425, 'logits/chosen': 0.5984241962432861, 'nll_loss': 0.9701551198959351, 'log_odds_ratio': -0.31218066811561584, 'log_odds_chosen': 10.064122200012207, 'epoch': 0.3440281205594196}
Step 2350: {'loss': 1.3492, 'grad_norm': 10.506576538085938, 'learning_rate': 2.1702838063439067e-05, 'rewards/chosen': -0.7258968949317932, 'rewards/rejected': -9.288290023803711, 'rewards/accuracies': 0.5924999713897705, 'rewards/margins': 8.562393188476562, 'logps/rejected': -10.320322036743164, 'logps/chosen': -0.8065521121025085, 'logits/rejected': 0.47824496030807495, 'logits/chosen': 0.8733351826667786, 'nll_loss': 1.071191668510437, 'log_odds_ratio': -0.30884310603141785, 'log_odds_chosen': 10.150053977966309, 'epoch': 0.35150699274549396}
Step 2400: {'loss': 1.3043, 'grad_norm': 10.61067008972168, 'learning_rate': 2.003338898163606e-05, 'rewards/chosen': -0.702789843082428, 'rewards/rejected': -9.681964874267578, 'rewards/accuracies': 0.612500011920929, 'rewards/margins': 8.979175567626953, 'logps/rejected': -10.757739067077637, 'logps/chosen': -0.7808777093887329, 'logits/rejected': 0.5401451587677002, 'logits/chosen': 0.9545226097106934, 'nll_loss': 1.0426855087280273, 'log_odds_ratio': -0.2906995713710785, 'log_odds_chosen': 10.633544921875, 'epoch': 0.3589858649315683}
