Step 50: {'loss': 1.4572, 'grad_norm': 5.744343280792236, 'learning_rate': 9.84974958263773e-05, 'rewards/chosen': -0.7308285236358643, 'rewards/rejected': -1.3339005708694458, 'rewards/accuracies': 0.6175000071525574, 'rewards/margins': 0.6030721068382263, 'logps/rejected': -1.482111930847168, 'logps/chosen': -0.8120316863059998, 'logits/rejected': 1.4463711977005005, 'logits/chosen': 1.4792852401733398, 'nll_loss': 1.097416877746582, 'log_odds_ratio': -0.3997545540332794, 'log_odds_chosen': 1.0986517667770386, 'epoch': 0.00747887218607434}
Step 800: {'loss': 1.4208, 'grad_norm': 36.54720687866211, 'learning_rate': 7.345575959933221e-05, 'rewards/chosen': -0.7805399894714355, 'rewards/rejected': -4.4145941734313965, 'rewards/accuracies': 0.6200000047683716, 'rewards/margins': 3.634053945541382, 'logps/rejected': -4.905105113983154, 'logps/chosen': -0.8672667145729065, 'logits/rejected': 1.1985725164413452, 'logits/chosen': 1.3517612218856812, 'nll_loss': 1.1459457874298096, 'log_odds_ratio': -0.3053484857082367, 'log_odds_chosen': 4.5554728507995605, 'epoch': 0.11966195497718944}
Step 850: {'loss': 1.4574, 'grad_norm': 5.4786295890808105, 'learning_rate': 7.178631051752922e-05, 'rewards/chosen': -0.7621878981590271, 'rewards/rejected': -4.176837921142578, 'rewards/accuracies': 0.5899999737739563, 'rewards/margins': 3.4146499633789062, 'logps/rejected': -4.640931129455566, 'logps/chosen': -0.8468755483627319, 'logits/rejected': 1.3314623832702637, 'logits/chosen': 1.4569016695022583, 'nll_loss': 1.1646506786346436, 'log_odds_ratio': -0.32525262236595154, 'log_odds_chosen': 4.316253185272217, 'epoch': 0.12714082716326378}
Step 900: {'loss': 1.3955, 'grad_norm': 5.6060309410095215, 'learning_rate': 7.011686143572621e-05, 'rewards/chosen': -0.7656477093696594, 'rewards/rejected': -4.688189506530762, 'rewards/accuracies': 0.6349999904632568, 'rewards/margins': 3.922541618347168, 'logps/rejected': -5.209099769592285, 'logps/chosen': -0.850719690322876, 'logits/rejected': 1.274869441986084, 'logits/chosen': 1.437502145767212, 'nll_loss': 1.1261260509490967, 'log_odds_ratio': -0.2992589771747589, 'log_odds_chosen': 4.890827178955078, 'epoch': 0.13461969934933812}
Step 950: {'loss': 1.4051, 'grad_norm': 5.720685958862305, 'learning_rate': 6.844741235392321e-05, 'rewards/chosen': -0.7556718587875366, 'rewards/rejected': -4.825655937194824, 'rewards/accuracies': 0.6175000071525574, 'rewards/margins': 4.069984436035156, 'logps/rejected': -5.36184024810791, 'logps/chosen': -0.8396353721618652, 'logits/rejected': 1.3771166801452637, 'logits/chosen': 1.563673496246338, 'nll_loss': 1.1345444917678833, 'log_odds_ratio': -0.3005639612674713, 'log_odds_chosen': 5.023768901824951, 'epoch': 0.14209857153541247}
Step 1000: {'loss': 1.4538, 'grad_norm': 5.378501892089844, 'learning_rate': 6.67779632721202e-05, 'rewards/chosen': -0.78444504737854, 'rewards/rejected': -5.212606430053711, 'rewards/accuracies': 0.6175000071525574, 'rewards/margins': 4.42816162109375, 'logps/rejected': -5.79178524017334, 'logps/chosen': -0.871605634689331, 'logits/rejected': 1.4906704425811768, 'logits/chosen': 1.6686538457870483, 'nll_loss': 1.1697579622268677, 'log_odds_ratio': -0.3156329393386841, 'log_odds_chosen': 5.420759201049805, 'epoch': 0.1495774437214868}
Step 1050: {'loss': 1.4792, 'grad_norm': 6.14202880859375, 'learning_rate': 6.51085141903172e-05, 'rewards/chosen': -0.7841427326202393, 'rewards/rejected': -5.579885482788086, 'rewards/accuracies': 0.5824999809265137, 'rewards/margins': 4.795742988586426, 'logps/rejected': -6.199872970581055, 'logps/chosen': -0.8712697625160217, 'logits/rejected': 1.397720456123352, 'logits/chosen': 1.5698448419570923, 'nll_loss': 1.1845786571502686, 'log_odds_ratio': -0.3273290693759918, 'log_odds_chosen': 5.799418926239014, 'epoch': 0.15705631590756114}
Step 1100: {'loss': 1.4227, 'grad_norm': 6.653142929077148, 'learning_rate': 6.343906510851419e-05, 'rewards/chosen': -0.7850282192230225, 'rewards/rejected': -5.233987331390381, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 4.4489593505859375, 'logps/rejected': -5.8155412673950195, 'logps/chosen': -0.8722535967826843, 'logits/rejected': 1.3204041719436646, 'logits/chosen': 1.5346801280975342, 'nll_loss': 1.1391749382019043, 'log_odds_ratio': -0.3149866461753845, 'log_odds_chosen': 5.4513139724731445, 'epoch': 0.1645351880936355}
Step 1150: {'loss': 1.4652, 'grad_norm': 5.9049272537231445, 'learning_rate': 6.176961602671118e-05, 'rewards/chosen': -0.8458225727081299, 'rewards/rejected': -5.276280403137207, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 4.4304585456848145, 'logps/rejected': -5.862534046173096, 'logps/chosen': -0.9398030042648315, 'logits/rejected': 1.332030177116394, 'logits/chosen': 1.5509130954742432, 'nll_loss': 1.1716593503952026, 'log_odds_ratio': -0.32613104581832886, 'log_odds_chosen': 5.374755382537842, 'epoch': 0.1720140602797098}
Step 1200: {'loss': 1.4361, 'grad_norm': 5.73947811126709, 'learning_rate': 6.0100166944908185e-05, 'rewards/chosen': -0.8168359398841858, 'rewards/rejected': -5.6606550216674805, 'rewards/accuracies': 0.6025000214576721, 'rewards/margins': 4.843818187713623, 'logps/rejected': -6.289616107940674, 'logps/chosen': -0.9075955152511597, 'logits/rejected': 1.3343197107315063, 'logits/chosen': 1.5730345249176025, 'nll_loss': 1.1498655080795288, 'log_odds_ratio': -0.318088173866272, 'log_odds_chosen': 5.867936611175537, 'epoch': 0.17949293246578416}
Step 1250: {'loss': 1.5135, 'grad_norm': 6.231845378875732, 'learning_rate': 5.8430717863105176e-05, 'rewards/chosen': -0.8283001184463501, 'rewards/rejected': -5.262836456298828, 'rewards/accuracies': 0.5975000262260437, 'rewards/margins': 4.434536933898926, 'logps/rejected': -5.847596645355225, 'logps/chosen': -0.9203335046768188, 'logits/rejected': 1.3370074033737183, 'logits/chosen': 1.5832738876342773, 'nll_loss': 1.2326228618621826, 'log_odds_ratio': -0.31206992268562317, 'log_odds_chosen': 5.406353950500488, 'epoch': 0.1869718046518585}
Step 1300: {'loss': 1.5068, 'grad_norm': 6.679732799530029, 'learning_rate': 5.676126878130217e-05, 'rewards/chosen': -0.8366255760192871, 'rewards/rejected': -5.612537860870361, 'rewards/accuracies': 0.5924999713897705, 'rewards/margins': 4.775912284851074, 'logps/rejected': -6.2361531257629395, 'logps/chosen': -0.9295841455459595, 'logits/rejected': 1.3683170080184937, 'logits/chosen': 1.649855613708496, 'nll_loss': 1.2146395444869995, 'log_odds_ratio': -0.3245868682861328, 'log_odds_chosen': 5.8008880615234375, 'epoch': 0.19445067683793285}
Step 1350: {'loss': 1.4764, 'grad_norm': 6.210545539855957, 'learning_rate': 5.509181969949917e-05, 'rewards/chosen': -0.8039084672927856, 'rewards/rejected': -5.836953163146973, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 5.033044338226318, 'logps/rejected': -6.485503673553467, 'logps/chosen': -0.8932315707206726, 'logits/rejected': 1.3503342866897583, 'logits/chosen': 1.631840467453003, 'nll_loss': 1.1932963132858276, 'log_odds_ratio': -0.3145814538002014, 'log_odds_chosen': 6.123325824737549, 'epoch': 0.20192954902400717}
Step 1400: {'loss': 1.5383, 'grad_norm': 6.96553373336792, 'learning_rate': 5.342237061769616e-05, 'rewards/chosen': -0.8419328927993774, 'rewards/rejected': -5.325596332550049, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 4.483663558959961, 'logps/rejected': -5.91732931137085, 'logps/chosen': -0.9354811310768127, 'logits/rejected': 1.4054385423660278, 'logits/chosen': 1.6643295288085938, 'nll_loss': 1.2500414848327637, 'log_odds_ratio': -0.3202636241912842, 'log_odds_chosen': 5.438887119293213, 'epoch': 0.20940842121008152}
Step 1450: {'loss': 1.4729, 'grad_norm': 5.866369724273682, 'learning_rate': 5.175292153589316e-05, 'rewards/chosen': -0.806826651096344, 'rewards/rejected': -5.2901129722595215, 'rewards/accuracies': 0.5849999785423279, 'rewards/margins': 4.483286380767822, 'logps/rejected': -5.877903461456299, 'logps/chosen': -0.8964741230010986, 'logits/rejected': 1.4910101890563965, 'logits/chosen': 1.741939902305603, 'nll_loss': 1.1848655939102173, 'log_odds_ratio': -0.3200744390487671, 'log_odds_chosen': 5.468090057373047, 'epoch': 0.21688729339615587}
Step 1500: {'loss': 1.4673, 'grad_norm': 5.6530842781066895, 'learning_rate': 5.0083472454090154e-05, 'rewards/chosen': -0.8151139616966248, 'rewards/rejected': -5.558661460876465, 'rewards/accuracies': 0.6075000166893005, 'rewards/margins': 4.743547439575195, 'logps/rejected': -6.176290988922119, 'logps/chosen': -0.9056822061538696, 'logits/rejected': 1.430060625076294, 'logits/chosen': 1.7031912803649902, 'nll_loss': 1.1916799545288086, 'log_odds_ratio': -0.3062988817691803, 'log_odds_chosen': 5.793838024139404, 'epoch': 0.2243661655822302}
Step 1550: {'loss': 1.466, 'grad_norm': 5.828035354614258, 'learning_rate': 4.8414023372287146e-05, 'rewards/chosen': -0.8186555504798889, 'rewards/rejected': -5.339986801147461, 'rewards/accuracies': 0.5975000262260437, 'rewards/margins': 4.521330833435059, 'logps/rejected': -5.933318614959717, 'logps/chosen': -0.9096172451972961, 'logits/rejected': 1.4051262140274048, 'logits/chosen': 1.6628743410110474, 'nll_loss': 1.1782007217407227, 'log_odds_ratio': -0.3197731375694275, 'log_odds_chosen': 5.501492977142334, 'epoch': 0.23184503776830453}
Step 1600: {'loss': 1.4864, 'grad_norm': 25.43950843811035, 'learning_rate': 4.6744574290484144e-05, 'rewards/chosen': -0.8123931884765625, 'rewards/rejected': -5.969038486480713, 'rewards/accuracies': 0.6175000071525574, 'rewards/margins': 5.15664529800415, 'logps/rejected': -6.632265567779541, 'logps/chosen': -0.9026592373847961, 'logits/rejected': 1.4516704082489014, 'logits/chosen': 1.7168967723846436, 'nll_loss': 1.2086163759231567, 'log_odds_ratio': -0.3086383640766144, 'log_odds_chosen': 6.249789237976074, 'epoch': 0.23932390995437888}
Step 1650: {'loss': 1.4352, 'grad_norm': 8.727806091308594, 'learning_rate': 4.5075125208681135e-05, 'rewards/chosen': -0.7729640007019043, 'rewards/rejected': -6.015293598175049, 'rewards/accuracies': 0.6175000071525574, 'rewards/margins': 5.242329120635986, 'logps/rejected': -6.683659553527832, 'logps/chosen': -0.858849048614502, 'logits/rejected': 1.5350844860076904, 'logits/chosen': 1.778802752494812, 'nll_loss': 1.16314697265625, 'log_odds_ratio': -0.30223849415779114, 'log_odds_chosen': 6.341465473175049, 'epoch': 0.24680278214045323}
Step 1700: {'loss': 1.5107, 'grad_norm': 6.7523722648620605, 'learning_rate': 4.3405676126878134e-05, 'rewards/chosen': -0.8308897614479065, 'rewards/rejected': -5.916172027587891, 'rewards/accuracies': 0.5824999809265137, 'rewards/margins': 5.085281848907471, 'logps/rejected': -6.573523998260498, 'logps/chosen': -0.9232109189033508, 'logits/rejected': 1.5332530736923218, 'logits/chosen': 1.762717843055725, 'nll_loss': 1.2239291667938232, 'log_odds_ratio': -0.3185851573944092, 'log_odds_chosen': 6.136995792388916, 'epoch': 0.25428165432652755}
Step 1750: {'loss': 1.4886, 'grad_norm': 6.321258068084717, 'learning_rate': 4.1736227045075125e-05, 'rewards/chosen': -0.8130332231521606, 'rewards/rejected': -5.014276027679443, 'rewards/accuracies': 0.5849999785423279, 'rewards/margins': 4.201242446899414, 'logps/rejected': -5.571417808532715, 'logps/chosen': -0.9033702611923218, 'logits/rejected': 1.5121471881866455, 'logits/chosen': 1.7288153171539307, 'nll_loss': 1.1871346235275269, 'log_odds_ratio': -0.3349786102771759, 'log_odds_chosen': 5.147420883178711, 'epoch': 0.2617605265126019}
Step 1800: {'loss': 1.5383, 'grad_norm': 5.827242851257324, 'learning_rate': 4.006677796327212e-05, 'rewards/chosen': -0.8841031789779663, 'rewards/rejected': -6.040082931518555, 'rewards/accuracies': 0.5774999856948853, 'rewards/margins': 5.155979633331299, 'logps/rejected': -6.711203098297119, 'logps/chosen': -0.9823369383811951, 'logits/rejected': 1.5707484483718872, 'logits/chosen': 1.8174477815628052, 'nll_loss': 1.250288486480713, 'log_odds_ratio': -0.3200482130050659, 'log_odds_chosen': 6.150586128234863, 'epoch': 0.26923939869867625}
Step 1850: {'loss': 1.5103, 'grad_norm': 11.065000534057617, 'learning_rate': 3.839732888146912e-05, 'rewards/chosen': -0.8511673212051392, 'rewards/rejected': -6.789677143096924, 'rewards/accuracies': 0.6175000071525574, 'rewards/margins': 5.938509464263916, 'logps/rejected': -7.544085502624512, 'logps/chosen': -0.9457414150238037, 'logits/rejected': 1.4135586023330688, 'logits/chosen': 1.6964360475540161, 'nll_loss': 1.2365121841430664, 'log_odds_ratio': -0.304233580827713, 'log_odds_chosen': 7.079363822937012, 'epoch': 0.2767182708847506}
Step 1900: {'loss': 1.4954, 'grad_norm': 5.735837459564209, 'learning_rate': 3.6727879799666106e-05, 'rewards/chosen': -0.8219455480575562, 'rewards/rejected': -5.266841888427734, 'rewards/accuracies': 0.550000011920929, 'rewards/margins': 4.444896697998047, 'logps/rejected': -5.852046966552734, 'logps/chosen': -0.9132728576660156, 'logits/rejected': 1.5753918886184692, 'logits/chosen': 1.804074764251709, 'nll_loss': 1.188301682472229, 'log_odds_ratio': -0.3412500023841858, 'log_odds_chosen': 5.414230823516846, 'epoch': 0.28419714307082494}
Step 1950: {'loss': 1.515, 'grad_norm': 6.0194525718688965, 'learning_rate': 3.5058430717863105e-05, 'rewards/chosen': -0.8391603231430054, 'rewards/rejected': -5.659865856170654, 'rewards/accuracies': 0.5899999737739563, 'rewards/margins': 4.820705413818359, 'logps/rejected': -6.2887396812438965, 'logps/chosen': -0.9324003458023071, 'logits/rejected': 1.514298915863037, 'logits/chosen': 1.7463593482971191, 'nll_loss': 1.2299619913101196, 'log_odds_ratio': -0.3167543113231659, 'log_odds_chosen': 5.841902256011963, 'epoch': 0.29167601525689923}
Step 2000: {'loss': 1.5465, 'grad_norm': 6.582173824310303, 'learning_rate': 3.33889816360601e-05, 'rewards/chosen': -0.8665063977241516, 'rewards/rejected': -5.363450527191162, 'rewards/accuracies': 0.6075000166893005, 'rewards/margins': 4.496943473815918, 'logps/rejected': -5.9593892097473145, 'logps/chosen': -0.962785005569458, 'logits/rejected': 1.5982409715652466, 'logits/chosen': 1.8218269348144531, 'nll_loss': 1.2649608850479126, 'log_odds_ratio': -0.312772661447525, 'log_odds_chosen': 5.496387481689453, 'epoch': 0.2991548874429736}
Step 2050: {'loss': 1.4918, 'grad_norm': 6.693873405456543, 'learning_rate': 3.1719532554257094e-05, 'rewards/chosen': -0.8347575664520264, 'rewards/rejected': -5.656468391418457, 'rewards/accuracies': 0.637499988079071, 'rewards/margins': 4.821710586547852, 'logps/rejected': -6.284965991973877, 'logps/chosen': -0.9275084137916565, 'logits/rejected': 1.5385836362838745, 'logits/chosen': 1.7736868858337402, 'nll_loss': 1.2174763679504395, 'log_odds_ratio': -0.3047834038734436, 'log_odds_chosen': 5.820408821105957, 'epoch': 0.30663375962904793}
Step 2100: {'loss': 1.5084, 'grad_norm': 5.546774387359619, 'learning_rate': 3.0050083472454093e-05, 'rewards/chosen': -0.8265146017074585, 'rewards/rejected': -5.902365684509277, 'rewards/accuracies': 0.6050000190734863, 'rewards/margins': 5.0758514404296875, 'logps/rejected': -6.558184623718262, 'logps/chosen': -0.9183496236801147, 'logits/rejected': 1.623692512512207, 'logits/chosen': 1.8482357263565063, 'nll_loss': 1.2239514589309692, 'log_odds_ratio': -0.31606781482696533, 'log_odds_chosen': 6.123524188995361, 'epoch': 0.3141126318151223}
Step 2150: {'loss': 1.5209, 'grad_norm': 5.982362270355225, 'learning_rate': 2.8380634390651084e-05, 'rewards/chosen': -0.8428436517715454, 'rewards/rejected': -6.519428730010986, 'rewards/accuracies': 0.6474999785423279, 'rewards/margins': 5.6765851974487305, 'logps/rejected': -7.243809700012207, 'logps/chosen': -0.936492919921875, 'logits/rejected': 1.5511516332626343, 'logits/chosen': 1.804825782775879, 'nll_loss': 1.2634869813919067, 'log_odds_ratio': -0.28602221608161926, 'log_odds_chosen': 6.7830376625061035, 'epoch': 0.3215915040011966}
Step 2200: {'loss': 1.5175, 'grad_norm': 7.006154537200928, 'learning_rate': 2.671118530884808e-05, 'rewards/chosen': -0.8525645732879639, 'rewards/rejected': -6.107905864715576, 'rewards/accuracies': 0.5899999737739563, 'rewards/margins': 5.25534200668335, 'logps/rejected': -6.786562442779541, 'logps/chosen': -0.9472939968109131, 'logits/rejected': 1.5785692930221558, 'logits/chosen': 1.8290971517562866, 'nll_loss': 1.2277570962905884, 'log_odds_ratio': -0.321956604719162, 'log_odds_chosen': 6.2777814865112305, 'epoch': 0.329070376187271}
Step 2250: {'loss': 1.5044, 'grad_norm': 6.462625980377197, 'learning_rate': 2.5041736227045077e-05, 'rewards/chosen': -0.8476872444152832, 'rewards/rejected': -6.321395397186279, 'rewards/accuracies': 0.6449999809265137, 'rewards/margins': 5.47370719909668, 'logps/rejected': -7.0237717628479, 'logps/chosen': -0.9418747425079346, 'logits/rejected': 1.5908071994781494, 'logits/chosen': 1.8639593124389648, 'nll_loss': 1.2536425590515137, 'log_odds_ratio': -0.27863574028015137, 'log_odds_chosen': 6.569691181182861, 'epoch': 0.3365492483733453}
Step 2300: {'loss': 1.5846, 'grad_norm': 4.912365436553955, 'learning_rate': 2.3372287145242072e-05, 'rewards/chosen': -0.9006924629211426, 'rewards/rejected': -5.978537082672119, 'rewards/accuracies': 0.5699999928474426, 'rewards/margins': 5.077844142913818, 'logps/rejected': -6.642819404602051, 'logps/chosen': -1.0007693767547607, 'logits/rejected': 1.6326452493667603, 'logits/chosen': 1.8824232816696167, 'nll_loss': 1.2830379009246826, 'log_odds_ratio': -0.33504921197891235, 'log_odds_chosen': 6.0848846435546875, 'epoch': 0.3440281205594196}
Step 2350: {'loss': 1.6577, 'grad_norm': 5.003285884857178, 'learning_rate': 2.1702838063439067e-05, 'rewards/chosen': -0.9296181201934814, 'rewards/rejected': -5.981943130493164, 'rewards/accuracies': 0.5799999833106995, 'rewards/margins': 5.05232572555542, 'logps/rejected': -6.646604061126709, 'logps/chosen': -1.0329090356826782, 'logits/rejected': 1.709992527961731, 'logits/chosen': 1.9628880023956299, 'nll_loss': 1.3550149202346802, 'log_odds_ratio': -0.3363470435142517, 'log_odds_chosen': 6.033078193664551, 'epoch': 0.35150699274549396}
Step 2400: {'loss': 1.5837, 'grad_norm': 5.449089527130127, 'learning_rate': 2.003338898163606e-05, 'rewards/chosen': -0.8837341070175171, 'rewards/rejected': -5.779116153717041, 'rewards/accuracies': 0.6050000190734863, 'rewards/margins': 4.895381450653076, 'logps/rejected': -6.421240329742432, 'logps/chosen': -0.9819267988204956, 'logits/rejected': 1.6965701580047607, 'logits/chosen': 1.9481871128082275, 'nll_loss': 1.2964287996292114, 'log_odds_ratio': -0.3191739320755005, 'log_odds_chosen': 5.89731502532959, 'epoch': 0.3589858649315683}
