Step 50: {'loss': 0.2744, 'grad_norm': 8.209064483642578, 'learning_rate': 9.84974958263773e-05, 'rewards/chosen': -0.018813956528902054, 'rewards/rejected': -0.6465010046958923, 'rewards/accuracies': 0.6200000047683716, 'rewards/margins': 0.6276870965957642, 'logps/rejected': -6.465011119842529, 'logps/chosen': -0.18813955783843994, 'logits/rejected': -0.48709556460380554, 'logits/chosen': -0.38481321930885315, 'nll_loss': 0.24724946916103363, 'log_odds_ratio': -0.2713882029056549, 'log_odds_chosen': 7.908340930938721, 'epoch': 0.00747887218607434}
Step 650: {'loss': 0.3256, 'grad_norm': 17.187837600708008, 'learning_rate': 7.846410684474124e-05, 'rewards/chosen': -0.020946074277162552, 'rewards/rejected': -0.6505287289619446, 'rewards/accuracies': 0.5799999833106995, 'rewards/margins': 0.6295826435089111, 'logps/rejected': -6.5052876472473145, 'logps/chosen': -0.20946072041988373, 'logits/rejected': -0.981647789478302, 'logits/chosen': -0.8572336435317993, 'nll_loss': 0.2957773804664612, 'log_odds_ratio': -0.2979726493358612, 'log_odds_chosen': 7.630338191986084, 'epoch': 0.09722533841896643}
Step 700: {'loss': 0.324, 'grad_norm': 14.10802936553955, 'learning_rate': 7.679465776293824e-05, 'rewards/chosen': -0.020569654181599617, 'rewards/rejected': -0.7706248760223389, 'rewards/accuracies': 0.6349999904632568, 'rewards/margins': 0.7500551342964172, 'logps/rejected': -7.7062482833862305, 'logps/chosen': -0.20569652318954468, 'logits/rejected': -1.0154567956924438, 'logits/chosen': -0.8777030110359192, 'nll_loss': 0.29796624183654785, 'log_odds_ratio': -0.26063072681427, 'log_odds_chosen': 8.955811500549316, 'epoch': 0.10470421060504076}
Step 750: {'loss': 0.3397, 'grad_norm': 14.718717575073242, 'learning_rate': 7.512520868113523e-05, 'rewards/chosen': -0.022003091871738434, 'rewards/rejected': -0.7389804720878601, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 0.7169773578643799, 'logps/rejected': -7.389803409576416, 'logps/chosen': -0.22003090381622314, 'logits/rejected': -1.0264908075332642, 'logits/chosen': -0.8871602416038513, 'nll_loss': 0.3114061653614044, 'log_odds_ratio': -0.28278639912605286, 'log_odds_chosen': 8.55024528503418, 'epoch': 0.1121830827911151}
Step 800: {'loss': 0.3527, 'grad_norm': 18.453397750854492, 'learning_rate': 7.345575959933221e-05, 'rewards/chosen': -0.023190787062048912, 'rewards/rejected': -0.7850537300109863, 'rewards/accuracies': 0.625, 'rewards/margins': 0.7618628740310669, 'logps/rejected': -7.850536346435547, 'logps/chosen': -0.23190782964229584, 'logits/rejected': -1.0764429569244385, 'logits/chosen': -0.9314408898353577, 'nll_loss': 0.3260698616504669, 'log_odds_ratio': -0.2659074068069458, 'log_odds_chosen': 8.982453346252441, 'epoch': 0.11966195497718944}
Step 850: {'loss': 0.3787, 'grad_norm': 12.284791946411133, 'learning_rate': 7.178631051752922e-05, 'rewards/chosen': -0.025492830201983452, 'rewards/rejected': -0.7311041355133057, 'rewards/accuracies': 0.6025000214576721, 'rewards/margins': 0.7056113481521606, 'logps/rejected': -7.311041831970215, 'logps/chosen': -0.2549282908439636, 'logits/rejected': -0.9544208645820618, 'logits/chosen': -0.8123981356620789, 'nll_loss': 0.3506740629673004, 'log_odds_ratio': -0.28033795952796936, 'log_odds_chosen': 8.370916366577148, 'epoch': 0.12714082716326378}
Step 900: {'loss': 0.3593, 'grad_norm': 13.589412689208984, 'learning_rate': 7.011686143572621e-05, 'rewards/chosen': -0.024307705461978912, 'rewards/rejected': -0.7915887236595154, 'rewards/accuracies': 0.6424999833106995, 'rewards/margins': 0.7672811150550842, 'logps/rejected': -7.915888786315918, 'logps/chosen': -0.24307705461978912, 'logits/rejected': -0.888201117515564, 'logits/chosen': -0.7395839095115662, 'nll_loss': 0.3337455689907074, 'log_odds_ratio': -0.2556968033313751, 'log_odds_chosen': 9.060802459716797, 'epoch': 0.13461969934933812}
Step 950: {'loss': 0.3789, 'grad_norm': 13.876564979553223, 'learning_rate': 6.844741235392321e-05, 'rewards/chosen': -0.025722648948431015, 'rewards/rejected': -0.8235580921173096, 'rewards/accuracies': 0.6274999976158142, 'rewards/margins': 0.7978355288505554, 'logps/rejected': -8.235581398010254, 'logps/chosen': -0.25722649693489075, 'logits/rejected': -0.992472767829895, 'logits/chosen': -0.8317217826843262, 'nll_loss': 0.3525570333003998, 'log_odds_ratio': -0.2636827230453491, 'log_odds_chosen': 9.280367851257324, 'epoch': 0.14209857153541247}
Step 1000: {'loss': 0.4065, 'grad_norm': 12.620471954345703, 'learning_rate': 6.67779632721202e-05, 'rewards/chosen': -0.02862422540783882, 'rewards/rejected': -0.763714611530304, 'rewards/accuracies': 0.6324999928474426, 'rewards/margins': 0.7350903153419495, 'logps/rejected': -7.63714599609375, 'logps/chosen': -0.2862422466278076, 'logits/rejected': -0.8943949937820435, 'logits/chosen': -0.7437209486961365, 'nll_loss': 0.37977147102355957, 'log_odds_ratio': -0.2671016752719879, 'log_odds_chosen': 8.62170696258545, 'epoch': 0.1495774437214868}
Step 1050: {'loss': 0.4226, 'grad_norm': 14.43835735321045, 'learning_rate': 6.51085141903172e-05, 'rewards/chosen': -0.028676629066467285, 'rewards/rejected': -0.7546501755714417, 'rewards/accuracies': 0.5899999737739563, 'rewards/margins': 0.7259734869003296, 'logps/rejected': -7.546501636505127, 'logps/chosen': -0.28676626086235046, 'logits/rejected': -0.9736142754554749, 'logits/chosen': -0.8251541256904602, 'nll_loss': 0.3935984671115875, 'log_odds_ratio': -0.290052205324173, 'log_odds_chosen': 8.473103523254395, 'epoch': 0.15705631590756114}
Step 1100: {'loss': 0.4122, 'grad_norm': 15.117964744567871, 'learning_rate': 6.343906510851419e-05, 'rewards/chosen': -0.028658296912908554, 'rewards/rejected': -0.7653592824935913, 'rewards/accuracies': 0.6100000143051147, 'rewards/margins': 0.7367010712623596, 'logps/rejected': -7.653592586517334, 'logps/chosen': -0.28658297657966614, 'logits/rejected': -0.9288937449455261, 'logits/chosen': -0.7564854621887207, 'nll_loss': 0.3845258951187134, 'log_odds_ratio': -0.276413232088089, 'log_odds_chosen': 8.60708999633789, 'epoch': 0.1645351880936355}
Step 1150: {'loss': 0.4509, 'grad_norm': 12.506579399108887, 'learning_rate': 6.176961602671118e-05, 'rewards/chosen': -0.034506428986787796, 'rewards/rejected': -0.727054238319397, 'rewards/accuracies': 0.6050000190734863, 'rewards/margins': 0.6925476789474487, 'logps/rejected': -7.270541191101074, 'logps/chosen': -0.34506428241729736, 'logits/rejected': -0.9545993208885193, 'logits/chosen': -0.7843300700187683, 'nll_loss': 0.4224483072757721, 'log_odds_ratio': -0.28431791067123413, 'log_odds_chosen': 8.06325912475586, 'epoch': 0.1720140602797098}
Step 1200: {'loss': 0.4305, 'grad_norm': 14.107029914855957, 'learning_rate': 6.0100166944908185e-05, 'rewards/chosen': -0.030400274321436882, 'rewards/rejected': -0.767409086227417, 'rewards/accuracies': 0.612500011920929, 'rewards/margins': 0.737008810043335, 'logps/rejected': -7.674090385437012, 'logps/chosen': -0.3040027320384979, 'logits/rejected': -0.9281324744224548, 'logits/chosen': -0.7501068711280823, 'nll_loss': 0.40281039476394653, 'log_odds_ratio': -0.2770123779773712, 'log_odds_chosen': 8.587474822998047, 'epoch': 0.17949293246578416}
Step 1250: {'loss': 0.4971, 'grad_norm': 16.654356002807617, 'learning_rate': 5.8430717863105176e-05, 'rewards/chosen': -0.035097651183605194, 'rewards/rejected': -0.7898862361907959, 'rewards/accuracies': 0.6075000166893005, 'rewards/margins': 0.7547885775566101, 'logps/rejected': -7.898861885070801, 'logps/chosen': -0.35097649693489075, 'logits/rejected': -0.910266101360321, 'logits/chosen': -0.7275320291519165, 'nll_loss': 0.4690673351287842, 'log_odds_ratio': -0.27989593148231506, 'log_odds_chosen': 8.682901382446289, 'epoch': 0.1869718046518585}
Step 1300: {'loss': 0.5025, 'grad_norm': 13.297659873962402, 'learning_rate': 5.676126878130217e-05, 'rewards/chosen': -0.036962442100048065, 'rewards/rejected': -0.8446968197822571, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 0.8077343702316284, 'logps/rejected': -8.446968078613281, 'logps/chosen': -0.36962440609931946, 'logits/rejected': -0.9599533081054688, 'logits/chosen': -0.7634617686271667, 'nll_loss': 0.47403770685195923, 'log_odds_ratio': -0.2845303416252136, 'log_odds_chosen': 9.22836685180664, 'epoch': 0.19445067683793285}
Step 1350: {'loss': 0.4998, 'grad_norm': 15.82186222076416, 'learning_rate': 5.509181969949917e-05, 'rewards/chosen': -0.03594386205077171, 'rewards/rejected': -0.7719797492027283, 'rewards/accuracies': 0.612500011920929, 'rewards/margins': 0.7360358238220215, 'logps/rejected': -7.719796657562256, 'logps/chosen': -0.35943859815597534, 'logits/rejected': -0.8344780206680298, 'logits/chosen': -0.6594439148902893, 'nll_loss': 0.471964031457901, 'log_odds_ratio': -0.2783116400241852, 'log_odds_chosen': 8.54928207397461, 'epoch': 0.20192954902400717}
Step 1400: {'loss': 0.5602, 'grad_norm': 15.400707244873047, 'learning_rate': 5.342237061769616e-05, 'rewards/chosen': -0.03914975747466087, 'rewards/rejected': -0.7719410061836243, 'rewards/accuracies': 0.612500011920929, 'rewards/margins': 0.7327913045883179, 'logps/rejected': -7.719410419464111, 'logps/chosen': -0.3914976119995117, 'logits/rejected': -0.7847556471824646, 'logits/chosen': -0.6040970087051392, 'nll_loss': 0.5321906208992004, 'log_odds_ratio': -0.2800385653972626, 'log_odds_chosen': 8.416464805603027, 'epoch': 0.20940842121008152}
Step 1450: {'loss': 0.5274, 'grad_norm': 15.306109428405762, 'learning_rate': 5.175292153589316e-05, 'rewards/chosen': -0.03788761794567108, 'rewards/rejected': -0.8291049003601074, 'rewards/accuracies': 0.5975000262260437, 'rewards/margins': 0.7912172675132751, 'logps/rejected': -8.291049003601074, 'logps/chosen': -0.3788761496543884, 'logits/rejected': -0.7748740911483765, 'logits/chosen': -0.5804567933082581, 'nll_loss': 0.49862685799598694, 'log_odds_ratio': -0.2878301739692688, 'log_odds_chosen': 8.984962463378906, 'epoch': 0.21688729339615587}
Step 1500: {'loss': 0.5566, 'grad_norm': 13.16025447845459, 'learning_rate': 5.0083472454090154e-05, 'rewards/chosen': -0.04064011201262474, 'rewards/rejected': -0.8257569670677185, 'rewards/accuracies': 0.6200000047683716, 'rewards/margins': 0.7851169109344482, 'logps/rejected': -8.257569313049316, 'logps/chosen': -0.4064010679721832, 'logits/rejected': -0.7064760327339172, 'logits/chosen': -0.5153411626815796, 'nll_loss': 0.5292019844055176, 'log_odds_ratio': -0.2738025486469269, 'log_odds_chosen': 8.937746047973633, 'epoch': 0.2243661655822302}
Step 1550: {'loss': 0.5655, 'grad_norm': 10.63435173034668, 'learning_rate': 4.8414023372287146e-05, 'rewards/chosen': -0.041149236261844635, 'rewards/rejected': -0.7835018038749695, 'rewards/accuracies': 0.6025000214576721, 'rewards/margins': 0.7423526048660278, 'logps/rejected': -7.835018157958984, 'logps/chosen': -0.41149237751960754, 'logits/rejected': -0.7270151376724243, 'logits/chosen': -0.5364755988121033, 'nll_loss': 0.5369827151298523, 'log_odds_ratio': -0.2849026918411255, 'log_odds_chosen': 8.455655097961426, 'epoch': 0.23184503776830453}
Step 1600: {'loss': 0.6121, 'grad_norm': 14.371508598327637, 'learning_rate': 4.6744574290484144e-05, 'rewards/chosen': -0.04517417028546333, 'rewards/rejected': -0.8329193592071533, 'rewards/accuracies': 0.6299999952316284, 'rewards/margins': 0.7877452969551086, 'logps/rejected': -8.329194068908691, 'logps/chosen': -0.45174166560173035, 'logits/rejected': -0.6169511675834656, 'logits/chosen': -0.4196223020553589, 'nll_loss': 0.5850101709365845, 'log_odds_ratio': -0.2709992229938507, 'log_odds_chosen': 8.942035675048828, 'epoch': 0.23932390995437888}
Step 1650: {'loss': 0.5887, 'grad_norm': 14.674728393554688, 'learning_rate': 4.5075125208681135e-05, 'rewards/chosen': -0.04154791310429573, 'rewards/rejected': -0.8037083148956299, 'rewards/accuracies': 0.625, 'rewards/margins': 0.7621603608131409, 'logps/rejected': -8.03708267211914, 'logps/chosen': -0.4154791235923767, 'logits/rejected': -0.6465198397636414, 'logits/chosen': -0.4607250690460205, 'nll_loss': 0.5615740418434143, 'log_odds_ratio': -0.2717304229736328, 'log_odds_chosen': 8.680583000183105, 'epoch': 0.24680278214045323}
Step 1700: {'loss': 0.6554, 'grad_norm': 19.073427200317383, 'learning_rate': 4.3405676126878134e-05, 'rewards/chosen': -0.04749626666307449, 'rewards/rejected': -0.7550359964370728, 'rewards/accuracies': 0.5899999737739563, 'rewards/margins': 0.7075396776199341, 'logps/rejected': -7.550360202789307, 'logps/chosen': -0.47496268153190613, 'logits/rejected': -0.6140334606170654, 'logits/chosen': -0.41368380188941956, 'nll_loss': 0.6260349750518799, 'log_odds_ratio': -0.2935508191585541, 'log_odds_chosen': 8.018467903137207, 'epoch': 0.25428165432652755}
Step 1750: {'loss': 0.6703, 'grad_norm': 13.987339973449707, 'learning_rate': 4.1736227045075125e-05, 'rewards/chosen': -0.04841616004705429, 'rewards/rejected': -0.7579585909843445, 'rewards/accuracies': 0.5924999713897705, 'rewards/margins': 0.7095423936843872, 'logps/rejected': -7.579585075378418, 'logps/chosen': -0.4841616153717041, 'logits/rejected': -0.5233044624328613, 'logits/chosen': -0.336783766746521, 'nll_loss': 0.6408228278160095, 'log_odds_ratio': -0.29518797993659973, 'log_odds_chosen': 8.062239646911621, 'epoch': 0.2617605265126019}
Step 1800: {'loss': 0.7339, 'grad_norm': 13.775715827941895, 'learning_rate': 4.006677796327212e-05, 'rewards/chosen': -0.055663250386714935, 'rewards/rejected': -0.8240330219268799, 'rewards/accuracies': 0.5849999785423279, 'rewards/margins': 0.768369734287262, 'logps/rejected': -8.240328788757324, 'logps/chosen': -0.5566324591636658, 'logits/rejected': -0.47701749205589294, 'logits/chosen': -0.2548438608646393, 'nll_loss': 0.7040954828262329, 'log_odds_ratio': -0.2979358434677124, 'log_odds_chosen': 8.49146556854248, 'epoch': 0.26923939869867625}
Step 1850: {'loss': 0.7361, 'grad_norm': 14.132270812988281, 'learning_rate': 3.839732888146912e-05, 'rewards/chosen': -0.053105488419532776, 'rewards/rejected': -0.8885449171066284, 'rewards/accuracies': 0.6274999976158142, 'rewards/margins': 0.8354393839836121, 'logps/rejected': -8.885448455810547, 'logps/chosen': -0.5310548543930054, 'logits/rejected': -0.39401084184646606, 'logits/chosen': -0.1545301377773285, 'nll_loss': 0.7091214060783386, 'log_odds_ratio': -0.2699652910232544, 'log_odds_chosen': 9.311527252197266, 'epoch': 0.2767182708847506}
Step 1900: {'loss': 0.7433, 'grad_norm': 10.649296760559082, 'learning_rate': 3.6727879799666106e-05, 'rewards/chosen': -0.054441194981336594, 'rewards/rejected': -0.7584337592124939, 'rewards/accuracies': 0.5600000023841858, 'rewards/margins': 0.7039926052093506, 'logps/rejected': -7.58433723449707, 'logps/chosen': -0.5444118976593018, 'logits/rejected': -0.284093976020813, 'logits/chosen': -0.06570222973823547, 'nll_loss': 0.7112952470779419, 'log_odds_ratio': -0.32016634941101074, 'log_odds_chosen': 7.868799209594727, 'epoch': 0.28419714307082494}
Step 1950: {'loss': 0.798, 'grad_norm': 10.632499694824219, 'learning_rate': 3.5058430717863105e-05, 'rewards/chosen': -0.05873439833521843, 'rewards/rejected': -0.8516079187393188, 'rewards/accuracies': 0.6075000166893005, 'rewards/margins': 0.7928734421730042, 'logps/rejected': -8.51607894897461, 'logps/chosen': -0.5873439908027649, 'logits/rejected': -0.2864426374435425, 'logits/chosen': -0.03733273595571518, 'nll_loss': 0.7694078683853149, 'log_odds_ratio': -0.28631770610809326, 'log_odds_chosen': 8.772296905517578, 'epoch': 0.29167601525689923}
Step 2000: {'loss': 0.8652, 'grad_norm': 13.80311107635498, 'learning_rate': 3.33889816360601e-05, 'rewards/chosen': -0.06295408308506012, 'rewards/rejected': -0.8308666348457336, 'rewards/accuracies': 0.6225000023841858, 'rewards/margins': 0.7679125070571899, 'logps/rejected': -8.308666229248047, 'logps/chosen': -0.6295408010482788, 'logits/rejected': -0.08409054577350616, 'logits/chosen': 0.15909633040428162, 'nll_loss': 0.8369441032409668, 'log_odds_ratio': -0.28259071707725525, 'log_odds_chosen': 8.483153343200684, 'epoch': 0.2991548874429736}
Step 2050: {'loss': 0.8408, 'grad_norm': 14.273322105407715, 'learning_rate': 3.1719532554257094e-05, 'rewards/chosen': -0.06136995181441307, 'rewards/rejected': -0.8268759846687317, 'rewards/accuracies': 0.6449999809265137, 'rewards/margins': 0.7655060291290283, 'logps/rejected': -8.268760681152344, 'logps/chosen': -0.6136995553970337, 'logits/rejected': -0.05868516117334366, 'logits/chosen': 0.19656185805797577, 'nll_loss': 0.8140616416931152, 'log_odds_ratio': -0.2674036920070648, 'log_odds_chosen': 8.419174194335938, 'epoch': 0.30663375962904793}
Step 2100: {'loss': 0.8817, 'grad_norm': 12.774476051330566, 'learning_rate': 3.0050083472454093e-05, 'rewards/chosen': -0.06405095756053925, 'rewards/rejected': -0.826549232006073, 'rewards/accuracies': 0.612500011920929, 'rewards/margins': 0.7624983787536621, 'logps/rejected': -8.265493392944336, 'logps/chosen': -0.6405095458030701, 'logits/rejected': 0.10470869392156601, 'logits/chosen': 0.36464595794677734, 'nll_loss': 0.8525798320770264, 'log_odds_ratio': -0.2908243238925934, 'log_odds_chosen': 8.3891019821167, 'epoch': 0.3141126318151223}
Step 2150: {'loss': 0.9317, 'grad_norm': 12.113499641418457, 'learning_rate': 2.8380634390651084e-05, 'rewards/chosen': -0.06700986623764038, 'rewards/rejected': -0.9281701445579529, 'rewards/accuracies': 0.6600000262260437, 'rewards/margins': 0.8611602187156677, 'logps/rejected': -9.281700134277344, 'logps/chosen': -0.6700987219810486, 'logits/rejected': 0.15378589928150177, 'logits/chosen': 0.445814847946167, 'nll_loss': 0.905853271484375, 'log_odds_ratio': -0.2582741975784302, 'log_odds_chosen': 9.371074676513672, 'epoch': 0.3215915040011966}
Step 2200: {'loss': 0.9207, 'grad_norm': 13.833789825439453, 'learning_rate': 2.671118530884808e-05, 'rewards/chosen': -0.0674578920006752, 'rewards/rejected': -0.8232715129852295, 'rewards/accuracies': 0.6100000143051147, 'rewards/margins': 0.7558136582374573, 'logps/rejected': -8.232715606689453, 'logps/chosen': -0.6745789051055908, 'logits/rejected': 0.27861034870147705, 'logits/chosen': 0.5440611839294434, 'nll_loss': 0.8910958170890808, 'log_odds_ratio': -0.29604029655456543, 'log_odds_chosen': 8.247546195983887, 'epoch': 0.329070376187271}
Step 2250: {'loss': 0.9732, 'grad_norm': 10.798323631286621, 'learning_rate': 2.5041736227045077e-05, 'rewards/chosen': -0.0706653743982315, 'rewards/rejected': -0.8381788730621338, 'rewards/accuracies': 0.6524999737739563, 'rewards/margins': 0.7675134539604187, 'logps/rejected': -8.381787300109863, 'logps/chosen': -0.7066537737846375, 'logits/rejected': 0.32595157623291016, 'logits/chosen': 0.6050594449043274, 'nll_loss': 0.9471040964126587, 'log_odds_ratio': -0.260837584733963, 'log_odds_chosen': 8.415266036987305, 'epoch': 0.3365492483733453}
Step 2300: {'loss': 1.0352, 'grad_norm': 9.963510513305664, 'learning_rate': 2.3372287145242072e-05, 'rewards/chosen': -0.07862690091133118, 'rewards/rejected': -0.7797006368637085, 'rewards/accuracies': 0.5824999809265137, 'rewards/margins': 0.7010737657546997, 'logps/rejected': -7.797006130218506, 'logps/chosen': -0.786268949508667, 'logits/rejected': 0.47554874420166016, 'logits/chosen': 0.7471802234649658, 'nll_loss': 1.003492832183838, 'log_odds_ratio': -0.31673598289489746, 'log_odds_chosen': 7.657492637634277, 'epoch': 0.3440281205594196}
Step 2350: {'loss': 1.1325, 'grad_norm': 9.893389701843262, 'learning_rate': 2.1702838063439067e-05, 'rewards/chosen': -0.08255932480096817, 'rewards/rejected': -0.8137398362159729, 'rewards/accuracies': 0.5924999713897705, 'rewards/margins': 0.7311805486679077, 'logps/rejected': -8.137398719787598, 'logps/chosen': -0.8255933523178101, 'logits/rejected': 0.7224400043487549, 'logits/chosen': 1.0252079963684082, 'nll_loss': 1.1011391878128052, 'log_odds_ratio': -0.3134642541408539, 'log_odds_chosen': 7.921968936920166, 'epoch': 0.35150699274549396}
Step 2400: {'loss': 1.1, 'grad_norm': 10.081067085266113, 'learning_rate': 2.003338898163606e-05, 'rewards/chosen': -0.07999476045370102, 'rewards/rejected': -0.8148266673088074, 'rewards/accuracies': 0.6100000143051147, 'rewards/margins': 0.7348319292068481, 'logps/rejected': -8.148266792297363, 'logps/chosen': -0.7999475002288818, 'logits/rejected': 0.7888041734695435, 'logits/chosen': 1.1012685298919678, 'nll_loss': 1.0704033374786377, 'log_odds_ratio': -0.2956003248691559, 'log_odds_chosen': 7.975114822387695, 'epoch': 0.3589858649315683}
