Step 50: {'loss': 0.7383, 'grad_norm': 14.221017837524414, 'learning_rate': 9.84974958263773e-05, 'rewards/chosen': -0.279397577047348, 'rewards/rejected': -21.60531997680664, 'rewards/accuracies': 0.6200000047683716, 'rewards/margins': 21.3259220123291, 'logps/rejected': -10.80265998840332, 'logps/chosen': -0.139698788523674, 'logits/rejected': -0.8001599311828613, 'logits/chosen': -0.5183566808700562, 'nll_loss': 0.2011316418647766, 'log_odds_ratio': -0.2685790956020355, 'log_odds_chosen': 12.474143028259277, 'epoch': 0.00747887218607434}
Step 600: {'loss': 0.7603, 'grad_norm': 10.065446853637695, 'learning_rate': 8.013355592654425e-05, 'rewards/chosen': -0.3408862352371216, 'rewards/rejected': -20.0162296295166, 'rewards/accuracies': 0.6299999952316284, 'rewards/margins': 19.675342559814453, 'logps/rejected': -10.0081148147583, 'logps/chosen': -0.1704431176185608, 'logits/rejected': -1.2078460454940796, 'logits/chosen': -0.9402923583984375, 'nll_loss': 0.2373294085264206, 'log_odds_ratio': -0.26147571206092834, 'log_odds_chosen': 11.396401405334473, 'epoch': 0.08974646623289208}
Step 650: {'loss': 0.8257, 'grad_norm': 19.74091911315918, 'learning_rate': 7.846410684474124e-05, 'rewards/chosen': -0.3264496326446533, 'rewards/rejected': -18.955598831176758, 'rewards/accuracies': 0.5799999833106995, 'rewards/margins': 18.629150390625, 'logps/rejected': -9.477799415588379, 'logps/chosen': -0.16322481632232666, 'logits/rejected': -1.2707213163375854, 'logits/chosen': -0.990843653678894, 'nll_loss': 0.23440976440906525, 'log_odds_ratio': -0.2956392765045166, 'log_odds_chosen': 10.74732780456543, 'epoch': 0.09722533841896643}
Step 700: {'loss': 0.7463, 'grad_norm': 10.916420936584473, 'learning_rate': 7.679465776293824e-05, 'rewards/chosen': -0.3050103485584259, 'rewards/rejected': -22.741670608520508, 'rewards/accuracies': 0.6349999904632568, 'rewards/margins': 22.436656951904297, 'logps/rejected': -11.370835304260254, 'logps/chosen': -0.15250517427921295, 'logits/rejected': -1.308833122253418, 'logits/chosen': -0.9781047701835632, 'nll_loss': 0.23319610953330994, 'log_odds_ratio': -0.25654616951942444, 'log_odds_chosen': 12.835000991821289, 'epoch': 0.10470421060504076}
Step 750: {'loss': 0.8114, 'grad_norm': 17.667800903320312, 'learning_rate': 7.512520868113523e-05, 'rewards/chosen': -0.353590726852417, 'rewards/rejected': -20.03559684753418, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 19.682004928588867, 'logps/rejected': -10.01779842376709, 'logps/chosen': -0.1767953634262085, 'logits/rejected': -1.2677466869354248, 'logits/chosen': -0.9851689338684082, 'nll_loss': 0.25014498829841614, 'log_odds_ratio': -0.2806504964828491, 'log_odds_chosen': 11.306838035583496, 'epoch': 0.1121830827911151}
Step 800: {'loss': 0.7858, 'grad_norm': 30.633819580078125, 'learning_rate': 7.345575959933221e-05, 'rewards/chosen': -0.3523053824901581, 'rewards/rejected': -21.598840713500977, 'rewards/accuracies': 0.625, 'rewards/margins': 21.246536254882812, 'logps/rejected': -10.799420356750488, 'logps/chosen': -0.17615269124507904, 'logits/rejected': -1.2924036979675293, 'logits/chosen': -0.9865954518318176, 'nll_loss': 0.25784727931022644, 'log_odds_ratio': -0.2639791965484619, 'log_odds_chosen': 12.097494125366211, 'epoch': 0.11966195497718944}
Step 850: {'loss': 0.833, 'grad_norm': 11.892181396484375, 'learning_rate': 7.178631051752922e-05, 'rewards/chosen': -0.3907831907272339, 'rewards/rejected': -18.564407348632812, 'rewards/accuracies': 0.6025000214576721, 'rewards/margins': 18.17362403869629, 'logps/rejected': -9.282203674316406, 'logps/chosen': -0.19539159536361694, 'logits/rejected': -1.1839655637741089, 'logits/chosen': -0.9175664782524109, 'nll_loss': 0.27398404479026794, 'log_odds_ratio': -0.2795126736164093, 'log_odds_chosen': 10.528860092163086, 'epoch': 0.12714082716326378}
Step 900: {'loss': 0.7666, 'grad_norm': 13.331069946289062, 'learning_rate': 7.011686143572621e-05, 'rewards/chosen': -0.3676603436470032, 'rewards/rejected': -21.753721237182617, 'rewards/accuracies': 0.6424999833106995, 'rewards/margins': 21.386058807373047, 'logps/rejected': -10.876860618591309, 'logps/chosen': -0.1838301718235016, 'logits/rejected': -1.2105964422225952, 'logits/chosen': -0.8932193517684937, 'nll_loss': 0.26170772314071655, 'log_odds_ratio': -0.2524336576461792, 'log_odds_chosen': 12.213345527648926, 'epoch': 0.13461969934933812}
Step 950: {'loss': 0.7999, 'grad_norm': 16.41506576538086, 'learning_rate': 6.844741235392321e-05, 'rewards/chosen': -0.4017057418823242, 'rewards/rejected': -22.922565460205078, 'rewards/accuracies': 0.6274999976158142, 'rewards/margins': 22.520858764648438, 'logps/rejected': -11.461282730102539, 'logps/chosen': -0.2008528709411621, 'logits/rejected': -1.2706048488616943, 'logits/chosen': -0.9412395358085632, 'nll_loss': 0.27731049060821533, 'log_odds_ratio': -0.26128482818603516, 'log_odds_chosen': 12.669807434082031, 'epoch': 0.14209857153541247}
Step 1000: {'loss': 0.8254, 'grad_norm': 12.506856918334961, 'learning_rate': 6.67779632721202e-05, 'rewards/chosen': -0.43725013732910156, 'rewards/rejected': -22.129499435424805, 'rewards/accuracies': 0.6324999928474426, 'rewards/margins': 21.692249298095703, 'logps/rejected': -11.064749717712402, 'logps/chosen': -0.21862506866455078, 'logits/rejected': -1.177135944366455, 'logits/chosen': -0.8554674386978149, 'nll_loss': 0.2990666329860687, 'log_odds_ratio': -0.2631804049015045, 'log_odds_chosen': 12.242286682128906, 'epoch': 0.1495774437214868}
Step 1050: {'loss': 0.8872, 'grad_norm': 14.086548805236816, 'learning_rate': 6.51085141903172e-05, 'rewards/chosen': -0.44559234380722046, 'rewards/rejected': -21.008142471313477, 'rewards/accuracies': 0.5899999737739563, 'rewards/margins': 20.562549591064453, 'logps/rejected': -10.504071235656738, 'logps/chosen': -0.22279617190361023, 'logits/rejected': -1.2338628768920898, 'logits/chosen': -0.9413893222808838, 'nll_loss': 0.3110521137714386, 'log_odds_ratio': -0.2880810797214508, 'log_odds_chosen': 11.590127944946289, 'epoch': 0.15705631590756114}
Step 1100: {'loss': 0.8452, 'grad_norm': 14.228426933288574, 'learning_rate': 6.343906510851419e-05, 'rewards/chosen': -0.4316011369228363, 'rewards/rejected': -21.518125534057617, 'rewards/accuracies': 0.6100000143051147, 'rewards/margins': 21.086523056030273, 'logps/rejected': -10.759062767028809, 'logps/chosen': -0.21580056846141815, 'logits/rejected': -1.1968389749526978, 'logits/chosen': -0.8696149587631226, 'nll_loss': 0.29734840989112854, 'log_odds_ratio': -0.27392280101776123, 'log_odds_chosen': 11.926953315734863, 'epoch': 0.1645351880936355}
Step 1150: {'loss': 0.8942, 'grad_norm': 11.888372421264648, 'learning_rate': 6.176961602671118e-05, 'rewards/chosen': -0.5250962376594543, 'rewards/rejected': -21.091367721557617, 'rewards/accuracies': 0.6050000190734863, 'rewards/margins': 20.566272735595703, 'logps/rejected': -10.545683860778809, 'logps/chosen': -0.2625481188297272, 'logits/rejected': -1.291330099105835, 'logits/chosen': -0.9620029926300049, 'nll_loss': 0.3312830626964569, 'log_odds_ratio': -0.28143608570098877, 'log_odds_chosen': 11.547136306762695, 'epoch': 0.1720140602797098}
Step 1200: {'loss': 0.8596, 'grad_norm': 14.972589492797852, 'learning_rate': 6.0100166944908185e-05, 'rewards/chosen': -0.46643614768981934, 'rewards/rejected': -21.662195205688477, 'rewards/accuracies': 0.612500011920929, 'rewards/margins': 21.195756912231445, 'logps/rejected': -10.831097602844238, 'logps/chosen': -0.23321807384490967, 'logits/rejected': -1.2427257299423218, 'logits/chosen': -0.8920655250549316, 'nll_loss': 0.3139774799346924, 'log_odds_ratio': -0.2728218734264374, 'log_odds_chosen': 11.943778991699219, 'epoch': 0.17949293246578416}
Step 1250: {'loss': 0.928, 'grad_norm': 23.162982940673828, 'learning_rate': 5.8430717863105176e-05, 'rewards/chosen': -0.5544581413269043, 'rewards/rejected': -22.039682388305664, 'rewards/accuracies': 0.6075000166893005, 'rewards/margins': 21.4852237701416, 'logps/rejected': -11.019841194152832, 'logps/chosen': -0.27722907066345215, 'logits/rejected': -1.190353512763977, 'logits/chosen': -0.8424147963523865, 'nll_loss': 0.3747391402721405, 'log_odds_ratio': -0.27663159370422363, 'log_odds_chosen': 12.019783020019531, 'epoch': 0.1869718046518585}
Step 1300: {'loss': 0.9405, 'grad_norm': 14.033244132995605, 'learning_rate': 5.676126878130217e-05, 'rewards/chosen': -0.587550699710846, 'rewards/rejected': -24.433874130249023, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 23.846328735351562, 'logps/rejected': -12.216937065124512, 'logps/chosen': -0.293775349855423, 'logits/rejected': -1.2920184135437012, 'logits/chosen': -0.9096507430076599, 'nll_loss': 0.37686142325401306, 'log_odds_ratio': -0.28180617094039917, 'log_odds_chosen': 13.185320854187012, 'epoch': 0.19445067683793285}
Step 1350: {'loss': 0.9216, 'grad_norm': 14.996411323547363, 'learning_rate': 5.509181969949917e-05, 'rewards/chosen': -0.5595273375511169, 'rewards/rejected': -22.147573471069336, 'rewards/accuracies': 0.612500011920929, 'rewards/margins': 21.58804702758789, 'logps/rejected': -11.073786735534668, 'logps/chosen': -0.27976366877555847, 'logits/rejected': -1.1408413648605347, 'logits/chosen': -0.7881649136543274, 'nll_loss': 0.3733133375644684, 'log_odds_ratio': -0.27416202425956726, 'log_odds_chosen': 12.129672050476074, 'epoch': 0.20192954902400717}
Step 1400: {'loss': 0.9793, 'grad_norm': 14.306405067443848, 'learning_rate': 5.342237061769616e-05, 'rewards/chosen': -0.6282379031181335, 'rewards/rejected': -21.248153686523438, 'rewards/accuracies': 0.612500011920929, 'rewards/margins': 20.619918823242188, 'logps/rejected': -10.624076843261719, 'logps/chosen': -0.3141189515590668, 'logits/rejected': -1.1777496337890625, 'logits/chosen': -0.8460204601287842, 'nll_loss': 0.42675498127937317, 'log_odds_ratio': -0.2762853801250458, 'log_odds_chosen': 11.516624450683594, 'epoch': 0.20940842121008152}
Step 1450: {'loss': 0.9635, 'grad_norm': 14.40247631072998, 'learning_rate': 5.175292153589316e-05, 'rewards/chosen': -0.6053535342216492, 'rewards/rejected': -23.27617645263672, 'rewards/accuracies': 0.5975000262260437, 'rewards/margins': 22.670822143554688, 'logps/rejected': -11.63808822631836, 'logps/chosen': -0.3026767671108246, 'logits/rejected': -1.1933563947677612, 'logits/chosen': -0.8221487402915955, 'nll_loss': 0.39611366391181946, 'log_odds_ratio': -0.28370943665504456, 'log_odds_chosen': 12.546917915344238, 'epoch': 0.21688729339615587}
Step 1500: {'loss': 0.9671, 'grad_norm': 16.746374130249023, 'learning_rate': 5.0083472454090154e-05, 'rewards/chosen': -0.6494858264923096, 'rewards/rejected': -22.42352294921875, 'rewards/accuracies': 0.6200000047683716, 'rewards/margins': 21.774038314819336, 'logps/rejected': -11.211761474609375, 'logps/chosen': -0.3247429132461548, 'logits/rejected': -1.1210525035858154, 'logits/chosen': -0.7676126956939697, 'nll_loss': 0.42632973194122314, 'log_odds_ratio': -0.27040985226631165, 'log_odds_chosen': 12.100780487060547, 'epoch': 0.2243661655822302}
Step 1550: {'loss': 0.997, 'grad_norm': 12.303119659423828, 'learning_rate': 4.8414023372287146e-05, 'rewards/chosen': -0.6627170443534851, 'rewards/rejected': -20.339040756225586, 'rewards/accuracies': 0.6025000214576721, 'rewards/margins': 19.67632293701172, 'logps/rejected': -10.169520378112793, 'logps/chosen': -0.33135852217674255, 'logits/rejected': -1.0796525478363037, 'logits/chosen': -0.7503767609596252, 'nll_loss': 0.4335476756095886, 'log_odds_ratio': -0.28171706199645996, 'log_odds_chosen': 10.991202354431152, 'epoch': 0.23184503776830453}
Step 1600: {'loss': 1.0106, 'grad_norm': 16.980741500854492, 'learning_rate': 4.6744574290484144e-05, 'rewards/chosen': -0.7500980496406555, 'rewards/rejected': -22.417396545410156, 'rewards/accuracies': 0.6299999952316284, 'rewards/margins': 21.667299270629883, 'logps/rejected': -11.208698272705078, 'logps/chosen': -0.37504902482032776, 'logits/rejected': -1.0360405445098877, 'logits/chosen': -0.675517737865448, 'nll_loss': 0.47873222827911377, 'log_odds_ratio': -0.26593008637428284, 'log_odds_chosen': 12.04046630859375, 'epoch': 0.23932390995437888}
Step 1650: {'loss': 0.993, 'grad_norm': 17.103368759155273, 'learning_rate': 4.5075125208681135e-05, 'rewards/chosen': -0.687259316444397, 'rewards/rejected': -22.20440673828125, 'rewards/accuracies': 0.625, 'rewards/margins': 21.517148971557617, 'logps/rejected': -11.102203369140625, 'logps/chosen': -0.3436296582221985, 'logits/rejected': -1.0461556911468506, 'logits/chosen': -0.691954493522644, 'nll_loss': 0.45788708329200745, 'log_odds_ratio': -0.2675561010837555, 'log_odds_chosen': 11.955065727233887, 'epoch': 0.24680278214045323}
Step 1700: {'loss': 1.0993, 'grad_norm': 17.61825180053711, 'learning_rate': 4.3405676126878134e-05, 'rewards/chosen': -0.7930305600166321, 'rewards/rejected': -20.7691707611084, 'rewards/accuracies': 0.5899999737739563, 'rewards/margins': 19.97614097595215, 'logps/rejected': -10.3845853805542, 'logps/chosen': -0.39651528000831604, 'logits/rejected': -1.0248974561691284, 'logits/chosen': -0.6802853941917419, 'nll_loss': 0.5186687707901001, 'log_odds_ratio': -0.29032742977142334, 'log_odds_chosen': 11.032574653625488, 'epoch': 0.25428165432652755}
Step 1750: {'loss': 1.1189, 'grad_norm': 15.099461555480957, 'learning_rate': 4.1736227045075125e-05, 'rewards/chosen': -0.8273756504058838, 'rewards/rejected': -21.82369613647461, 'rewards/accuracies': 0.5924999713897705, 'rewards/margins': 20.996320724487305, 'logps/rejected': -10.911848068237305, 'logps/chosen': -0.4136878252029419, 'logits/rejected': -0.9825534224510193, 'logits/chosen': -0.6311435103416443, 'nll_loss': 0.5378268361091614, 'log_odds_ratio': -0.2905142903327942, 'log_odds_chosen': 11.568831443786621, 'epoch': 0.2617605265126019}
Step 1800: {'loss': 1.179, 'grad_norm': 16.120424270629883, 'learning_rate': 4.006677796327212e-05, 'rewards/chosen': -0.9492754340171814, 'rewards/rejected': -23.083276748657227, 'rewards/accuracies': 0.5849999785423279, 'rewards/margins': 22.13399887084961, 'logps/rejected': -11.541638374328613, 'logps/chosen': -0.4746377170085907, 'logits/rejected': -0.9706109762191772, 'logits/chosen': -0.5854734182357788, 'nll_loss': 0.5923343896865845, 'log_odds_ratio': -0.2933509945869446, 'log_odds_chosen': 11.965832710266113, 'epoch': 0.26923939869867625}
Step 1850: {'loss': 1.1346, 'grad_norm': 15.350605010986328, 'learning_rate': 3.839732888146912e-05, 'rewards/chosen': -0.9146673679351807, 'rewards/rejected': -24.86717987060547, 'rewards/accuracies': 0.6274999976158142, 'rewards/margins': 23.9525146484375, 'logps/rejected': -12.433589935302734, 'logps/chosen': -0.45733368396759033, 'logits/rejected': -0.8418303728103638, 'logits/chosen': -0.4372347593307495, 'nll_loss': 0.6018391251564026, 'log_odds_ratio': -0.2663828730583191, 'log_odds_chosen': 13.045488357543945, 'epoch': 0.2767182708847506}
Step 1900: {'loss': 1.2351, 'grad_norm': 15.431235313415527, 'learning_rate': 3.6727879799666106e-05, 'rewards/chosen': -0.9494689702987671, 'rewards/rejected': -21.692188262939453, 'rewards/accuracies': 0.5600000023841858, 'rewards/margins': 20.742719650268555, 'logps/rejected': -10.846094131469727, 'logps/chosen': -0.47473448514938354, 'logits/rejected': -0.7539757490158081, 'logits/chosen': -0.3974527418613434, 'nll_loss': 0.6098264455795288, 'log_odds_ratio': -0.3126159906387329, 'log_odds_chosen': 11.293731689453125, 'epoch': 0.28419714307082494}
Step 1950: {'loss': 1.2314, 'grad_norm': 12.817294120788574, 'learning_rate': 3.5058430717863105e-05, 'rewards/chosen': -1.0394587516784668, 'rewards/rejected': -24.591232299804688, 'rewards/accuracies': 0.6075000166893005, 'rewards/margins': 23.551773071289062, 'logps/rejected': -12.295616149902344, 'logps/chosen': -0.5197293758392334, 'logits/rejected': -0.7427701354026794, 'logits/chosen': -0.3317622244358063, 'nll_loss': 0.6695911884307861, 'log_odds_ratio': -0.2809048891067505, 'log_odds_chosen': 12.716504096984863, 'epoch': 0.29167601525689923}
Step 2000: {'loss': 1.291, 'grad_norm': 20.363759994506836, 'learning_rate': 3.33889816360601e-05, 'rewards/chosen': -1.1302824020385742, 'rewards/rejected': -24.963823318481445, 'rewards/accuracies': 0.6225000023841858, 'rewards/margins': 23.833545684814453, 'logps/rejected': -12.481911659240723, 'logps/chosen': -0.5651412010192871, 'logits/rejected': -0.5791832208633423, 'logits/chosen': -0.17522816359996796, 'nll_loss': 0.7395600080490112, 'log_odds_ratio': -0.2756965160369873, 'log_odds_chosen': 12.80273151397705, 'epoch': 0.2991548874429736}
Step 2050: {'loss': 1.2384, 'grad_norm': 16.624053955078125, 'learning_rate': 3.1719532554257094e-05, 'rewards/chosen': -1.1044847965240479, 'rewards/rejected': -25.329648971557617, 'rewards/accuracies': 0.6449999809265137, 'rewards/margins': 24.22516632080078, 'logps/rejected': -12.664824485778809, 'logps/chosen': -0.5522423982620239, 'logits/rejected': -0.550239086151123, 'logits/chosen': -0.12501712143421173, 'nll_loss': 0.7212125658988953, 'log_odds_ratio': -0.25858715176582336, 'log_odds_chosen': 12.982255935668945, 'epoch': 0.30663375962904793}
Step 2100: {'loss': 1.3362, 'grad_norm': 16.409460067749023, 'learning_rate': 3.0050083472454093e-05, 'rewards/chosen': -1.1657642126083374, 'rewards/rejected': -23.821256637573242, 'rewards/accuracies': 0.6150000095367432, 'rewards/margins': 22.655492782592773, 'logps/rejected': -11.910628318786621, 'logps/chosen': -0.5828821063041687, 'logits/rejected': -0.37312033772468567, 'logits/chosen': 0.02732979692518711, 'nll_loss': 0.7666224837303162, 'log_odds_ratio': -0.28477269411087036, 'log_odds_chosen': 12.171813011169434, 'epoch': 0.3141126318151223}
Step 2150: {'loss': 1.327, 'grad_norm': 13.274130821228027, 'learning_rate': 2.8380634390651084e-05, 'rewards/chosen': -1.2318408489227295, 'rewards/rejected': -27.72311782836914, 'rewards/accuracies': 0.6600000262260437, 'rewards/margins': 26.49127960205078, 'logps/rejected': -13.86155891418457, 'logps/chosen': -0.6159204244613647, 'logits/rejected': -0.344262957572937, 'logits/chosen': 0.1110612228512764, 'nll_loss': 0.8245356678962708, 'log_odds_ratio': -0.2512420415878296, 'log_odds_chosen': 14.087716102600098, 'epoch': 0.3215915040011966}
Step 2200: {'loss': 1.387, 'grad_norm': 20.077817916870117, 'learning_rate': 2.671118530884808e-05, 'rewards/chosen': -1.2451350688934326, 'rewards/rejected': -25.331422805786133, 'rewards/accuracies': 0.612500011920929, 'rewards/margins': 24.086288452148438, 'logps/rejected': -12.665711402893066, 'logps/chosen': -0.6225675344467163, 'logits/rejected': -0.2114434689283371, 'logits/chosen': 0.21336916089057922, 'nll_loss': 0.8155847787857056, 'log_odds_ratio': -0.28570425510406494, 'log_odds_chosen': 12.798382759094238, 'epoch': 0.329070376187271}
Step 2250: {'loss': 1.3875, 'grad_norm': 12.401123046875, 'learning_rate': 2.5041736227045077e-05, 'rewards/chosen': -1.325850248336792, 'rewards/rejected': -27.073888778686523, 'rewards/accuracies': 0.6524999737739563, 'rewards/margins': 25.748037338256836, 'logps/rejected': -13.536944389343262, 'logps/chosen': -0.662925124168396, 'logits/rejected': -0.14854800701141357, 'logits/chosen': 0.310160368680954, 'nll_loss': 0.8796959519386292, 'log_odds_ratio': -0.2538849115371704, 'log_odds_chosen': 13.683653831481934, 'epoch': 0.3365492483733453}
Step 2300: {'loss': 1.5547, 'grad_norm': 11.265161514282227, 'learning_rate': 2.3372287145242072e-05, 'rewards/chosen': -1.4861783981323242, 'rewards/rejected': -23.399555206298828, 'rewards/accuracies': 0.5824999809265137, 'rewards/margins': 21.913375854492188, 'logps/rejected': -11.699777603149414, 'logps/chosen': -0.7430891990661621, 'logits/rejected': 0.05624864995479584, 'logits/chosen': 0.4618832468986511, 'nll_loss': 0.9375728368759155, 'log_odds_ratio': -0.3085595369338989, 'log_odds_chosen': 11.65442180633545, 'epoch': 0.3440281205594196}
Step 2350: {'loss': 1.6508, 'grad_norm': 11.195908546447754, 'learning_rate': 2.1702838063439067e-05, 'rewards/chosen': -1.5757248401641846, 'rewards/rejected': -23.860746383666992, 'rewards/accuracies': 0.5950000286102295, 'rewards/margins': 22.285022735595703, 'logps/rejected': -11.930373191833496, 'logps/chosen': -0.7878624200820923, 'logits/rejected': 0.31606465578079224, 'logits/chosen': 0.7480046153068542, 'nll_loss': 1.0427664518356323, 'log_odds_ratio': -0.30403098464012146, 'log_odds_chosen': 11.808050155639648, 'epoch': 0.35150699274549396}
Step 2400: {'loss': 1.588, 'grad_norm': 11.529675483703613, 'learning_rate': 2.003338898163606e-05, 'rewards/chosen': -1.529463291168213, 'rewards/rejected': -25.009641647338867, 'rewards/accuracies': 0.6150000095367432, 'rewards/margins': 23.480180740356445, 'logps/rejected': -12.504820823669434, 'logps/chosen': -0.7647316455841064, 'logits/rejected': 0.3636844754219055, 'logits/chosen': 0.8194652795791626, 'nll_loss': 1.0173366069793701, 'log_odds_ratio': -0.2853071689605713, 'log_odds_chosen': 12.422170639038086, 'epoch': 0.3589858649315683}
