Step 50: {'loss': 0.9515, 'grad_norm': 20.51072883605957, 'learning_rate': 9.84974958263773e-05, 'rewards/chosen': -0.6395771503448486, 'rewards/rejected': -20.904216766357422, 'rewards/accuracies': 0.6200000047683716, 'rewards/margins': 20.264638900756836, 'logps/rejected': -10.452108383178711, 'logps/chosen': -0.3197885751724243, 'logits/rejected': -0.3390408754348755, 'logits/chosen': -0.05148071423172951, 'nll_loss': 0.4045485556125641, 'log_odds_ratio': -0.27347561717033386, 'log_odds_chosen': 11.429216384887695, 'epoch': 0.007479012022511826}
Step 750: {'loss': 1.0743, 'grad_norm': 25.08622932434082, 'learning_rate': 7.512520868113523e-05, 'rewards/chosen': -0.7536553144454956, 'rewards/rejected': -19.69513511657715, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 18.941476821899414, 'logps/rejected': -9.847567558288574, 'logps/chosen': -0.3768276572227478, 'logits/rejected': -0.688640296459198, 'logits/chosen': -0.41950827836990356, 'nll_loss': 0.5024512410163879, 'log_odds_ratio': -0.2859095633029938, 'log_odds_chosen': 10.548820495605469, 'epoch': 0.1121851803376774}
Step 800: {'loss': 1.0603, 'grad_norm': 76.66580200195312, 'learning_rate': 7.345575959933221e-05, 'rewards/chosen': -0.789567232131958, 'rewards/rejected': -20.43044662475586, 'rewards/accuracies': 0.625, 'rewards/margins': 19.640878677368164, 'logps/rejected': -10.21522331237793, 'logps/chosen': -0.394783616065979, 'logits/rejected': -0.7534609436988831, 'logits/chosen': -0.47311726212501526, 'nll_loss': 0.5232591032981873, 'log_odds_ratio': -0.26852521300315857, 'log_odds_chosen': 10.852638244628906, 'epoch': 0.11966419236018921}
Step 850: {'loss': 1.1114, 'grad_norm': 22.191877365112305, 'learning_rate': 7.178631051752922e-05, 'rewards/chosen': -0.813627302646637, 'rewards/rejected': -18.806753158569336, 'rewards/accuracies': 0.6025000214576721, 'rewards/margins': 17.993127822875977, 'logps/rejected': -9.403376579284668, 'logps/chosen': -0.4068136513233185, 'logits/rejected': -0.5988110303878784, 'logits/chosen': -0.3443368077278137, 'nll_loss': 0.5455756187438965, 'log_odds_ratio': -0.2829020619392395, 'log_odds_chosen': 10.03806209564209, 'epoch': 0.12714320438270105}
Step 900: {'loss': 1.0409, 'grad_norm': 22.480436325073242, 'learning_rate': 7.011686143572621e-05, 'rewards/chosen': -0.7848837375640869, 'rewards/rejected': -23.35845375061035, 'rewards/accuracies': 0.6424999833106995, 'rewards/margins': 22.573570251464844, 'logps/rejected': -11.679226875305176, 'logps/chosen': -0.39244186878204346, 'logits/rejected': -0.6039999127388, 'logits/chosen': -0.2780451476573944, 'nll_loss': 0.5210368037223816, 'log_odds_ratio': -0.2599560618400574, 'log_odds_chosen': 12.391183853149414, 'epoch': 0.13462221640521288}
Step 950: {'loss': 1.0792, 'grad_norm': 28.288862228393555, 'learning_rate': 6.844741235392321e-05, 'rewards/chosen': -0.8348920345306396, 'rewards/rejected': -24.415515899658203, 'rewards/accuracies': 0.6274999976158142, 'rewards/margins': 23.580625534057617, 'logps/rejected': -12.207757949829102, 'logps/chosen': -0.4174460172653198, 'logits/rejected': -0.6167179942131042, 'logits/chosen': -0.2490970641374588, 'nll_loss': 0.5475912094116211, 'log_odds_ratio': -0.26580125093460083, 'log_odds_chosen': 12.7801513671875, 'epoch': 0.14210122842772469}
Step 1000: {'loss': 1.1282, 'grad_norm': 23.595014572143555, 'learning_rate': 6.67779632721202e-05, 'rewards/chosen': -0.883914053440094, 'rewards/rejected': -20.97998809814453, 'rewards/accuracies': 0.6274999976158142, 'rewards/margins': 20.096071243286133, 'logps/rejected': -10.489994049072266, 'logps/chosen': -0.441957026720047, 'logits/rejected': -0.48058849573135376, 'logits/chosen': -0.17728953063488007, 'nll_loss': 0.5838750600814819, 'log_odds_ratio': -0.27213987708091736, 'log_odds_chosen': 11.028459548950195, 'epoch': 0.14958024045023652}
Step 1050: {'loss': 1.1882, 'grad_norm': 24.708345413208008, 'learning_rate': 6.51085141903172e-05, 'rewards/chosen': -0.8986685276031494, 'rewards/rejected': -20.079946517944336, 'rewards/accuracies': 0.5899999737739563, 'rewards/margins': 19.181278228759766, 'logps/rejected': -10.039973258972168, 'logps/chosen': -0.4493342638015747, 'logits/rejected': -0.5643519759178162, 'logits/chosen': -0.2683974802494049, 'nll_loss': 0.6042631268501282, 'log_odds_ratio': -0.29198959469795227, 'log_odds_chosen': 10.553009033203125, 'epoch': 0.15705925247274835}
Step 1100: {'loss': 1.1447, 'grad_norm': 24.316701889038086, 'learning_rate': 6.343906510851419e-05, 'rewards/chosen': -0.9099543690681458, 'rewards/rejected': -21.665321350097656, 'rewards/accuracies': 0.6100000143051147, 'rewards/margins': 20.755369186401367, 'logps/rejected': -10.832660675048828, 'logps/chosen': -0.4549771845340729, 'logits/rejected': -0.5056144595146179, 'logits/chosen': -0.1481602042913437, 'nll_loss': 0.5864770412445068, 'log_odds_ratio': -0.27911487221717834, 'log_odds_chosen': 11.329704284667969, 'epoch': 0.16453826449526018}
Step 1150: {'loss': 1.2079, 'grad_norm': 22.793384552001953, 'learning_rate': 6.176961602671118e-05, 'rewards/chosen': -1.0435830354690552, 'rewards/rejected': -21.574758529663086, 'rewards/accuracies': 0.6050000190734863, 'rewards/margins': 20.531173706054688, 'logps/rejected': -10.787379264831543, 'logps/chosen': -0.5217915177345276, 'logits/rejected': -0.5393002033233643, 'logits/chosen': -0.1942548006772995, 'nll_loss': 0.6325133442878723, 'log_odds_ratio': -0.2876836657524109, 'log_odds_chosen': 11.148859024047852, 'epoch': 0.172017276517772}
Step 1200: {'loss': 1.1641, 'grad_norm': 24.558687210083008, 'learning_rate': 6.0100166944908185e-05, 'rewards/chosen': -0.9314076900482178, 'rewards/rejected': -23.029630661010742, 'rewards/accuracies': 0.612500011920929, 'rewards/margins': 22.098222732543945, 'logps/rejected': -11.514815330505371, 'logps/chosen': -0.4657038450241089, 'logits/rejected': -0.531589686870575, 'logits/chosen': -0.1440535932779312, 'nll_loss': 0.6055861115455627, 'log_odds_ratio': -0.27925702929496765, 'log_odds_chosen': 11.998366355895996, 'epoch': 0.17949628854028382}
Step 1250: {'loss': 1.2534, 'grad_norm': 27.32537841796875, 'learning_rate': 5.8430717863105176e-05, 'rewards/chosen': -1.0376509428024292, 'rewards/rejected': -22.478097915649414, 'rewards/accuracies': 0.6075000166893005, 'rewards/margins': 21.440446853637695, 'logps/rejected': -11.239048957824707, 'logps/chosen': -0.5188254714012146, 'logits/rejected': -0.4590877592563629, 'logits/chosen': -0.08352689445018768, 'nll_loss': 0.6894609928131104, 'log_odds_ratio': -0.2819939851760864, 'log_odds_chosen': 11.611528396606445, 'epoch': 0.18697530056279565}
Step 1300: {'loss': 1.2716, 'grad_norm': 28.163541793823242, 'learning_rate': 5.676126878130217e-05, 'rewards/chosen': -1.077703595161438, 'rewards/rejected': -24.527551651000977, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 23.449848175048828, 'logps/rejected': -12.263775825500488, 'logps/chosen': -0.538851797580719, 'logits/rejected': -0.4837751090526581, 'logits/chosen': -0.06416869908571243, 'nll_loss': 0.6941961646080017, 'log_odds_ratio': -0.2887248694896698, 'log_odds_chosen': 12.610651969909668, 'epoch': 0.1944543125853075}
Step 1350: {'loss': 1.2474, 'grad_norm': 26.24990463256836, 'learning_rate': 5.509181969949917e-05, 'rewards/chosen': -1.0457345247268677, 'rewards/rejected': -21.630748748779297, 'rewards/accuracies': 0.612500011920929, 'rewards/margins': 20.58501434326172, 'logps/rejected': -10.815374374389648, 'logps/chosen': -0.5228672623634338, 'logits/rejected': -0.3691576421260834, 'logits/chosen': -0.0024912666995078325, 'nll_loss': 0.6853932738304138, 'log_odds_ratio': -0.2810029983520508, 'log_odds_chosen': 11.228567123413086, 'epoch': 0.20193332460781932}
Step 1400: {'loss': 1.3146, 'grad_norm': 25.30472183227539, 'learning_rate': 5.342237061769616e-05, 'rewards/chosen': -1.1090362071990967, 'rewards/rejected': -21.03044891357422, 'rewards/accuracies': 0.612500011920929, 'rewards/margins': 19.921415328979492, 'logps/rejected': -10.51522445678711, 'logps/chosen': -0.5545181035995483, 'logits/rejected': -0.29556208848953247, 'logits/chosen': 0.05510324612259865, 'nll_loss': 0.7461125254631042, 'log_odds_ratio': -0.2842261791229248, 'log_odds_chosen': 10.800680160522461, 'epoch': 0.20941233663033113}
Step 1450: {'loss': 1.2872, 'grad_norm': 24.22981834411621, 'learning_rate': 5.175292153589316e-05, 'rewards/chosen': -1.0680980682373047, 'rewards/rejected': -22.192411422729492, 'rewards/accuracies': 0.5975000262260437, 'rewards/margins': 21.124317169189453, 'logps/rejected': -11.096205711364746, 'logps/chosen': -0.5340490341186523, 'logits/rejected': -0.25198689103126526, 'logits/chosen': 0.13444289565086365, 'nll_loss': 0.7054255604743958, 'log_odds_ratio': -0.29090026021003723, 'log_odds_chosen': 11.402387619018555, 'epoch': 0.21689134865284296}
Step 1500: {'loss': 1.293, 'grad_norm': 22.817920684814453, 'learning_rate': 5.0083472454090154e-05, 'rewards/chosen': -1.137641191482544, 'rewards/rejected': -22.46774673461914, 'rewards/accuracies': 0.6200000047683716, 'rewards/margins': 21.33010482788086, 'logps/rejected': -11.23387336730957, 'logps/chosen': -0.568820595741272, 'logits/rejected': -0.21075254678726196, 'logits/chosen': 0.18295522034168243, 'nll_loss': 0.7385496497154236, 'log_odds_ratio': -0.2772364914417267, 'log_odds_chosen': 11.521695137023926, 'epoch': 0.2243703606753548}
Step 1550: {'loss': 1.317, 'grad_norm': 18.386699676513672, 'learning_rate': 4.8414023372287146e-05, 'rewards/chosen': -1.1365619897842407, 'rewards/rejected': -21.90545082092285, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 20.76888656616211, 'logps/rejected': -10.952725410461426, 'logps/chosen': -0.5682809948921204, 'logits/rejected': -0.17873162031173706, 'logits/chosen': 0.2043205201625824, 'nll_loss': 0.7425774931907654, 'log_odds_ratio': -0.2872239947319031, 'log_odds_chosen': 11.2008638381958, 'epoch': 0.23184937269786662}
Step 1600: {'loss': 1.3327, 'grad_norm': 27.15390968322754, 'learning_rate': 4.6744574290484144e-05, 'rewards/chosen': -1.1927900314331055, 'rewards/rejected': -23.27199935913086, 'rewards/accuracies': 0.6299999952316284, 'rewards/margins': 22.079212188720703, 'logps/rejected': -11.63599967956543, 'logps/chosen': -0.5963950157165527, 'logits/rejected': -0.10172704607248306, 'logits/chosen': 0.29492393136024475, 'nll_loss': 0.7833126187324524, 'log_odds_ratio': -0.27471181750297546, 'log_odds_chosen': 11.882232666015625, 'epoch': 0.23932838472037843}
Step 1650: {'loss': 1.3044, 'grad_norm': 25.977153778076172, 'learning_rate': 4.5075125208681135e-05, 'rewards/chosen': -1.1204004287719727, 'rewards/rejected': -22.308189392089844, 'rewards/accuracies': 0.6225000023841858, 'rewards/margins': 21.187788009643555, 'logps/rejected': -11.154094696044922, 'logps/chosen': -0.5602002143859863, 'logits/rejected': -0.09587802737951279, 'logits/chosen': 0.29362550377845764, 'nll_loss': 0.7567756772041321, 'log_odds_ratio': -0.2738133370876312, 'log_odds_chosen': 11.438711166381836, 'epoch': 0.24680739674289026}
Step 1700: {'loss': 1.4097, 'grad_norm': 26.638225555419922, 'learning_rate': 4.3405676126878134e-05, 'rewards/chosen': -1.2323940992355347, 'rewards/rejected': -20.804479598999023, 'rewards/accuracies': 0.5899999737739563, 'rewards/margins': 19.57208824157715, 'logps/rejected': -10.402239799499512, 'logps/chosen': -0.6161970496177673, 'logits/rejected': -0.016160225495696068, 'logits/chosen': 0.36835184693336487, 'nll_loss': 0.8185122609138489, 'log_odds_ratio': -0.29557347297668457, 'log_odds_chosen': 10.53843879699707, 'epoch': 0.2542864087654021}
Step 1750: {'loss': 1.4219, 'grad_norm': 23.122169494628906, 'learning_rate': 4.1736227045075125e-05, 'rewards/chosen': -1.2452114820480347, 'rewards/rejected': -21.914833068847656, 'rewards/accuracies': 0.5924999713897705, 'rewards/margins': 20.66962432861328, 'logps/rejected': -10.957416534423828, 'logps/chosen': -0.6226057410240173, 'logits/rejected': 0.023048043251037598, 'logits/chosen': 0.41363686323165894, 'nll_loss': 0.8249974250793457, 'log_odds_ratio': -0.2984570264816284, 'log_odds_chosen': 11.107287406921387, 'epoch': 0.2617654207879139}
Step 1800: {'loss': 1.4929, 'grad_norm': 25.77597427368164, 'learning_rate': 4.006677796327212e-05, 'rewards/chosen': -1.400783658027649, 'rewards/rejected': -23.806861877441406, 'rewards/accuracies': 0.5849999785423279, 'rewards/margins': 22.406082153320312, 'logps/rejected': -11.903430938720703, 'logps/chosen': -0.7003918290138245, 'logits/rejected': 0.1206502616405487, 'logits/chosen': 0.5633946061134338, 'nll_loss': 0.8954761028289795, 'log_odds_ratio': -0.29873067140579224, 'log_odds_chosen': 11.847972869873047, 'epoch': 0.26924443281042576}
Step 1850: {'loss': 1.4331, 'grad_norm': 24.330934524536133, 'learning_rate': 3.839732888146912e-05, 'rewards/chosen': -1.3256677389144897, 'rewards/rejected': -24.938257217407227, 'rewards/accuracies': 0.6274999976158142, 'rewards/margins': 23.612590789794922, 'logps/rejected': -12.469128608703613, 'logps/chosen': -0.6628338694572449, 'logits/rejected': 0.1665603071451187, 'logits/chosen': 0.6227805614471436, 'nll_loss': 0.887784481048584, 'log_odds_ratio': -0.27265796065330505, 'log_odds_chosen': 12.56184196472168, 'epoch': 0.2767234448329376}
Step 1900: {'loss': 1.5151, 'grad_norm': 25.1480712890625, 'learning_rate': 3.6727879799666106e-05, 'rewards/chosen': -1.3315064907073975, 'rewards/rejected': -21.420825958251953, 'rewards/accuracies': 0.5600000023841858, 'rewards/margins': 20.089319229125977, 'logps/rejected': -10.710412979125977, 'logps/chosen': -0.6657532453536987, 'logits/rejected': 0.295001357793808, 'logits/chosen': 0.6824241876602173, 'nll_loss': 0.8725029230117798, 'log_odds_ratio': -0.32132017612457275, 'log_odds_chosen': 10.74074935913086, 'epoch': 0.28420245685544937}
Step 1950: {'loss': 1.5165, 'grad_norm': 19.812849044799805, 'learning_rate': 3.5058430717863105e-05, 'rewards/chosen': -1.446272611618042, 'rewards/rejected': -23.560396194458008, 'rewards/accuracies': 0.6025000214576721, 'rewards/margins': 22.114124298095703, 'logps/rejected': -11.780198097229004, 'logps/chosen': -0.723136305809021, 'logits/rejected': 0.2782846689224243, 'logits/chosen': 0.7077059149742126, 'nll_loss': 0.9391452074050903, 'log_odds_ratio': -0.28869232535362244, 'log_odds_chosen': 11.769109725952148, 'epoch': 0.2916814688779612}
Step 2000: {'loss': 1.5611, 'grad_norm': 24.587556838989258, 'learning_rate': 3.33889816360601e-05, 'rewards/chosen': -1.511724591255188, 'rewards/rejected': -23.780229568481445, 'rewards/accuracies': 0.6225000023841858, 'rewards/margins': 22.268503189086914, 'logps/rejected': -11.890114784240723, 'logps/chosen': -0.755862295627594, 'logits/rejected': 0.4786797761917114, 'logits/chosen': 0.8990377187728882, 'nll_loss': 0.9943029880523682, 'log_odds_ratio': -0.2833927869796753, 'log_odds_chosen': 11.814502716064453, 'epoch': 0.29916048090047304}
Step 2050: {'loss': 1.501, 'grad_norm': 29.280553817749023, 'learning_rate': 3.1719532554257094e-05, 'rewards/chosen': -1.4678593873977661, 'rewards/rejected': -24.331836700439453, 'rewards/accuracies': 0.6449999809265137, 'rewards/margins': 22.86397933959961, 'logps/rejected': -12.165918350219727, 'logps/chosen': -0.7339296936988831, 'logits/rejected': 0.4116365313529968, 'logits/chosen': 0.8666027784347534, 'nll_loss': 0.9623304605484009, 'log_odds_ratio': -0.269339382648468, 'log_odds_chosen': 12.077845573425293, 'epoch': 0.30663949292298487}
Step 2100: {'loss': 1.5689, 'grad_norm': 98.70909881591797, 'learning_rate': 3.0050083472454093e-05, 'rewards/chosen': -1.4724891185760498, 'rewards/rejected': -23.541852951049805, 'rewards/accuracies': 0.612500011920929, 'rewards/margins': 22.06936264038086, 'logps/rejected': -11.770926475524902, 'logps/chosen': -0.7362445592880249, 'logits/rejected': 0.6375128626823425, 'logits/chosen': 1.0710583925247192, 'nll_loss': 0.9837462902069092, 'log_odds_ratio': -0.2925521731376648, 'log_odds_chosen': 11.69101333618164, 'epoch': 0.3141185049454967}
Step 2150: {'loss': 1.5543, 'grad_norm': 21.421117782592773, 'learning_rate': 2.8380634390651084e-05, 'rewards/chosen': -1.5401909351348877, 'rewards/rejected': -26.55699920654297, 'rewards/accuracies': 0.6600000262260437, 'rewards/margins': 25.016809463500977, 'logps/rejected': -13.278499603271484, 'logps/chosen': -0.7700954675674438, 'logits/rejected': 0.6077016592025757, 'logits/chosen': 1.1037774085998535, 'nll_loss': 1.0337209701538086, 'log_odds_ratio': -0.260277658700943, 'log_odds_chosen': 13.155582427978516, 'epoch': 0.32159751696800853}
Step 2200: {'loss': 1.6051, 'grad_norm': 33.26137924194336, 'learning_rate': 2.671118530884808e-05, 'rewards/chosen': -1.5599743127822876, 'rewards/rejected': -23.955995559692383, 'rewards/accuracies': 0.6075000166893005, 'rewards/margins': 22.396020889282227, 'logps/rejected': -11.977997779846191, 'logps/chosen': -0.7799871563911438, 'logits/rejected': 0.6832736730575562, 'logits/chosen': 1.1359142065048218, 'nll_loss': 1.0119324922561646, 'log_odds_ratio': -0.2966005206108093, 'log_odds_chosen': 11.791461944580078, 'epoch': 0.32907652899052037}
Step 2250: {'loss': 1.578, 'grad_norm': 18.45050621032715, 'learning_rate': 2.5041736227045077e-05, 'rewards/chosen': -1.5965981483459473, 'rewards/rejected': -25.487140655517578, 'rewards/accuracies': 0.6474999785423279, 'rewards/margins': 23.890541076660156, 'logps/rejected': -12.743570327758789, 'logps/chosen': -0.7982990741729736, 'logits/rejected': 0.701802134513855, 'logits/chosen': 1.1988531351089478, 'nll_loss': 1.0589494705200195, 'log_odds_ratio': -0.259522944688797, 'log_odds_chosen': 12.58724594116211, 'epoch': 0.3365555410130322}
Step 2300: {'loss': 1.7332, 'grad_norm': 17.258529663085938, 'learning_rate': 2.3372287145242072e-05, 'rewards/chosen': -1.7225592136383057, 'rewards/rejected': -22.608959197998047, 'rewards/accuracies': 0.5824999809265137, 'rewards/margins': 20.886398315429688, 'logps/rejected': -11.304479598999023, 'logps/chosen': -0.8612796068191528, 'logits/rejected': 0.8527255058288574, 'logits/chosen': 1.3054797649383545, 'nll_loss': 1.1004815101623535, 'log_odds_ratio': -0.3163784146308899, 'log_odds_chosen': 11.012812614440918, 'epoch': 0.344034553035544}
Step 2350: {'loss': 1.8198, 'grad_norm': 18.84359359741211, 'learning_rate': 2.1702838063439067e-05, 'rewards/chosen': -1.8088462352752686, 'rewards/rejected': -23.48611068725586, 'rewards/accuracies': 0.5924999713897705, 'rewards/margins': 21.677263259887695, 'logps/rejected': -11.74305534362793, 'logps/chosen': -0.9044231176376343, 'logits/rejected': 1.009120225906372, 'logits/chosen': 1.4907130002975464, 'nll_loss': 1.1910111904144287, 'log_odds_ratio': -0.31437161564826965, 'log_odds_chosen': 11.3818941116333, 'epoch': 0.3515135650580558}
Step 2400: {'loss': 1.7405, 'grad_norm': 17.751131057739258, 'learning_rate': 2.003338898163606e-05, 'rewards/chosen': -1.7418107986450195, 'rewards/rejected': -24.78830337524414, 'rewards/accuracies': 0.6100000143051147, 'rewards/margins': 23.046491622924805, 'logps/rejected': -12.39415168762207, 'logps/chosen': -0.8709053993225098, 'logits/rejected': 1.0429399013519287, 'logits/chosen': 1.5498132705688477, 'nll_loss': 1.1515578031539917, 'log_odds_ratio': -0.29445168375968933, 'log_odds_chosen': 12.090171813964844, 'epoch': 0.35899257708056764}
